,fecha,valordemanda,Año,Mes,Dia,DiaSemana
2482,2017-10-18,730292.91,2017,10,18,3
2483,2017-10-19,719557.67,2017,10,19,4
2484,2017-10-20,719103.85,2017,10,20,5
2485,2017-10-21,646738.8,2017,10,21,6
2486,2017-10-22,591488.87,2017,10,22,7
2487,2017-10-23,705183.88,2017,10,23,1
2488,2017-10-24,725529.06,2017,10,24,2
2489,2017-10-25,729923.94,2017,10,25,3
2490,2017-10-26,724883.64,2017,10,26,4
2491,2017-10-27,722316.14,2017,10,27,5
2492,2017-10-28,642175.79,2017,10,28,6
2493,2017-10-29,614270.0,2017,10,29,7
2494,2017-10-30,707167.02,2017,10,30,1
2495,2017-10-31,718185.31,2017,10,31,2
2496,2017-11-01,615921.66,2017,11,1,3
2497,2017-11-02,707921.11,2017,11,2,4
2498,2017-11-03,719459.19,2017,11,3,5
2499,2017-11-04,645817.41,2017,11,4,6
2500,2017-11-05,597686.63,2017,11,5,7
2501,2017-11-06,716972.6,2017,11,6,1
2502,2017-11-07,744822.2,2017,11,7,2
2503,2017-11-08,759905.75,2017,11,8,3
2504,2017-11-09,759861.96,2017,11,9,4
2505,2017-11-10,764532.19,2017,11,10,5
2506,2017-11-11,683015.4,2017,11,11,6
2507,2017-11-12,630568.91,2017,11,12,7
2508,2017-11-13,754680.56,2017,11,13,1
2509,2017-11-14,783837.98,2017,11,14,2
2510,2017-11-15,789164.99,2017,11,15,3
2511,2017-11-16,787289.91,2017,11,16,4
2512,2017-11-17,779087.43,2017,11,17,5
2513,2017-11-18,698082.15,2017,11,18,6
2514,2017-11-19,645371.4,2017,11,19,7
2515,2017-11-20,768722.25,2017,11,20,1
2516,2017-11-21,788658.5,2017,11,21,2
2517,2017-11-22,794652.02,2017,11,22,3
2518,2017-11-23,782339.12,2017,11,23,4
2519,2017-11-24,772036.18,2017,11,24,5
2520,2017-11-25,699834.74,2017,11,25,6
2521,2017-11-26,651682.38,2017,11,26,7
2522,2017-11-27,785800.13,2017,11,27,1
2523,2017-11-28,809687.54,2017,11,28,2
2524,2017-11-29,815675.27,2017,11,29,3
2525,2017-11-30,820643.98,2017,11,30,4
2526,2017-12-01,831437.79,2017,12,1,5
2527,2017-12-02,764719.22,2017,12,2,6
2528,2017-12-03,715939.55,2017,12,3,7
2529,2017-12-04,838132.68,2017,12,4,1
2530,2017-12-05,848162.3,2017,12,5,2
2531,2017-12-06,756360.4,2017,12,6,3
2532,2017-12-07,782686.01,2017,12,7,4
2533,2017-12-08,719496.92,2017,12,8,5
2534,2017-12-09,717690.51,2017,12,9,6
2535,2017-12-10,684898.75,2017,12,10,7
2536,2017-12-11,802343.75,2017,12,11,1
2537,2017-12-12,825186.98,2017,12,12,2
2538,2017-12-13,839031.42,2017,12,13,3
2539,2017-12-14,829227.43,2017,12,14,4
2540,2017-12-15,803118.4,2017,12,15,5
2541,2017-12-16,727264.65,2017,12,16,6
2542,2017-12-17,694705.76,2017,12,17,7
2543,2017-12-18,829577.0,2017,12,18,1
2544,2017-12-19,832816.69,2017,12,19,2
2545,2017-12-20,834761.96,2017,12,20,3
2546,2017-12-21,819406.56,2017,12,21,4
2547,2017-12-22,792960.35,2017,12,22,5
2548,2017-12-23,702851.37,2017,12,23,6
2549,2017-12-24,642910.06,2017,12,24,7
2550,2017-12-25,595600.77,2017,12,25,1
2551,2017-12-26,701435.72,2017,12,26,2
2552,2017-12-27,741629.03,2017,12,27,3
2553,2017-12-28,736357.87,2017,12,28,4
2554,2017-12-29,715140.21,2017,12,29,5
2555,2017-12-30,652290.28,2017,12,30,6
2556,2017-12-31,618260.27,2017,12,31,7
2557,2018-01-01,574637.33,2018,1,1,1
2558,2018-01-02,724549.04,2018,1,2,2
2559,2018-01-03,753204.11,2018,1,3,3
2560,2018-01-04,752386.8,2018,1,4,4
2561,2018-01-05,724096.69,2018,1,5,5
2562,2018-01-06,639705.66,2018,1,6,6
2563,2018-01-07,672064.65,2018,1,7,7
2564,2018-01-08,817299.98,2018,1,8,1
2565,2018-01-09,854745.17,2018,1,9,2
2566,2018-01-10,837804.96,2018,1,10,3
2567,2018-01-11,834709.71,2018,1,11,4
2568,2018-01-12,831785.06,2018,1,12,5
2569,2018-01-13,760638.52,2018,1,13,6
2570,2018-01-14,708621.62,2018,1,14,7
2571,2018-01-15,835104.12,2018,1,15,1
2572,2018-01-16,833389.16,2018,1,16,2
2573,2018-01-17,817515.18,2018,1,17,3
2574,2018-01-18,817603.33,2018,1,18,4
2575,2018-01-19,812552.43,2018,1,19,5
2576,2018-01-20,725927.31,2018,1,20,6
2577,2018-01-21,665342.9,2018,1,21,7
2578,2018-01-22,776934.36,2018,1,22,1
2579,2018-01-23,792215.66,2018,1,23,2
2580,2018-01-24,795267.69,2018,1,24,3
2581,2018-01-25,808307.01,2018,1,25,4
2582,2018-01-26,820239.28,2018,1,26,5
2583,2018-01-27,737558.97,2018,1,27,6
2584,2018-01-28,684397.91,2018,1,28,7
2585,2018-01-29,793986.63,2018,1,29,1
2586,2018-01-30,811803.94,2018,1,30,2
2587,2018-01-31,809902.19,2018,1,31,3
2588,2018-02-01,828993.87,2018,2,1,4
2589,2018-02-02,836715.01,2018,2,2,5
2590,2018-02-03,755609.56,2018,2,3,6
2591,2018-02-04,719531.24,2018,2,4,7
2592,2018-02-05,852377.94,2018,2,5,1
2593,2018-02-06,864736.06,2018,2,6,2
2594,2018-02-07,873750.9,2018,2,7,3
2595,2018-02-08,880070.88,2018,2,8,4
2596,2018-02-09,873284.44,2018,2,9,5
2597,2018-02-10,774761.86,2018,2,10,6
2598,2018-02-11,706770.02,2018,2,11,7
2599,2018-02-12,833332.27,2018,2,12,1
2600,2018-02-13,852668.03,2018,2,13,2
2601,2018-02-14,845115.17,2018,2,14,3
2602,2018-02-15,818989.99,2018,2,15,4
2603,2018-02-16,799331.13,2018,2,16,5
2604,2018-02-17,713847.71,2018,2,17,6
2605,2018-02-18,670069.44,2018,2,18,7
2606,2018-02-19,788774.86,2018,2,19,1
2607,2018-02-20,796993.21,2018,2,20,2
2608,2018-02-21,802817.85,2018,2,21,3
2609,2018-02-22,816409.03,2018,2,22,4
2610,2018-02-23,822010.42,2018,2,23,5
2611,2018-02-24,738315.46,2018,2,24,6
2612,2018-02-25,682057.54,2018,2,25,7
2613,2018-02-26,809186.41,2018,2,26,1
2614,2018-02-27,854244.17,2018,2,27,2
2615,2018-02-28,838163.75,2018,2,28,3
2616,2018-03-01,828808.56,2018,3,1,4
2617,2018-03-02,828422.25,2018,3,2,5
2618,2018-03-03,718198.12,2018,3,3,6
2619,2018-03-04,661692.43,2018,3,4,7
2620,2018-03-05,792157.92,2018,3,5,1
2621,2018-03-06,808969.76,2018,3,6,2
2622,2018-03-07,802365.2,2018,3,7,3
2623,2018-03-08,795959.46,2018,3,8,4
2624,2018-03-09,786754.31,2018,3,9,5
2625,2018-03-10,695131.88,2018,3,10,6
2626,2018-03-11,650662.6,2018,3,11,7
2627,2018-03-12,768123.42,2018,3,12,1
2628,2018-03-13,783569.2,2018,3,13,2
2629,2018-03-14,792974.59,2018,3,14,3
2630,2018-03-15,786821.06,2018,3,15,4
2631,2018-03-16,779143.3,2018,3,16,5
2632,2018-03-17,712298.48,2018,3,17,6
2633,2018-03-18,660909.13,2018,3,18,7
2634,2018-03-19,780044.32,2018,3,19,1
2635,2018-03-20,830948.04,2018,3,20,2
2636,2018-03-21,828244.0,2018,3,21,3
2637,2018-03-22,816801.04,2018,3,22,4
2638,2018-03-23,814750.42,2018,3,23,5
2639,2018-03-24,737438.89,2018,3,24,6
2640,2018-03-25,647149.7,2018,3,25,7
2641,2018-03-26,775540.54,2018,3,26,1
2642,2018-03-27,765765.21,2018,3,27,2
2643,2018-03-28,739889.33,2018,3,28,3
2644,2018-03-29,657909.11,2018,3,29,4
2645,2018-03-30,617090.81,2018,3,30,5
2646,2018-03-31,637005.17,2018,3,31,6
2647,2018-04-01,602215.32,2018,4,1,7
2648,2018-04-02,663779.18,2018,4,2,1
2649,2018-04-03,738282.35,2018,4,3,2
2650,2018-04-04,750807.12,2018,4,4,3
2651,2018-04-05,737613.92,2018,4,5,4
2652,2018-04-06,742671.8,2018,4,6,5
2653,2018-04-07,680415.86,2018,4,7,6
2654,2018-04-08,627282.05,2018,4,8,7
2655,2018-04-09,744284.83,2018,4,9,1
2656,2018-04-10,787841.8,2018,4,10,2
2657,2018-04-11,792550.11,2018,4,11,3
2658,2018-04-12,782939.38,2018,4,12,4
2659,2018-04-13,777829.9,2018,4,13,5
2660,2018-04-14,684509.77,2018,4,14,6
2661,2018-04-15,629483.73,2018,4,15,7
2662,2018-04-16,739318.03,2018,4,16,1
2663,2018-04-17,739507.77,2018,4,17,2
2664,2018-04-18,729297.5,2018,4,18,3
2665,2018-04-19,720948.44,2018,4,19,4
2666,2018-04-20,716005.35,2018,4,20,5
2667,2018-04-21,646179.57,2018,4,21,6
2668,2018-04-22,595070.26,2018,4,22,7
2669,2018-04-23,691149.41,2018,4,23,1
2670,2018-04-24,717381.86,2018,4,24,2
2671,2018-04-25,724557.32,2018,4,25,3
2672,2018-04-26,720400.38,2018,4,26,4
2673,2018-04-27,715248.92,2018,4,27,5
2674,2018-04-28,640817.16,2018,4,28,6
2675,2018-04-29,592217.89,2018,4,29,7
2676,2018-04-30,657472.79,2018,4,30,1
2677,2018-05-01,595259.43,2018,5,1,2
2678,2018-05-02,696770.12,2018,5,2,3
2679,2018-05-03,726983.46,2018,5,3,4
2680,2018-05-04,727900.65,2018,5,4,5
2681,2018-05-05,652250.94,2018,5,5,6
2682,2018-05-06,594583.97,2018,5,6,7
2683,2018-05-07,705703.79,2018,5,7,1
2684,2018-05-08,722719.01,2018,5,8,2
2685,2018-05-09,721928.42,2018,5,9,3
2686,2018-05-10,721917.23,2018,5,10,4
2687,2018-05-11,717399.4,2018,5,11,5
2688,2018-05-12,646620.27,2018,5,12,6
2689,2018-05-13,596053.83,2018,5,13,7
2690,2018-05-14,702287.81,2018,5,14,1
2691,2018-05-15,712356.31,2018,5,15,2
2692,2018-05-16,723164.33,2018,5,16,3
2693,2018-05-17,719349.82,2018,5,17,4
2694,2018-05-18,716461.42,2018,5,18,5
2695,2018-05-19,645615.14,2018,5,19,6
2696,2018-05-20,592734.99,2018,5,20,7
2697,2018-05-21,689203.83,2018,5,21,1
2698,2018-05-22,717857.08,2018,5,22,2
2699,2018-05-23,727970.06,2018,5,23,3
2700,2018-05-24,728576.65,2018,5,24,4
2701,2018-05-25,722239.63,2018,5,25,5
2702,2018-05-26,644830.27,2018,5,26,6
2703,2018-05-27,591743.02,2018,5,27,7
2704,2018-05-28,702764.87,2018,5,28,1
2705,2018-05-29,719285.43,2018,5,29,2
2706,2018-05-30,714527.2,2018,5,30,3
2707,2018-05-31,711261.98,2018,5,31,4
2708,2018-06-01,709531.19,2018,6,1,5
2709,2018-06-02,639545.37,2018,6,2,6
2710,2018-06-03,585011.12,2018,6,3,7
2711,2018-06-04,700225.76,2018,6,4,1
2712,2018-06-05,720420.59,2018,6,5,2
2713,2018-06-06,718515.12,2018,6,6,3
2714,2018-06-07,717194.96,2018,6,7,4
2715,2018-06-08,718521.76,2018,6,8,5
2716,2018-06-09,645004.56,2018,6,9,6
2717,2018-06-10,594316.03,2018,6,10,7
2718,2018-06-11,708892.09,2018,6,11,1
2719,2018-06-12,730828.24,2018,6,12,2
2720,2018-06-13,737636.22,2018,6,13,3
2721,2018-06-14,738226.29,2018,6,14,4
2722,2018-06-15,737410.63,2018,6,15,5
2723,2018-06-16,672512.37,2018,6,16,6
2724,2018-06-17,623648.89,2018,6,17,7
2725,2018-06-18,744574.91,2018,6,18,1
2726,2018-06-19,768735.62,2018,6,19,2
2727,2018-06-20,781677.86,2018,6,20,3
2728,2018-06-21,790763.92,2018,6,21,4
2729,2018-06-22,792862.12,2018,6,22,5
2730,2018-06-23,714070.97,2018,6,23,6
2731,2018-06-24,656341.81,2018,6,24,7
2732,2018-06-25,782993.17,2018,6,25,1
2733,2018-06-26,803400.56,2018,6,26,2
2734,2018-06-27,802356.75,2018,6,27,3
2735,2018-06-28,793182.69,2018,6,28,4
2736,2018-06-29,778647.07,2018,6,29,5
2737,2018-06-30,706077.79,2018,6,30,6
2738,2018-07-01,647045.44,2018,7,1,7
2739,2018-07-02,762834.05,2018,7,2,1
2740,2018-07-03,793136.63,2018,7,3,2
2741,2018-07-04,788164.61,2018,7,4,3
2742,2018-07-05,784170.96,2018,7,5,4
2743,2018-07-06,781892.96,2018,7,6,5
2744,2018-07-07,708618.68,2018,7,7,6
2745,2018-07-08,655055.67,2018,7,8,7
2746,2018-07-09,800602.77,2018,7,9,1
2747,2018-07-10,822681.66,2018,7,10,2
2748,2018-07-11,816712.46,2018,7,11,3
2749,2018-07-12,808184.0,2018,7,12,4
2750,2018-07-13,801059.53,2018,7,13,5
2751,2018-07-14,717272.18,2018,7,14,6
2752,2018-07-15,652824.57,2018,7,15,7
2753,2018-07-16,770533.01,2018,7,16,1
2754,2018-07-17,800350.74,2018,7,17,2
2755,2018-07-18,809583.59,2018,7,18,3
2756,2018-07-19,811532.01,2018,7,19,4
2757,2018-07-20,801551.62,2018,7,20,5
2758,2018-07-21,705939.81,2018,7,21,6
2759,2018-07-22,642233.69,2018,7,22,7
2760,2018-07-23,783084.66,2018,7,23,1
2761,2018-07-24,809659.77,2018,7,24,2
2762,2018-07-25,800798.39,2018,7,25,3
2763,2018-07-26,809234.41,2018,7,26,4
2764,2018-07-27,805064.29,2018,7,27,5
2765,2018-07-28,723725.99,2018,7,28,6
2766,2018-07-29,662113.41,2018,7,29,7
2767,2018-07-30,782765.41,2018,7,30,1
2768,2018-07-31,803371.28,2018,7,31,2
2769,2018-08-01,829902.51,2018,8,1,3
2770,2018-08-02,849473.77,2018,8,2,4
2771,2018-08-03,858593.63,2018,8,3,5
2772,2018-08-04,768551.92,2018,8,4,6
2773,2018-08-05,710960.47,2018,8,5,7
2774,2018-08-06,832313.62,2018,8,6,1
2775,2018-08-07,836089.35,2018,8,7,2
2776,2018-08-08,815836.93,2018,8,8,3
2777,2018-08-09,791067.02,2018,8,9,4
2778,2018-08-10,767196.31,2018,8,10,5
2779,2018-08-11,709368.42,2018,8,11,6
2780,2018-08-12,667332.02,2018,8,12,7
2781,2018-08-13,748050.99,2018,8,13,1
2782,2018-08-14,747596.5,2018,8,14,2
2783,2018-08-15,668157.85,2018,8,15,3
2784,2018-08-16,729296.24,2018,8,16,4
2785,2018-08-17,718847.71,2018,8,17,5
2786,2018-08-18,659031.98,2018,8,18,6
2787,2018-08-19,624764.02,2018,8,19,7
2788,2018-08-20,739507.26,2018,8,20,1
2789,2018-08-21,768257.01,2018,8,21,2
2790,2018-08-22,778103.4,2018,8,22,3
2791,2018-08-23,777965.29,2018,8,23,4
2792,2018-08-24,773349.42,2018,8,24,5
2793,2018-08-25,697144.8,2018,8,25,6
2794,2018-08-26,643379.54,2018,8,26,7
2795,2018-08-27,782718.8,2018,8,27,1
2796,2018-08-28,810448.21,2018,8,28,2
2797,2018-08-29,806294.37,2018,8,29,3
2798,2018-08-30,803963.92,2018,8,30,4
2799,2018-08-31,796365.52,2018,8,31,5
2800,2018-09-01,715322.15,2018,9,1,6
2801,2018-09-02,670590.34,2018,9,2,7
2802,2018-09-03,790769.94,2018,9,3,1
2803,2018-09-04,800273.14,2018,9,4,2
2804,2018-09-05,793541.37,2018,9,5,3
2805,2018-09-06,778613.24,2018,9,6,4
2806,2018-09-07,763965.09,2018,9,7,5
2807,2018-09-08,669149.76,2018,9,8,6
2808,2018-09-09,619852.26,2018,9,9,7
2809,2018-09-10,725662.62,2018,9,10,1
2810,2018-09-11,734621.07,2018,9,11,2
2811,2018-09-12,778177.83,2018,9,12,3
2812,2018-09-13,784509.33,2018,9,13,4
2813,2018-09-14,778201.27,2018,9,14,5
2814,2018-09-15,684200.14,2018,9,15,6
2815,2018-09-16,632403.93,2018,9,16,7
2816,2018-09-17,759809.5,2018,9,17,1
2817,2018-09-18,777704.85,2018,9,18,2
2818,2018-09-19,784461.48,2018,9,19,3
2819,2018-09-20,790751.69,2018,9,20,4
2820,2018-09-21,784512.84,2018,9,21,5
2821,2018-09-22,705950.06,2018,9,22,6
2822,2018-09-23,654538.39,2018,9,23,7
2823,2018-09-24,776098.78,2018,9,24,1
2824,2018-09-25,783307.4,2018,9,25,2
2825,2018-09-26,776593.29,2018,9,26,3
2826,2018-09-27,765194.31,2018,9,27,4
2827,2018-09-28,755478.78,2018,9,28,5
2828,2018-09-29,670903.5,2018,9,29,6
2829,2018-09-30,617464.21,2018,9,30,7
2830,2018-10-01,733629.11,2018,10,1,1
2831,2018-10-02,736946.91,2018,10,2,2
2832,2018-10-03,740193.37,2018,10,3,3
2833,2018-10-04,742064.88,2018,10,4,4
2834,2018-10-05,731108.04,2018,10,5,5
2835,2018-10-06,656265.34,2018,10,6,6
2836,2018-10-07,603979.96,2018,10,7,7
2837,2018-10-08,700562.8,2018,10,8,1
2838,2018-10-09,706803.99,2018,10,9,2
2839,2018-10-10,721067.36,2018,10,10,3
2840,2018-10-11,720238.15,2018,10,11,4
2841,2018-10-12,620435.41,2018,10,12,5
2842,2018-10-13,622562.84,2018,10,13,6
2843,2018-10-14,596303.09,2018,10,14,7
2844,2018-10-15,696558.78,2018,10,15,1
2845,2018-10-16,716388.3,2018,10,16,2
2846,2018-10-17,723752.12,2018,10,17,3
2847,2018-10-18,724444.85,2018,10,18,4
2848,2018-10-19,715107.27,2018,10,19,5
2849,2018-10-20,639515.31,2018,10,20,6
2850,2018-10-21,593179.46,2018,10,21,7
2851,2018-10-22,701055.33,2018,10,22,1
2852,2018-10-23,717889.26,2018,10,23,2
2853,2018-10-24,717282.71,2018,10,24,3
2854,2018-10-25,715267.86,2018,10,25,4
2855,2018-10-26,716585.37,2018,10,26,5
2856,2018-10-27,646604.89,2018,10,27,6
2857,2018-10-28,630999.67,2018,10,28,7
2858,2018-10-29,744335.78,2018,10,29,1
2859,2018-10-30,776331.83,2018,10,30,2
2860,2018-10-31,772179.2,2018,10,31,3
2861,2018-11-01,657040.18,2018,11,1,4
2862,2018-11-02,698895.93,2018,11,2,5
2863,2018-11-03,661353.34,2018,11,3,6
2864,2018-11-04,629521.38,2018,11,4,7
2865,2018-11-05,755615.21,2018,11,5,1
2866,2018-11-06,776755.25,2018,11,6,2
2867,2018-11-07,775756.51,2018,11,7,3
2868,2018-11-08,777488.08,2018,11,8,4
2869,2018-11-09,764551.9,2018,11,9,5
2870,2018-11-10,685487.65,2018,11,10,6
2871,2018-11-11,628671.31,2018,11,11,7
2872,2018-11-12,743600.44,2018,11,12,1
2873,2018-11-13,753421.13,2018,11,13,2
2874,2018-11-14,752414.49,2018,11,14,3
2875,2018-11-15,750390.63,2018,11,15,4
2876,2018-11-16,745386.46,2018,11,16,5
2877,2018-11-17,667009.48,2018,11,17,6
2878,2018-11-18,631308.68,2018,11,18,7
2879,2018-11-19,750865.39,2018,11,19,1
2880,2018-11-20,776247.37,2018,11,20,2
2881,2018-11-21,781660.5,2018,11,21,3
2882,2018-11-22,787440.37,2018,11,22,4
2883,2018-11-23,781396.69,2018,11,23,5
2884,2018-11-24,703454.74,2018,11,24,6
2885,2018-11-25,656292.77,2018,11,25,7
2886,2018-11-26,779621.43,2018,11,26,1
2887,2018-11-27,796219.38,2018,11,27,2
2888,2018-11-28,797684.88,2018,11,28,3
2889,2018-11-29,800277.93,2018,11,29,4
2890,2018-11-30,788560.92,2018,11,30,5
2891,2018-12-01,709867.7,2018,12,1,6
2892,2018-12-02,658914.81,2018,12,2,7
2893,2018-12-03,767969.28,2018,12,3,1
2894,2018-12-04,774493.27,2018,12,4,2
2895,2018-12-05,770700.39,2018,12,5,3
2896,2018-12-06,676366.83,2018,12,6,4
2897,2018-12-07,707326.88,2018,12,7,5
2898,2018-12-08,660856.19,2018,12,8,6
2899,2018-12-09,642487.24,2018,12,9,7
2900,2018-12-10,767366.14,2018,12,10,1
2901,2018-12-11,792463.68,2018,12,11,2
2902,2018-12-12,800932.0,2018,12,12,3
2903,2018-12-13,811190.67,2018,12,13,4
2904,2018-12-14,800807.1,2018,12,14,5
2905,2018-12-15,720296.45,2018,12,15,6
2906,2018-12-16,675981.48,2018,12,16,7
2907,2018-12-17,798875.28,2018,12,17,1
2908,2018-12-18,822742.05,2018,12,18,2
2909,2018-12-19,806392.97,2018,12,19,3
2910,2018-12-20,796738.09,2018,12,20,4
2911,2018-12-21,772837.9,2018,12,21,5
2912,2018-12-22,689265.35,2018,12,22,6
2913,2018-12-23,648505.97,2018,12,23,7
2914,2018-12-24,647899.27,2018,12,24,1
2915,2018-12-25,567423.1,2018,12,25,2
2916,2018-12-26,672883.73,2018,12,26,3
2917,2018-12-27,721456.09,2018,12,27,4
2918,2018-12-28,722356.61,2018,12,28,5
2919,2018-12-29,674033.36,2018,12,29,6
2920,2018-12-30,638506.18,2018,12,30,7
2921,2018-12-31,655175.24,2018,12,31,1
2922,2019-01-01,582949.81,2019,1,1,2
2923,2019-01-02,742199.41,2019,1,2,3
2924,2019-01-03,787764.96,2019,1,3,4
2925,2019-01-04,796010.04,2019,1,4,5
2926,2019-01-05,721029.65,2019,1,5,6
2927,2019-01-06,661772.17,2019,1,6,7
2928,2019-01-07,764920.77,2019,1,7,1
2929,2019-01-08,844559.09,2019,1,8,2
2930,2019-01-09,846151.45,2019,1,9,3
2931,2019-01-10,857323.12,2019,1,10,4
2932,2019-01-11,867181.89,2019,1,11,5
2933,2019-01-12,775170.71,2019,1,12,6
2934,2019-01-13,722271.17,2019,1,13,7
2935,2019-01-14,835752.36,2019,1,14,1
2936,2019-01-15,846245.53,2019,1,15,2
2937,2019-01-16,847911.82,2019,1,16,3
2938,2019-01-17,849875.83,2019,1,17,4
2939,2019-01-18,848781.94,2019,1,18,5
2940,2019-01-19,766537.72,2019,1,19,6
2941,2019-01-20,705583.36,2019,1,20,7
2942,2019-01-21,828406.84,2019,1,21,1
2943,2019-01-22,864855.3,2019,1,22,2
2944,2019-01-23,854462.17,2019,1,23,3
2945,2019-01-24,837075.71,2019,1,24,4
2946,2019-01-25,815349.83,2019,1,25,5
2947,2019-01-26,724205.32,2019,1,26,6
2948,2019-01-27,678249.36,2019,1,27,7
2949,2019-01-28,807644.38,2019,1,28,1
2950,2019-01-29,832616.61,2019,1,29,2
2951,2019-01-30,829785.39,2019,1,30,3
2952,2019-01-31,823510.84,2019,1,31,4
2953,2019-02-01,811408.36,2019,2,1,5
2954,2019-02-02,739149.44,2019,2,2,6
2955,2019-02-03,696029.79,2019,2,3,7
2956,2019-02-04,827865.95,2019,2,4,1
2957,2019-02-05,826264.45,2019,2,5,2
2958,2019-02-06,813527.16,2019,2,6,3
2959,2019-02-07,805445.15,2019,2,7,4
2960,2019-02-08,799019.68,2019,2,8,5
2961,2019-02-09,719403.84,2019,2,9,6
2962,2019-02-10,672445.6,2019,2,10,7
2963,2019-02-11,781692.42,2019,2,11,1
2964,2019-02-12,799138.41,2019,2,12,2
2965,2019-02-13,797839.05,2019,2,13,3
2966,2019-02-14,794299.14,2019,2,14,4
2967,2019-02-15,790637.8,2019,2,15,5
2968,2019-02-16,706487.42,2019,2,16,6
2969,2019-02-17,656688.44,2019,2,17,7
2970,2019-02-18,779646.85,2019,2,18,1
2971,2019-02-19,789997.49,2019,2,19,2
2972,2019-02-20,785631.27,2019,2,20,3
2973,2019-02-21,781135.56,2019,2,21,4
2974,2019-02-22,771083.11,2019,2,22,5
2975,2019-02-23,689175.82,2019,2,23,6
2976,2019-02-24,637452.6,2019,2,24,7
2977,2019-02-25,750831.91,2019,2,25,1
2978,2019-02-26,759697.48,2019,2,26,2
2979,2019-02-27,756324.91,2019,2,27,3
2980,2019-02-28,742210.12,2019,2,28,4
2981,2019-03-01,747742.26,2019,3,1,5
2982,2019-03-02,670243.0,2019,3,2,6
2983,2019-03-03,621445.2,2019,3,3,7
2984,2019-03-04,729814.28,2019,3,4,1
2985,2019-03-05,745164.11,2019,3,5,2
2986,2019-03-06,767457.59,2019,3,6,3
2987,2019-03-07,758178.3,2019,3,7,4
2988,2019-03-08,748568.79,2019,3,8,5
2989,2019-03-09,671315.34,2019,3,9,6
2990,2019-03-10,617758.56,2019,3,10,7
2991,2019-03-11,726454.29,2019,3,11,1
2992,2019-03-12,743155.05,2019,3,12,2
2993,2019-03-13,753372.78,2019,3,13,3
2994,2019-03-14,753975.95,2019,3,14,4
2995,2019-03-15,738753.83,2019,3,15,5
2996,2019-03-16,660072.28,2019,3,16,6
2997,2019-03-17,610229.79,2019,3,17,7
2998,2019-03-18,708116.39,2019,3,18,1
2999,2019-03-19,707250.36,2019,3,19,2
3000,2019-03-20,755634.54,2019,3,20,3
3001,2019-03-21,758931.72,2019,3,21,4
3002,2019-03-22,749138.11,2019,3,22,5
3003,2019-03-23,669633.02,2019,3,23,6
3004,2019-03-24,611819.83,2019,3,24,7
3005,2019-03-25,717073.82,2019,3,25,1
3006,2019-03-26,732395.05,2019,3,26,2
3007,2019-03-27,735314.34,2019,3,27,3
3008,2019-03-28,736120.16,2019,3,28,4
3009,2019-03-29,733687.59,2019,3,29,5
3010,2019-03-30,661273.33,2019,3,30,6
3011,2019-03-31,595455.99,2019,3,31,7
3012,2019-04-01,728854.04,2019,4,1,1
3013,2019-04-02,740720.31,2019,4,2,2
3014,2019-04-03,743726.23,2019,4,3,3
3015,2019-04-04,746532.13,2019,4,4,4
3016,2019-04-05,758884.45,2019,4,5,5
3017,2019-04-06,683345.82,2019,4,6,6
3018,2019-04-07,635743.26,2019,4,7,7
3019,2019-04-08,745947.42,2019,4,8,1
3020,2019-04-09,762514.95,2019,4,9,2
3021,2019-04-10,759373.02,2019,4,10,3
3022,2019-04-11,754593.58,2019,4,11,4
3023,2019-04-12,737503.83,2019,4,12,5
3024,2019-04-13,658751.44,2019,4,13,6
3025,2019-04-14,606715.17,2019,4,14,7
3026,2019-04-15,705651.94,2019,4,15,1
3027,2019-04-16,712912.97,2019,4,16,2
3028,2019-04-17,706896.18,2019,4,17,3
3029,2019-04-18,633645.16,2019,4,18,4
3030,2019-04-19,584929.31,2019,4,19,5
3031,2019-04-20,598281.14,2019,4,20,6
3032,2019-04-21,575850.98,2019,4,21,7
3033,2019-04-22,622892.92,2019,4,22,1
3034,2019-04-23,691440.39,2019,4,23,2
3035,2019-04-24,737862.82,2019,4,24,3
3036,2019-04-25,739947.97,2019,4,25,4
3037,2019-04-26,722351.58,2019,4,26,5
3038,2019-04-27,641476.76,2019,4,27,6
3039,2019-04-28,580034.58,2019,4,28,7
3040,2019-04-29,681641.15,2019,4,29,1
3041,2019-04-30,693188.14,2019,4,30,2
3042,2019-05-01,588783.57,2019,5,1,3
3043,2019-05-02,674320.01,2019,5,2,4
3044,2019-05-03,696474.73,2019,5,3,5
3045,2019-05-04,634765.62,2019,5,4,6
3046,2019-05-05,585505.02,2019,5,5,7
3047,2019-05-06,691903.44,2019,5,6,1
3048,2019-05-07,715282.52,2019,5,7,2
3049,2019-05-08,720383.46,2019,5,8,3
3050,2019-05-09,719680.49,2019,5,9,4
3051,2019-05-10,714705.85,2019,5,10,5
3052,2019-05-11,642893.96,2019,5,11,6
3053,2019-05-12,589066.21,2019,5,12,7
3054,2019-05-13,693194.34,2019,5,13,1
3055,2019-05-14,716085.91,2019,5,14,2
3056,2019-05-15,714403.8,2019,5,15,3
3057,2019-05-16,723608.48,2019,5,16,4
3058,2019-05-17,708065.69,2019,5,17,5
3059,2019-05-18,633581.66,2019,5,18,6
3060,2019-05-19,588760.85,2019,5,19,7
3061,2019-05-20,693266.15,2019,5,20,1
3062,2019-05-21,712267.53,2019,5,21,2
3063,2019-05-22,720423.02,2019,5,22,3
