,fecha,valordemanda,Año,Mes,Dia,DiaSemana
1224,2014-05-09,706395.76,2014,5,9,5
1225,2014-05-10,640171.17,2014,5,10,6
1226,2014-05-11,587449.9,2014,5,11,7
1227,2014-05-12,695267.24,2014,5,12,1
1228,2014-05-13,711132.73,2014,5,13,2
1229,2014-05-14,711151.12,2014,5,14,3
1230,2014-05-15,694727.59,2014,5,15,4
1231,2014-05-16,695090.04,2014,5,16,5
1232,2014-05-17,624012.76,2014,5,17,6
1233,2014-05-18,571279.08,2014,5,18,7
1234,2014-05-19,684319.6,2014,5,19,1
1235,2014-05-20,704588.07,2014,5,20,2
1236,2014-05-21,709090.72,2014,5,21,3
1237,2014-05-22,703358.65,2014,5,22,4
1238,2014-05-23,700012.32,2014,5,23,5
1239,2014-05-24,628243.36,2014,5,24,6
1240,2014-05-25,569622.84,2014,5,25,7
1241,2014-05-26,682808.63,2014,5,26,1
1242,2014-05-27,701665.84,2014,5,27,2
1243,2014-05-28,709293.31,2014,5,28,3
1244,2014-05-29,704659.27,2014,5,29,4
1245,2014-05-30,695194.96,2014,5,30,5
1246,2014-05-31,628458.79,2014,5,31,6
1247,2014-06-01,570459.91,2014,6,1,7
1248,2014-06-02,680127.86,2014,6,2,1
1249,2014-06-03,705315.56,2014,6,3,2
1250,2014-06-04,710840.59,2014,6,4,3
1251,2014-06-05,714428.15,2014,6,5,4
1252,2014-06-06,719598.71,2014,6,6,5
1253,2014-06-07,651054.55,2014,6,7,6
1254,2014-06-08,594001.1,2014,6,8,7
1255,2014-06-09,695755.66,2014,6,9,1
1256,2014-06-10,730675.88,2014,6,10,2
1257,2014-06-11,743742.65,2014,6,11,3
1258,2014-06-12,755973.43,2014,6,12,4
1259,2014-06-13,763738.7,2014,6,13,5
1260,2014-06-14,691018.06,2014,6,14,6
1261,2014-06-15,616603.55,2014,6,15,7
1262,2014-06-16,719717.78,2014,6,16,1
1263,2014-06-17,736727.57,2014,6,17,2
1264,2014-06-18,735254.73,2014,6,18,3
1265,2014-06-19,717735.19,2014,6,19,4
1266,2014-06-20,727282.92,2014,6,20,5
1267,2014-06-21,664238.05,2014,6,21,6
1268,2014-06-22,605838.27,2014,6,22,7
1269,2014-06-23,701972.89,2014,6,23,1
1270,2014-06-24,680244.32,2014,6,24,2
1271,2014-06-25,714180.09,2014,6,25,3
1272,2014-06-26,727495.92,2014,6,26,4
1273,2014-06-27,732733.7,2014,6,27,5
1274,2014-06-28,671599.38,2014,6,28,6
1275,2014-06-29,599219.52,2014,6,29,7
1276,2014-06-30,709384.07,2014,6,30,1
1277,2014-07-01,738828.38,2014,7,1,2
1278,2014-07-02,733416.84,2014,7,2,3
1279,2014-07-03,723903.94,2014,7,3,4
1280,2014-07-04,723073.49,2014,7,4,5
1281,2014-07-05,668110.74,2014,7,5,6
1282,2014-07-06,609012.9,2014,7,6,7
1283,2014-07-07,709438.26,2014,7,7,1
1284,2014-07-08,732924.75,2014,7,8,2
1285,2014-07-09,740894.61,2014,7,9,3
1286,2014-07-10,736845.99,2014,7,10,4
1287,2014-07-11,736331.1,2014,7,11,5
1288,2014-07-12,665522.41,2014,7,12,6
1289,2014-07-13,607863.61,2014,7,13,7
1290,2014-07-14,740013.56,2014,7,14,1
1291,2014-07-15,774549.83,2014,7,15,2
1292,2014-07-16,788510.03,2014,7,16,3
1293,2014-07-17,800559.18,2014,7,17,4
1294,2014-07-18,790138.96,2014,7,18,5
1295,2014-07-19,688624.96,2014,7,19,6
1296,2014-07-20,612444.82,2014,7,20,7
1297,2014-07-21,736483.24,2014,7,21,1
1298,2014-07-22,762384.03,2014,7,22,2
1299,2014-07-23,776315.53,2014,7,23,3
1300,2014-07-24,777999.55,2014,7,24,4
1301,2014-07-25,752272.12,2014,7,25,5
1302,2014-07-26,689878.73,2014,7,26,6
1303,2014-07-27,634345.75,2014,7,27,7
1304,2014-07-28,753592.23,2014,7,28,1
1305,2014-07-29,744029.63,2014,7,29,2
1306,2014-07-30,739438.68,2014,7,30,3
1307,2014-07-31,737284.9,2014,7,31,4
1308,2014-08-01,737038.78,2014,8,1,5
1309,2014-08-02,651413.37,2014,8,2,6
1310,2014-08-03,597324.01,2014,8,3,7
1311,2014-08-04,710793.3,2014,8,4,1
1312,2014-08-05,726353.85,2014,8,5,2
1313,2014-08-06,736462.43,2014,8,6,3
1314,2014-08-07,743800.07,2014,8,7,4
1315,2014-08-08,744185.28,2014,8,8,5
1316,2014-08-09,675697.67,2014,8,9,6
1317,2014-08-10,622028.31,2014,8,10,7
1318,2014-08-11,719703.48,2014,8,11,1
1319,2014-08-12,729530.78,2014,8,12,2
1320,2014-08-13,719962.27,2014,8,13,3
1321,2014-08-14,692043.58,2014,8,14,4
1322,2014-08-15,616751.14,2014,8,15,5
1323,2014-08-16,620528.91,2014,8,16,6
1324,2014-08-17,584367.24,2014,8,17,7
1325,2014-08-18,694600.42,2014,8,18,1
1326,2014-08-19,709096.18,2014,8,19,2
1327,2014-08-20,709018.59,2014,8,20,3
1328,2014-08-21,707447.67,2014,8,21,4
1329,2014-08-22,700464.32,2014,8,22,5
1330,2014-08-23,637480.38,2014,8,23,6
1331,2014-08-24,596161.61,2014,8,24,7
1332,2014-08-25,730035.6,2014,8,25,1
1333,2014-08-26,768276.77,2014,8,26,2
1334,2014-08-27,782273.23,2014,8,27,3
1335,2014-08-28,784172.84,2014,8,28,4
1336,2014-08-29,775992.2,2014,8,29,5
1337,2014-08-30,691082.78,2014,8,30,6
1338,2014-08-31,638636.85,2014,8,31,7
1339,2014-09-01,778790.88,2014,9,1,1
1340,2014-09-02,803363.03,2014,9,2,2
1341,2014-09-03,803213.1,2014,9,3,3
1342,2014-09-04,799256.18,2014,9,4,4
1343,2014-09-05,788357.85,2014,9,5,5
1344,2014-09-06,702137.11,2014,9,6,6
1345,2014-09-07,642464.74,2014,9,7,7
1346,2014-09-08,745773.0,2014,9,8,1
1347,2014-09-09,778421.73,2014,9,9,2
1348,2014-09-10,777482.51,2014,9,10,3
1349,2014-09-11,751047.1,2014,9,11,4
1350,2014-09-12,757652.32,2014,9,12,5
1351,2014-09-13,687134.74,2014,9,13,6
1352,2014-09-14,625503.13,2014,9,14,7
1353,2014-09-15,741544.62,2014,9,15,1
1354,2014-09-16,756979.06,2014,9,16,2
1355,2014-09-17,755732.79,2014,9,17,3
1356,2014-09-18,752204.38,2014,9,18,4
1357,2014-09-19,744218.2,2014,9,19,5
1358,2014-09-20,661288.96,2014,9,20,6
1359,2014-09-21,600603.67,2014,9,21,7
1360,2014-09-22,711972.77,2014,9,22,1
1361,2014-09-23,714485.62,2014,9,23,2
1362,2014-09-24,705019.45,2014,9,24,3
1363,2014-09-25,704637.64,2014,9,25,4
1364,2014-09-26,697647.7,2014,9,26,5
1365,2014-09-27,624697.84,2014,9,27,6
1366,2014-09-28,575457.32,2014,9,28,7
1367,2014-09-29,690435.26,2014,9,29,1
1368,2014-09-30,709826.82,2014,9,30,2
1369,2014-10-01,714064.77,2014,10,1,3
1370,2014-10-02,717561.45,2014,10,2,4
1371,2014-10-03,711051.72,2014,10,3,5
1372,2014-10-04,631367.27,2014,10,4,6
1373,2014-10-05,576257.19,2014,10,5,7
1374,2014-10-06,691943.83,2014,10,6,1
1375,2014-10-07,709369.09,2014,10,7,2
1376,2014-10-08,715166.44,2014,10,8,3
1377,2014-10-09,701558.01,2014,10,9,4
1378,2014-10-10,697842.76,2014,10,10,5
1379,2014-10-11,622894.81,2014,10,11,6
1380,2014-10-12,568324.92,2014,10,12,7
1381,2014-10-13,654652.31,2014,10,13,1
1382,2014-10-14,690566.68,2014,10,14,2
1383,2014-10-15,705737.4,2014,10,15,3
1384,2014-10-16,713003.18,2014,10,16,4
1385,2014-10-17,707804.81,2014,10,17,5
1386,2014-10-18,627354.58,2014,10,18,6
1387,2014-10-19,572647.46,2014,10,19,7
1388,2014-10-20,688350.28,2014,10,20,1
1389,2014-10-21,712557.79,2014,10,21,2
1390,2014-10-22,709666.14,2014,10,22,3
1391,2014-10-23,698960.95,2014,10,23,4
1392,2014-10-24,693647.2,2014,10,24,5
1393,2014-10-25,615969.29,2014,10,25,6
1394,2014-10-26,586118.58,2014,10,26,7
1395,2014-10-27,681830.36,2014,10,27,1
1396,2014-10-28,701313.47,2014,10,28,2
1397,2014-10-29,704081.25,2014,10,29,3
1398,2014-10-30,701310.49,2014,10,30,4
1399,2014-10-31,689902.98,2014,10,31,5
1400,2014-11-01,592120.78,2014,11,1,6
1401,2014-11-02,562296.74,2014,11,2,7
1402,2014-11-03,686661.96,2014,11,3,1
1403,2014-11-04,707574.61,2014,11,4,2
1404,2014-11-05,711354.23,2014,11,5,3
1405,2014-11-06,721662.95,2014,11,6,4
1406,2014-11-07,717917.65,2014,11,7,5
1407,2014-11-08,643608.31,2014,11,8,6
1408,2014-11-09,594079.33,2014,11,9,7
1409,2014-11-10,713074.41,2014,11,10,1
1410,2014-11-11,752054.98,2014,11,11,2
1411,2014-11-12,743684.76,2014,11,12,3
1412,2014-11-13,744476.19,2014,11,13,4
1413,2014-11-14,737407.52,2014,11,14,5
1414,2014-11-15,658288.86,2014,11,15,6
1415,2014-11-16,612074.31,2014,11,16,7
1416,2014-11-17,733306.93,2014,11,17,1
1417,2014-11-18,762040.18,2014,11,18,2
1418,2014-11-19,755972.84,2014,11,19,3
1419,2014-11-20,747959.88,2014,11,20,4
1420,2014-11-21,735381.23,2014,11,21,5
1421,2014-11-22,651824.61,2014,11,22,6
1422,2014-11-23,603944.97,2014,11,23,7
1423,2014-11-24,716054.16,2014,11,24,1
1424,2014-11-25,737669.25,2014,11,25,2
1425,2014-11-26,740264.5,2014,11,26,3
1426,2014-11-27,748019.97,2014,11,27,4
1427,2014-11-28,743819.74,2014,11,28,5
1428,2014-11-29,662124.42,2014,11,29,6
1429,2014-11-30,613854.36,2014,11,30,7
1430,2014-12-01,724739.75,2014,12,1,1
1431,2014-12-02,747877.77,2014,12,2,2
1432,2014-12-03,759550.22,2014,12,3,3
1433,2014-12-04,765030.7,2014,12,4,4
1434,2014-12-05,762082.32,2014,12,5,5
1435,2014-12-06,680680.73,2014,12,6,6
1436,2014-12-07,645546.39,2014,12,7,7
1437,2014-12-08,663497.97,2014,12,8,1
1438,2014-12-09,789891.17,2014,12,9,2
1439,2014-12-10,805466.64,2014,12,10,3
1440,2014-12-11,801245.38,2014,12,11,4
1441,2014-12-12,798581.38,2014,12,12,5
1442,2014-12-13,718255.6,2014,12,13,6
1443,2014-12-14,673964.35,2014,12,14,7
1444,2014-12-15,786582.14,2014,12,15,1
1445,2014-12-16,797482.26,2014,12,16,2
1446,2014-12-17,791700.03,2014,12,17,3
1447,2014-12-18,779850.31,2014,12,18,4
1448,2014-12-19,764888.04,2014,12,19,5
1449,2014-12-20,693995.29,2014,12,20,6
1450,2014-12-21,647729.27,2014,12,21,7
1451,2014-12-22,744153.12,2014,12,22,1
1452,2014-12-23,746444.2,2014,12,23,2
1453,2014-12-24,671027.43,2014,12,24,3
1454,2014-12-25,573804.53,2014,12,25,4
1455,2014-12-26,659867.76,2014,12,26,5
1456,2014-12-27,664621.8,2014,12,27,6
1457,2014-12-28,637615.05,2014,12,28,7
1458,2014-12-29,732058.16,2014,12,29,1
1459,2014-12-30,745075.7,2014,12,30,2
1460,2014-12-31,695786.44,2014,12,31,3
1461,2015-01-01,603961.47,2015,1,1,4
1462,2015-01-02,715038.68,2015,1,2,5
1463,2015-01-03,698648.51,2015,1,3,6
1464,2015-01-04,663533.25,2015,1,4,7
1465,2015-01-05,714784.32,2015,1,5,1
1466,2015-01-06,640502.59,2015,1,6,2
1467,2015-01-07,797756.39,2015,1,7,3
1468,2015-01-08,825171.27,2015,1,8,4
1469,2015-01-09,814974.33,2015,1,9,5
1470,2015-01-10,730111.55,2015,1,10,6
1471,2015-01-11,677864.58,2015,1,11,7
1472,2015-01-12,798385.96,2015,1,12,1
1473,2015-01-13,808843.6,2015,1,13,2
1474,2015-01-14,808917.95,2015,1,14,3
1475,2015-01-15,805493.97,2015,1,15,4
1476,2015-01-16,806819.56,2015,1,16,5
1477,2015-01-17,737370.84,2015,1,17,6
1478,2015-01-18,705750.63,2015,1,18,7
1479,2015-01-19,832362.44,2015,1,19,1
1480,2015-01-20,854993.66,2015,1,20,2
1481,2015-01-21,858827.19,2015,1,21,3
1482,2015-01-22,852352.42,2015,1,22,4
1483,2015-01-23,840300.82,2015,1,23,5
1484,2015-01-24,755029.51,2015,1,24,6
1485,2015-01-25,691396.04,2015,1,25,7
1486,2015-01-26,820201.53,2015,1,26,1
1487,2015-01-27,828540.0,2015,1,27,2
1488,2015-01-28,822819.39,2015,1,28,3
1489,2015-01-29,817268.3,2015,1,29,4
1490,2015-01-30,800560.35,2015,1,30,5
1491,2015-01-31,722197.35,2015,1,31,6
1492,2015-02-01,683673.44,2015,2,1,7
1493,2015-02-02,828262.17,2015,2,2,1
1494,2015-02-03,846036.51,2015,2,3,2
1495,2015-02-04,864074.15,2015,2,4,3
1496,2015-02-05,861302.7,2015,2,5,4
1497,2015-02-06,865557.07,2015,2,6,5
1498,2015-02-07,788806.46,2015,2,7,6
1499,2015-02-08,722720.34,2015,2,8,7
1500,2015-02-09,848776.35,2015,2,9,1
1501,2015-02-10,855151.06,2015,2,10,2
1502,2015-02-11,844145.34,2015,2,11,3
1503,2015-02-12,837363.27,2015,2,12,4
1504,2015-02-13,815588.84,2015,2,13,5
1505,2015-02-14,731921.21,2015,2,14,6
1506,2015-02-15,666364.52,2015,2,15,7
1507,2015-02-16,781256.15,2015,2,16,1
1508,2015-02-17,808815.06,2015,2,17,2
1509,2015-02-18,805298.46,2015,2,18,3
1510,2015-02-19,800595.24,2015,2,19,4
1511,2015-02-20,800551.08,2015,2,20,5
1512,2015-02-21,723076.71,2015,2,21,6
1513,2015-02-22,667165.76,2015,2,22,7
1514,2015-02-23,785999.9,2015,2,23,1
1515,2015-02-24,804965.86,2015,2,24,2
1516,2015-02-25,799906.96,2015,2,25,3
1517,2015-02-26,785077.04,2015,2,26,4
1518,2015-02-27,767747.31,2015,2,27,5
1519,2015-02-28,688925.37,2015,2,28,6
1520,2015-03-01,632398.66,2015,3,1,7
1521,2015-03-02,740931.84,2015,3,2,1
1522,2015-03-03,748029.86,2015,3,3,2
1523,2015-03-04,759198.99,2015,3,4,3
1524,2015-03-05,766393.37,2015,3,5,4
1525,2015-03-06,759165.52,2015,3,6,5
1526,2015-03-07,672167.19,2015,3,7,6
1527,2015-03-08,620213.04,2015,3,8,7
1528,2015-03-09,735652.23,2015,3,9,1
1529,2015-03-10,746131.44,2015,3,10,2
1530,2015-03-11,741747.06,2015,3,11,3
1531,2015-03-12,737807.73,2015,3,12,4
1532,2015-03-13,742091.98,2015,3,13,5
1533,2015-03-14,683933.3,2015,3,14,6
1534,2015-03-15,639038.52,2015,3,15,7
1535,2015-03-16,756961.29,2015,3,16,1
1536,2015-03-17,773881.32,2015,3,17,2
1537,2015-03-18,778774.68,2015,3,18,3
1538,2015-03-19,725746.38,2015,3,19,4
1539,2015-03-20,748690.13,2015,3,20,5
1540,2015-03-21,692449.44,2015,3,21,6
1541,2015-03-22,643671.46,2015,3,22,7
1542,2015-03-23,770191.42,2015,3,23,1
1543,2015-03-24,788329.45,2015,3,24,2
1544,2015-03-25,783474.77,2015,3,25,3
1545,2015-03-26,774783.36,2015,3,26,4
1546,2015-03-27,747182.61,2015,3,27,5
1547,2015-03-28,658008.98,2015,3,28,6
1548,2015-03-29,569315.02,2015,3,29,7
1549,2015-03-30,688471.65,2015,3,30,1
1550,2015-03-31,695789.84,2015,3,31,2
1551,2015-04-01,686214.75,2015,4,1,3
1552,2015-04-02,607005.55,2015,4,2,4
1553,2015-04-03,552208.45,2015,4,3,5
1554,2015-04-04,582323.75,2015,4,4,6
1555,2015-04-05,556138.65,2015,4,5,7
1556,2015-04-06,610002.31,2015,4,6,1
1557,2015-04-07,691830.24,2015,4,7,2
1558,2015-04-08,713967.2,2015,4,8,3
1559,2015-04-09,721531.79,2015,4,9,4
1560,2015-04-10,715078.52,2015,4,10,5
1561,2015-04-11,648069.16,2015,4,11,6
1562,2015-04-12,591230.2,2015,4,12,7
1563,2015-04-13,687032.21,2015,4,13,1
1564,2015-04-14,705415.93,2015,4,14,2
1565,2015-04-15,715115.21,2015,4,15,3
1566,2015-04-16,715549.26,2015,4,16,4
1567,2015-04-17,706799.69,2015,4,17,5
1568,2015-04-18,634399.74,2015,4,18,6
1569,2015-04-19,582136.36,2015,4,19,7
1570,2015-04-20,687436.75,2015,4,20,1
1571,2015-04-21,701522.29,2015,4,21,2
1572,2015-04-22,699562.0,2015,4,22,3
1573,2015-04-23,687646.92,2015,4,23,4
1574,2015-04-24,692397.06,2015,4,24,5
1575,2015-04-25,634923.75,2015,4,25,6
1576,2015-04-26,587983.23,2015,4,26,7
1577,2015-04-27,692629.42,2015,4,27,1
1578,2015-04-28,700042.29,2015,4,28,2
1579,2015-04-29,703500.73,2015,4,29,3
1580,2015-04-30,704052.47,2015,4,30,4
1581,2015-05-01,578718.61,2015,5,1,5
1582,2015-05-02,600618.52,2015,5,2,6
1583,2015-05-03,579556.66,2015,5,3,7
1584,2015-05-04,696814.53,2015,5,4,1
1585,2015-05-05,712692.42,2015,5,5,2
1586,2015-05-06,709631.07,2015,5,6,3
1587,2015-05-07,709582.22,2015,5,7,4
1588,2015-05-08,713394.66,2015,5,8,5
1589,2015-05-09,645342.92,2015,5,9,6
1590,2015-05-10,592540.84,2015,5,10,7
1591,2015-05-11,708205.57,2015,5,11,1
1592,2015-05-12,733578.84,2015,5,12,2
1593,2015-05-13,744739.73,2015,5,13,3
1594,2015-05-14,759692.33,2015,5,14,4
1595,2015-05-15,715045.09,2015,5,15,5
1596,2015-05-16,648700.19,2015,5,16,6
1597,2015-05-17,596728.29,2015,5,17,7
1598,2015-05-18,712910.51,2015,5,18,1
1599,2015-05-19,725028.29,2015,5,19,2
1600,2015-05-20,709020.73,2015,5,20,3
1601,2015-05-21,704145.35,2015,5,21,4
1602,2015-05-22,703305.97,2015,5,22,5
1603,2015-05-23,638600.42,2015,5,23,6
1604,2015-05-24,580677.02,2015,5,24,7
1605,2015-05-25,690496.62,2015,5,25,1
1606,2015-05-26,711059.82,2015,5,26,2
1607,2015-05-27,718112.34,2015,5,27,3
1608,2015-05-28,727169.77,2015,5,28,4
1609,2015-05-29,718625.88,2015,5,29,5
1610,2015-05-30,646373.91,2015,5,30,6
1611,2015-05-31,593332.96,2015,5,31,7
1612,2015-06-01,706587.16,2015,6,1,1
1613,2015-06-02,738775.93,2015,6,2,2
1614,2015-06-03,747469.97,2015,6,3,3
1615,2015-06-04,730593.03,2015,6,4,4
1616,2015-06-05,742351.46,2015,6,5,5
1617,2015-06-06,678371.77,2015,6,6,6
1618,2015-06-07,620985.5,2015,6,7,7
1619,2015-06-08,745772.12,2015,6,8,1
1620,2015-06-09,757972.24,2015,6,9,2
1621,2015-06-10,757784.26,2015,6,10,3
1622,2015-06-11,743655.66,2015,6,11,4
1623,2015-06-12,726783.34,2015,6,12,5
1624,2015-06-13,649586.25,2015,6,13,6
1625,2015-06-14,589719.28,2015,6,14,7
1626,2015-06-15,700468.74,2015,6,15,1
1627,2015-06-16,708043.32,2015,6,16,2
1628,2015-06-17,718026.34,2015,6,17,3
1629,2015-06-18,728234.63,2015,6,18,4
1630,2015-06-19,739870.47,2015,6,19,5
1631,2015-06-20,677987.66,2015,6,20,6
1632,2015-06-21,623496.3,2015,6,21,7
1633,2015-06-22,746978.31,2015,6,22,1
1634,2015-06-23,749632.44,2015,6,23,2
1635,2015-06-24,709073.97,2015,6,24,3
1636,2015-06-25,756207.49,2015,6,25,4
1637,2015-06-26,773092.05,2015,6,26,5
1638,2015-06-27,718758.66,2015,6,27,6
1639,2015-06-28,668290.93,2015,6,28,7
1640,2015-06-29,802343.03,2015,6,29,1
1641,2015-06-30,825913.23,2015,6,30,2
1642,2015-07-01,818165.82,2015,7,1,3
1643,2015-07-02,807298.84,2015,7,2,4
1644,2015-07-03,813047.62,2015,7,3,5
1645,2015-07-04,735000.47,2015,7,4,6
1646,2015-07-05,690986.86,2015,7,5,7
1647,2015-07-06,833841.19,2015,7,6,1
1648,2015-07-07,866486.53,2015,7,7,2
1649,2015-07-08,861343.86,2015,7,8,3
1650,2015-07-09,842680.32,2015,7,9,4
1651,2015-07-10,830759.23,2015,7,10,5
1652,2015-07-11,740508.64,2015,7,11,6
1653,2015-07-12,681004.16,2015,7,12,7
1654,2015-07-13,824914.33,2015,7,13,1
1655,2015-07-14,849611.33,2015,7,14,2
1656,2015-07-15,854102.62,2015,7,15,3
1657,2015-07-16,852063.23,2015,7,16,4
1658,2015-07-17,849281.65,2015,7,17,5
1659,2015-07-18,753322.97,2015,7,18,6
1660,2015-07-19,684999.19,2015,7,19,7
1661,2015-07-20,841224.94,2015,7,20,1
1662,2015-07-21,865146.93,2015,7,21,2
1663,2015-07-22,856068.07,2015,7,22,3
1664,2015-07-23,851979.45,2015,7,23,4
1665,2015-07-24,843688.29,2015,7,24,5
1666,2015-07-25,730897.46,2015,7,25,6
1667,2015-07-26,673201.91,2015,7,26,7
1668,2015-07-27,816558.26,2015,7,27,1
1669,2015-07-28,833869.77,2015,7,28,2
1670,2015-07-29,844723.0,2015,7,29,3
1671,2015-07-30,819958.89,2015,7,30,4
1672,2015-07-31,779003.32,2015,7,31,5
1673,2015-08-01,680361.09,2015,8,1,6
1674,2015-08-02,635796.26,2015,8,2,7
1675,2015-08-03,774254.26,2015,8,3,1
1676,2015-08-04,786083.34,2015,8,4,2
1677,2015-08-05,794417.39,2015,8,5,3
1678,2015-08-06,793688.22,2015,8,6,4
1679,2015-08-07,801217.92,2015,8,7,5
1680,2015-08-08,711363.27,2015,8,8,6
1681,2015-08-09,636476.18,2015,8,9,7
1682,2015-08-10,744364.12,2015,8,10,1
1683,2015-08-11,762740.05,2015,8,11,2
1684,2015-08-12,767721.94,2015,8,12,3
1685,2015-08-13,753532.81,2015,8,13,4
1686,2015-08-14,713319.0,2015,8,14,5
1687,2015-08-15,621537.81,2015,8,15,6
1688,2015-08-16,594535.38,2015,8,16,7
1689,2015-08-17,697936.42,2015,8,17,1
1690,2015-08-18,706652.48,2015,8,18,2
1691,2015-08-19,709229.61,2015,8,19,3
1692,2015-08-20,731671.91,2015,8,20,4
1693,2015-08-21,745031.98,2015,8,21,5
1694,2015-08-22,675418.31,2015,8,22,6
1695,2015-08-23,614465.92,2015,8,23,7
1696,2015-08-24,710603.43,2015,8,24,1
1697,2015-08-25,735562.75,2015,8,25,2
1698,2015-08-26,752911.3,2015,8,26,3
1699,2015-08-27,764243.52,2015,8,27,4
1700,2015-08-28,768622.78,2015,8,28,5
1701,2015-08-29,700909.29,2015,8,29,6
1702,2015-08-30,653032.97,2015,8,30,7
1703,2015-08-31,782342.09,2015,8,31,1
1704,2015-09-01,781600.48,2015,9,1,2
1705,2015-09-02,773137.96,2015,9,2,3
1706,2015-09-03,755240.69,2015,9,3,4
1707,2015-09-04,732691.97,2015,9,4,5
1708,2015-09-05,645795.0,2015,9,5,6
1709,2015-09-06,591063.17,2015,9,6,7
1710,2015-09-07,699849.01,2015,9,7,1
1711,2015-09-08,702432.01,2015,9,8,2
1712,2015-09-09,722409.94,2015,9,9,3
1713,2015-09-10,728505.8,2015,9,10,4
1714,2015-09-11,701623.09,2015,9,11,5
1715,2015-09-12,652086.77,2015,9,12,6
1716,2015-09-13,599682.06,2015,9,13,7
1717,2015-09-14,703998.29,2015,9,14,1
1718,2015-09-15,721881.88,2015,9,15,2
1719,2015-09-16,731468.57,2015,9,16,3
1720,2015-09-17,716961.82,2015,9,17,4
1721,2015-09-18,709624.62,2015,9,18,5
1722,2015-09-19,641702.93,2015,9,19,6
1723,2015-09-20,590658.05,2015,9,20,7
1724,2015-09-21,709595.85,2015,9,21,1
1725,2015-09-22,729247.24,2015,9,22,2
1726,2015-09-23,725527.87,2015,9,23,3
1727,2015-09-24,716022.64,2015,9,24,4
1728,2015-09-25,713482.17,2015,9,25,5
1729,2015-09-26,641495.08,2015,9,26,6
1730,2015-09-27,588066.45,2015,9,27,7
1731,2015-09-28,699250.72,2015,9,28,1
1732,2015-09-29,712306.71,2015,9,29,2
1733,2015-09-30,709938.3,2015,9,30,3
1734,2015-10-01,710340.36,2015,10,1,4
1735,2015-10-02,710143.78,2015,10,2,5
1736,2015-10-03,637119.21,2015,10,3,6
1737,2015-10-04,591918.85,2015,10,4,7
1738,2015-10-05,714002.39,2015,10,5,1
1739,2015-10-06,721391.47,2015,10,6,2
1740,2015-10-07,712141.88,2015,10,7,3
1741,2015-10-08,708634.68,2015,10,8,4
1742,2015-10-09,689071.37,2015,10,9,5
1743,2015-10-10,624383.87,2015,10,10,6
1744,2015-10-11,577053.31,2015,10,11,7
1745,2015-10-12,591151.66,2015,10,12,1
1746,2015-10-13,693736.1,2015,10,13,2
1747,2015-10-14,702326.94,2015,10,14,3
1748,2015-10-15,701629.47,2015,10,15,4
1749,2015-10-16,702415.8,2015,10,16,5
1750,2015-10-17,634734.34,2015,10,17,6
1751,2015-10-18,585855.09,2015,10,18,7
1752,2015-10-19,701795.13,2015,10,19,1
1753,2015-10-20,714150.51,2015,10,20,2
1754,2015-10-21,708063.51,2015,10,21,3
1755,2015-10-22,706492.65,2015,10,22,4
1756,2015-10-23,705365.63,2015,10,23,5
1757,2015-10-24,632451.64,2015,10,24,6
1758,2015-10-25,606248.24,2015,10,25,7
1759,2015-10-26,698714.38,2015,10,26,1
1760,2015-10-27,714045.7,2015,10,27,2
1761,2015-10-28,712968.78,2015,10,28,3
1762,2015-10-29,713797.41,2015,10,29,4
1763,2015-10-30,705347.43,2015,10,30,5
1764,2015-10-31,631421.41,2015,10,31,6
1765,2015-11-01,577443.78,2015,11,1,7
1766,2015-11-02,662810.76,2015,11,2,1
1767,2015-11-03,713156.06,2015,11,3,2
1768,2015-11-04,717848.05,2015,11,4,3
1769,2015-11-05,712966.18,2015,11,5,4
1770,2015-11-06,709440.85,2015,11,6,5
1771,2015-11-07,631290.11,2015,11,7,6
1772,2015-11-08,580730.06,2015,11,8,7
1773,2015-11-09,682737.26,2015,11,9,1
1774,2015-11-10,708284.44,2015,11,10,2
1775,2015-11-11,712159.92,2015,11,11,3
1776,2015-11-12,714782.6,2015,11,12,4
1777,2015-11-13,714253.81,2015,11,13,5
1778,2015-11-14,635005.21,2015,11,14,6
1779,2015-11-15,590681.62,2015,11,15,7
1780,2015-11-16,710388.59,2015,11,16,1
1781,2015-11-17,732321.9,2015,11,17,2
1782,2015-11-18,734600.62,2015,11,18,3
1783,2015-11-19,729865.48,2015,11,19,4
1784,2015-11-20,727648.54,2015,11,20,5
1785,2015-11-21,658982.08,2015,11,21,6
1786,2015-11-22,621390.2,2015,11,22,7
1787,2015-11-23,761047.1,2015,11,23,1
1788,2015-11-24,792667.15,2015,11,24,2
1789,2015-11-25,786283.9,2015,11,25,3
1790,2015-11-26,777027.66,2015,11,26,4
1791,2015-11-27,765601.74,2015,11,27,5
1792,2015-11-28,688311.0,2015,11,28,6
1793,2015-11-29,640782.55,2015,11,29,7
1794,2015-11-30,771609.63,2015,11,30,1
1795,2015-12-01,790099.77,2015,12,1,2
1796,2015-12-02,791699.77,2015,12,2,3
1797,2015-12-03,783002.67,2015,12,3,4
1798,2015-12-04,771917.12,2015,12,4,5
1799,2015-12-05,695778.91,2015,12,5,6
1800,2015-12-06,640414.63,2015,12,6,7
1801,2015-12-07,677337.08,2015,12,7,1
1802,2015-12-08,648186.83,2015,12,8,2
1803,2015-12-09,756864.69,2015,12,9,3
1804,2015-12-10,773300.04,2015,12,10,4
1805,2015-12-11,773033.87,2015,12,11,5
