fecha,Año,Mes,Dia,DiaSemana,Eolica_R,Hidroeolica_R,Hidraulica_R,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,ResiduosRenov_R,SumaGeneracionTotal,Porcentaje_Renovable,valordemanda,preciomedio,TemperaturaMedia,PrecipitacionesAcumuladas,HorasSol,VientoVelocidad,HumedadRelativaMedia
2011-01-01,2011,1,1,6,30530.96,0.0,132922.64,9422.6,6383.97,689.68,2075.13,627460.85,29.01,605986.22,46.19,10.0447,31.1,1.9595,1.6064,83.6522
2011-01-02,2011,1,2,7,120932.78,0.0,122475.16,9735.17,9681.93,906.36,1974.49,685888.22,38.74,641856.09,43.76,9.7745,5.7,3.2297,2.2979,78.1087
2011-01-03,2011,1,3,1,77934.62,0.0,146861.64,9724.74,12336.11,635.97,1996.5,842940.52,29.6,801297.37,45.44,7.1404,46.9,4.0878,1.8021,78.4894
2011-01-04,2011,1,4,2,104022.72,0.0,145876.05,9832.04,8502.07,965.02,1783.81,871510.6300000001,31.09,833253.26,45.59,8.1106,192.3,2.631,1.8217,83.2128
2011-01-05,2011,1,5,3,200221.69,0.0,158946.13,10526.45,7503.86,888.61,1746.28,838830.6100000001,45.28,803475.57,35.35,10.363,165.4,1.678,2.9617,81.617
2011-01-06,2011,1,6,4,245505.12,0.0,113777.36,10088.73,7973.16,975.86,1903.01,735473.7599999999,51.7,659165.54,21.02,13.1638,290.6,2.295,3.6891,79.4468
2011-01-07,2011,1,7,5,246623.03,0.0,152748.93,10213.05,6040.79,461.93,2115.49,792398.79,52.78,745349.06,16.16,12.5574,147.5,2.239,3.6936,75.0851
2011-01-08,2011,1,8,6,223431.28,0.0,168621.59,9987.63,10013.57,770.88,2137.05,764515.85,54.28,714197.4,21.31,12.0128,192.4,3.2658,3.7696,73.617
2011-01-09,2011,1,9,7,80447.51,0.0,204595.95,10269.67,8183.87,796.96,2080.52,695803.53,44.03,676565.53,41.32,9.8851,90.4,3.0026,2.4174,78.7872
2011-01-10,2011,1,10,1,150019.51,0.0,197918.31,10316.31,12363.13,1442.41,1882.89,883473.26,42.33,825093.67,41.18,8.5489,59.8,4.5302,2.7979,76.7872
2011-01-11,2011,1,11,2,223293.3,0.0,185025.87,10223.86,10850.12,1363.16,2018.79,910104.12,47.55,839408.06,32.65,11.6298,19.2,4.2929,3.7872,77.5319
2011-01-12,2011,1,12,3,142467.61,0.0,202143.83,10431.92,13008.15,1990.08,2038.77,892816.8199999998,41.67,831748.88,36.19,11.583,1.8,4.9605,2.2957,77.8936
2011-01-13,2011,1,13,4,68664.46,0.0,201526.89,10207.9,14824.78,2119.99,2063.51,878228.0300000003,34.09,831676.73,42.47,10.5872,0.5,5.7744,1.6319,79.6596
2011-01-14,2011,1,14,5,63606.71,0.0,206585.31,9936.66,14776.88,1982.74,2174.53,865938.2100000002,34.54,828355.71,43.5,9.9833,1.5,5.6289,1.6174,80.8511
2011-01-15,2011,1,15,6,61480.27,0.0,193344.5,9634.69,14858.93,2082.36,2185.5,740855.4299999999,38.28,740276.29,47.57,9.3,1.0,5.6243,1.7,80.5106
2011-01-16,2011,1,16,7,91327.46,0.0,178296.18,10034.83,13531.56,1638.53,2237.92,690025.37,43.05,690529.49,43.83,8.9938,44.8,4.7128,1.7326,80.4255
2011-01-17,2011,1,17,1,49734.52,0.0,194387.87,9547.53,11938.23,1512.94,2230.47,857501.6599999998,31.41,833383.1,45.6,9.3312,43.7,3.8667,1.587,82.0
2011-01-18,2011,1,18,2,51680.35,0.0,188743.33,9606.51,9375.87,978.73,2187.67,895303.3699999999,29.33,854014.7,46.82,8.9562,37.7,1.8907,1.6891,83.4681
2011-01-19,2011,1,19,3,48808.21,0.0,177209.52,9818.94,9045.9,1599.54,2162.9,899436.49,27.64,852744.07,46.54,9.7042,10.1,2.5744,1.9957,79.8085
2011-01-20,2011,1,20,4,108776.47,0.0,170360.31,9738.47,14671.47,2194.16,2190.25,874632.8999999999,35.21,848133.38,43.15,8.4396,7.2,5.7524,2.4468,73.7391
2011-01-21,2011,1,21,5,255528.67,0.0,150356.26,9921.02,19010.67,1713.88,2143.48,892488.2,49.15,869535.48,36.7,5.525,0.0,7.6976,3.9468,53.5745
2011-01-22,2011,1,22,6,259051.71,0.0,160657.57,10008.48,17049.52,1117.19,2142.04,826281.63,54.46,811255.53,33.18,3.6833,8.4,6.5921,3.8936,52.1277
2011-01-23,2011,1,23,7,219602.68,0.0,141429.85,9877.11,13930.81,932.6,2224.65,778941.8300000001,49.81,762605.02,42.99,3.8936,94.7,5.541,3.5681,60.1702
2011-01-24,2011,1,24,1,221055.32,0.0,149341.16,10089.4,15451.66,1249.86,2126.31,933078.0799999998,42.8,909269.56,37.53,5.0083,74.7,6.3093,3.7717,60.0851
2011-01-25,2011,1,25,2,151683.1,0.0,161758.47,10005.77,12154.52,973.32,2070.14,952890.47,35.54,925838.1,42.37,5.5191,8.6,5.7233,2.8468,66.766
2011-01-26,2011,1,26,3,76800.31,0.0,162647.83,10264.21,10953.64,824.73,2121.65,955232.2899999998,27.6,922889.32,49.0,5.3936,73.1,4.2714,2.3756,71.3478
2011-01-27,2011,1,27,4,71344.0,0.0,161714.09,9507.34,6272.5,1188.96,2231.27,949372.32,26.57,908662.72,49.07,6.0196,171.5,1.5286,2.4822,77.9318
2011-01-28,2011,1,28,5,96397.75,0.0,159157.09,9817.16,7547.9,1095.81,2200.93,940279.24,29.38,893973.74,48.84,7.2,276.0,2.0026,2.6587,82.413
2011-01-29,2011,1,29,6,81389.84,0.0,150659.27,10206.83,9929.08,1331.82,2100.52,800611.6599999999,31.93,789680.82,50.3,7.1064,151.3,2.6342,2.7022,79.0889
2011-01-30,2011,1,30,7,89450.97,0.0,137171.27,10124.32,10836.74,1602.96,2065.92,740356.52,33.94,731642.47,50.03,6.1917,57.7,2.85,2.5149,77.5319
2011-01-31,2011,1,31,1,121727.12,0.0,142252.14,10420.08,12255.69,1716.09,2064.14,898498.2000000002,32.32,884108.53,51.21,5.7532,21.9,3.7,2.8391,70.087
2011-02-01,2011,2,1,2,161891.96,0.0,119980.68,10267.24,18447.97,2701.95,1976.85,925320.19,34.07,896370.5,48.67,6.1848,3.3,6.1721,3.1596,63.2553
2011-02-02,2011,2,2,3,185006.3,0.0,108800.89,10156.71,21126.19,3890.07,2081.75,925415.9900000002,35.77,888988.99,49.14,7.0638,1.9,7.5548,3.1553,60.3617
2011-02-03,2011,2,3,4,121168.85,0.0,118219.17,10310.88,20063.86,2642.51,2161.45,901299.07,30.46,880048.05,50.32,7.8696,0.0,7.361,2.3745,63.5532
2011-02-04,2011,2,4,5,75126.53,0.0,124816.73,10537.96,21876.14,4188.9,2138.69,884846.1400000001,26.97,863200.22,50.68,8.7468,0.0,8.5575,1.8894,66.6087
2011-02-05,2011,2,5,6,39079.86,0.0,116680.32,10776.28,21663.79,4067.78,2005.8,778278.21,24.96,764264.79,50.88,9.2574,0.0,8.6289,1.6404,64.617
2011-02-06,2011,2,6,7,27739.59,0.0,105943.38,10321.68,21310.17,3369.17,2030.24,712506.2400000001,23.96,695026.27,50.25,9.6043,0.1,8.8632,1.317,62.8085
2011-02-07,2011,2,7,1,45514.68,0.0,119239.08,9766.09,21348.7,3723.79,2073.2,840134.7500000001,24.0,833539.78,51.91,9.4851,0.0,8.7171,1.4681,64.0652
2011-02-08,2011,2,8,2,51987.31,0.0,114532.17,9626.44,17963.85,1614.9,2038.23,848105.6399999999,23.32,857808.77,51.46,9.0783,6.0,7.2976,1.7511,67.3404
2011-02-09,2011,2,9,3,75236.32,0.0,108426.88,9802.68,18710.5,2619.59,2070.36,853715.6400000001,25.4,854895.85,51.24,9.3872,10.6,6.7341,1.9915,68.617
2011-02-10,2011,2,10,4,92507.14,0.0,101436.86,9673.94,19844.64,3092.05,1965.0,858600.9700000001,26.62,847728.9,50.62,9.9696,0.0,7.681,1.9696,65.7609
2011-02-11,2011,2,11,5,78469.27,0.0,110026.25,10682.54,19545.32,3567.81,2129.79,852501.1500000001,26.33,840675.96,51.13,9.7128,14.0,7.2122,2.0915,67.8723
2011-02-12,2011,2,12,6,68678.5,0.0,87687.17,11082.31,19946.84,4159.8,2055.52,760187.9000000001,25.47,749056.06,52.94,9.0596,2.6,6.8079,2.1574,70.4894
2011-02-13,2011,2,13,7,181771.27,0.0,74383.21,10937.29,12237.39,1183.9,2022.46,721441.75,39.16,693923.15,47.02,8.6574,241.9,3.2308,3.8894,72.234
2011-02-14,2011,2,14,1,236498.52,0.0,87476.1,10545.55,14914.61,1008.12,1996.42,873405.6599999999,40.35,837839.79,45.38,8.0766,197.5,4.45,4.1191,67.766
2011-02-15,2011,2,15,2,177230.68,0.0,103919.11,10343.66,4798.24,594.4,2032.81,895450.1599999999,33.38,867723.49,47.38,8.2872,400.6,0.9659,3.2717,81.4681
2011-02-16,2011,2,16,3,256060.17,0.0,95534.16,10093.75,9985.22,1363.68,1965.73,893135.21,41.99,862550.52,43.6,8.2957,366.5,3.3341,4.6149,73.6042
2011-02-17,2011,2,17,4,248025.59,0.0,99097.65,10369.99,14389.49,1572.75,2000.13,886291.51,42.36,867483.55,43.76,8.4542,73.7,5.1195,5.4106,70.5
2011-02-18,2011,2,18,5,186763.51,0.0,101318.37,10846.87,19272.39,2096.71,2102.77,861406.6600000001,37.43,844064.85,47.59,9.5479,88.5,6.3225,3.1085,69.383
2011-02-19,2011,2,19,6,88983.1,0.0,108623.68,10459.11,8821.96,904.57,2130.24,740536.0700000001,29.7,753137.63,50.51,10.5396,155.3,3.1658,2.4674,78.4167
2011-02-20,2011,2,20,7,164082.05,0.0,101411.69,10417.25,17046.44,2467.9,2019.68,704548.75,42.22,678337.36,43.72,11.2208,80.5,5.8865,3.2326,73.5417
2011-02-21,2011,2,21,1,291792.96,0.0,94439.41,10345.75,15993.94,3033.21,2098.77,858804.48,48.64,813126.94,44.47,11.1583,105.8,4.2293,4.7362,72.6875
2011-02-22,2011,2,22,2,272771.09,0.0,108307.0,10329.75,17029.47,4353.72,2129.88,865083.22,47.96,813497.64,43.55,13.0313,53.4,5.3122,5.2617,69.8542
2011-02-23,2011,2,23,3,130304.28,0.0,127017.87,9890.23,22041.11,6023.19,2180.25,824011.79,36.1,792264.42,48.79,12.5187,2.1,7.5537,2.5617,69.0208
2011-02-24,2011,2,24,4,83204.97,0.0,125240.79,9847.8,23028.19,6168.63,2151.22,814817.2999999999,30.64,790552.85,49.07,12.1833,0.0,8.622,2.2674,70.1277
2011-02-25,2011,2,25,5,83670.14,0.0,119144.31,10281.31,23956.22,5675.98,2163.15,792821.81,30.89,780618.43,49.43,12.6688,0.1,8.925,2.2234,65.9792
2011-02-26,2011,2,26,6,155340.8,0.0,106348.51,10340.71,21053.13,4395.92,2094.61,719186.78,41.65,698188.61,47.0,13.0063,19.5,6.5811,2.9511,66.3125
2011-02-27,2011,2,27,7,217895.96,0.0,99112.5,9880.96,18559.15,3054.56,2070.33,706882.99,49.59,643617.36,39.05,10.2532,83.9,7.2947,4.2609,60.1304
2011-02-28,2011,2,28,1,256765.31,0.0,110887.37,10229.45,20164.07,5121.82,2036.08,839096.6400000001,48.29,786009.35,45.37,8.4188,47.4,6.6,4.6979,57.75
2011-03-01,2011,3,1,2,213188.5,0.0,130740.96,10430.28,22200.48,5016.55,1243.46,881298.96,43.44,838913.4,46.85,7.2213,16.9,7.2023,3.6085,56.7447
2011-03-02,2011,3,2,3,209199.25,0.0,128707.91,10341.3,17201.87,4088.67,1401.65,904139.46,41.03,857398.48,45.52,7.413,26.1,4.2674,3.5255,60.4255
2011-03-03,2011,3,3,4,123613.88,0.0,152879.68,10499.36,13751.76,2956.8,1544.92,895984.06,34.07,872249.28,49.36,6.5298,89.7,3.681,2.9106,65.6809
2011-03-04,2011,3,4,5,110132.2,0.0,154513.97,10747.01,9781.95,1582.53,1626.85,893567.11,32.27,872085.29,49.23,6.8702,113.5,2.8825,2.8447,74.8511
2011-03-05,2011,3,5,6,100989.8,0.0,121594.07,10341.84,16637.99,1349.85,1470.34,754809.28,33.44,751944.16,49.01,8.9,67.5,6.4816,2.9261,67.6383
2011-03-06,2011,3,6,7,57100.78,0.0,111548.93,10064.37,20532.65,1030.72,1535.35,680003.37,29.68,678996.84,49.35,9.4532,14.2,7.95,2.5174,64.9787
2011-03-07,2011,3,7,1,120791.15,0.0,120616.91,9804.55,22765.87,2870.31,1780.36,800452.0299999999,34.81,798628.54,49.72,10.5043,13.7,8.4907,3.1234,61.3404
2011-03-08,2011,3,8,2,236910.02,0.0,109496.86,9878.85,9667.63,1212.45,1938.68,866102.2,42.62,826503.96,47.04,10.9468,96.5,3.8095,4.8383,65.9574
2011-03-09,2011,3,9,3,145798.56,0.0,132322.89,9814.79,9475.28,834.92,1942.34,849441.3099999998,35.34,837593.55,46.5,10.7574,62.5,4.2561,3.6234,70.8043
2011-03-10,2011,3,10,4,98958.22,0.0,132773.32,9716.68,16308.09,1131.3,1925.91,833275.4,31.3,826068.36,50.28,11.3021,44.2,6.4023,2.9787,67.1489
2011-03-11,2011,3,11,5,153964.22,0.0,122159.72,10162.43,8513.23,815.01,1803.6,850537.9199999999,34.97,830681.75,49.39,10.6532,376.6,3.12,3.6239,71.5532
2011-03-12,2011,3,12,6,88593.76,0.0,136660.57,9985.9,9874.19,1407.44,1721.29,751207.42,33.05,735543.31,49.07,11.6043,284.2,2.4538,2.8761,81.1739
2011-03-13,2011,3,13,7,62408.89,0.0,121384.12,10420.54,14379.15,1167.21,1662.02,681663.33,31.02,660604.3,46.91,11.3191,241.5,4.1081,2.2717,75.6596
2011-03-14,2011,3,14,1,166853.91,0.0,121638.89,9390.53,7208.54,619.43,1652.55,830981.23,36.99,806162.85,49.2,11.234,392.8,1.1881,3.6638,81.9574
2011-03-15,2011,3,15,2,157536.9,0.0,124351.69,9598.77,13688.62,2175.36,1263.39,836433.43,36.9,820875.8,49.24,10.737,328.6,3.0548,3.5319,77.766
2011-03-16,2011,3,16,3,271174.26,0.0,123736.05,9498.58,14631.2,2948.19,830.88,893853.2000000001,47.3,821400.58,41.54,10.4894,104.0,2.4372,4.537,73.0851
2011-03-17,2011,3,17,4,204810.06,0.0,130971.13,9803.51,20433.36,3385.19,862.8,864030.83,42.85,796021.08,41.84,12.1723,13.5,6.5286,3.9766,65.7872
2011-03-18,2011,3,18,5,115327.24,0.0,138401.77,9759.65,27120.91,5456.64,879.5,818623.5900000001,36.27,774556.09,49.51,12.5362,0.4,9.7615,2.4723,61.2979
2011-03-19,2011,3,19,6,133280.99,0.0,117485.85,10053.18,26942.64,7255.56,821.97,722209.6699999999,40.96,672318.08,49.35,12.5532,0.1,9.6632,2.6348,62.5957
2011-03-20,2011,3,20,7,117959.07,0.0,109550.69,10145.51,27462.83,7302.78,857.05,681326.29,40.11,620385.24,46.19,12.3851,0.0,10.0595,2.8239,59.3404
2011-03-21,2011,3,21,1,154549.27,0.0,107441.32,9716.07,22986.5,6648.61,898.49,809536.6299999999,37.33,761076.57,50.72,11.7468,16.5,8.7333,3.2745,63.5106
2011-03-22,2011,3,22,2,194139.22,0.0,109736.68,9759.05,17500.31,3783.11,866.4,813551.2300000001,41.27,786184.48,47.99,10.9277,49.1,6.1286,4.4304,63.5106
2011-03-23,2011,3,23,3,262598.19,0.0,106284.78,9656.76,14122.66,3564.8,882.85,855796.87,46.4,800892.35,45.19,10.7467,80.8,5.3953,4.8413,66.5435
2011-03-24,2011,3,24,4,238147.93,0.0,113323.34,9282.28,14503.66,2653.35,855.45,865318.9299999999,43.77,795389.84,42.34,12.4426,66.9,4.3429,4.6638,69.2128
2011-03-25,2011,3,25,5,108113.17,0.0,124309.37,10060.65,16313.44,2413.32,900.48,812005.49,32.28,778606.73,48.14,13.6021,50.2,5.3231,2.887,72.0435
2011-03-26,2011,3,26,6,112854.72,0.0,128739.23,10000.99,18720.23,2713.53,1007.65,710192.4800000001,38.59,686670.26,47.85,13.2894,162.7,4.9842,3.0444,71.9574
2011-03-27,2011,3,27,7,230472.2,0.0,87715.71,9168.42,17462.49,2467.71,958.07,669389.5800000001,52.02,605054.69,25.46,12.6085,96.3,5.0513,4.7689,70.9787
2011-03-28,2011,3,28,1,157881.92,0.0,146137.68,8781.85,18451.69,2806.76,1085.55,803337.74,41.72,755234.32,44.98,12.8213,45.2,5.6293,3.3261,68.7333
2011-03-29,2011,3,29,2,144556.66,0.0,142335.1,8614.21,18070.98,2282.07,1189.09,825513.7000000002,38.41,769209.51,45.63,14.237,107.3,6.0,3.6261,67.4255
2011-03-30,2011,3,30,3,157821.67,0.0,143566.38,9132.93,23055.66,6486.74,1157.58,830647.9299999999,41.08,769475.57,44.51,14.6447,5.6,6.5488,3.4333,67.0213
2011-03-31,2011,3,31,4,66816.25,0.0,159237.76,9552.79,26895.05,8030.28,1293.44,788416.27,34.48,753622.17,48.79,15.7915,0.0,10.5878,2.2319,64.2826
2011-04-01,2011,4,1,5,144306.75,0.0,141466.83,9474.0,28367.95,8296.45,1567.53,761663.3600000001,43.78,739283.98,44.0,17.5723,0.0,11.1854,3.1609,54.5435
2011-04-02,2011,4,2,6,129311.68,0.0,140668.88,9936.84,19756.67,2236.57,1192.87,700494.5700000001,43.27,651742.88,47.86,16.7064,24.2,5.2053,2.8422,60.6522
2011-04-03,2011,4,3,7,108219.42,0.0,134519.67,10349.1,8560.53,1205.43,1154.2,626671.93,42.13,605901.26,42.45,14.4565,101.9,2.1026,3.0705,74.1304
2011-04-04,2011,4,4,1,80985.4,0.0,151874.01,9998.65,23587.36,5209.5,1453.82,762381.03,35.82,724924.43,47.2,14.9787,1.0,8.3927,2.9578,68.3478
2011-04-05,2011,4,5,2,79909.61,0.0,139814.55,8956.42,22365.23,2981.98,1955.96,784833.9400000001,32.62,736422.05,47.95,16.5896,0.2,8.85,2.9574,60.2128
2011-04-06,2011,4,6,3,127760.74,0.0,136582.53,9102.78,21364.93,2355.12,2027.76,780396.4600000001,38.34,739279.77,43.92,18.7313,0.0,7.381,3.2085,52.7234
2011-04-07,2011,4,7,4,81760.42,0.0,132453.38,8960.25,26310.35,4581.77,2064.03,781542.9700000001,32.77,732198.39,47.12,18.9021,0.0,9.9171,2.6022,50.1064
2011-04-08,2011,4,8,5,52672.98,0.0,137399.02,9696.72,27081.22,6757.49,2043.1,771575.27,30.54,735235.1,45.98,19.3809,0.0,10.6225,1.9783,48.6957
2011-04-09,2011,4,9,6,99756.08,0.0,133132.21,9884.33,27560.97,6118.39,1948.39,676332.1599999999,41.16,648442.8,45.76,18.9063,0.0,10.6421,3.3311,53.8936
2011-04-10,2011,4,10,7,171032.0,0.0,111326.42,9452.46,26227.03,8124.88,1798.62,658363.31,49.81,592949.06,36.94,17.5708,16.8,8.9132,4.0711,60.9149
2011-04-11,2011,4,11,1,191878.11,0.0,118400.58,8693.93,26201.39,8413.94,2069.09,772472.8300000001,46.04,717889.06,44.5,16.3354,9.0,8.3737,3.5468,62.2128
2011-04-12,2011,4,12,2,199416.75,0.0,108219.98,8822.77,27430.95,8182.31,2262.39,791518.3500000001,44.77,734044.37,37.2,16.0438,0.2,9.5829,3.5596,59.8723
2011-04-13,2011,4,13,3,78526.86,0.0,129186.28,9323.41,28352.32,8173.21,2279.79,788327.4199999999,32.45,730789.49,49.02,16.3563,0.0,11.4049,2.4745,54.6383
2011-04-14,2011,4,14,4,90834.12,0.0,120637.71,10111.43,27371.86,8386.32,2297.84,801409.25,32.4,733161.83,49.09,16.4333,0.0,10.5805,2.7596,54.0
2011-04-15,2011,4,15,5,158474.76,0.0,105214.69,10280.61,26160.72,8015.5,2253.05,770376.65,40.29,732740.61,44.43,15.1917,1.2,10.0525,3.2149,55.8298
2011-04-16,2011,4,16,6,166149.54,0.0,105445.23,10762.66,23683.52,7114.13,2238.17,706383.81,44.65,654129.79,43.06,15.2062,1.1,9.8763,3.6978,57.6596
2011-04-17,2011,4,17,7,111854.13,0.0,92775.59,10532.69,27522.08,7697.78,2266.44,646468.6699999999,39.08,588087.3,42.66,15.7771,2.9,10.7421,3.4043,55.7872
2011-04-18,2011,4,18,1,133929.19,0.0,108863.55,10555.16,23805.51,3513.2,2258.93,752858.2999999998,37.58,699179.74,46.93,16.0125,46.3,9.025,3.6362,53.8723
2011-04-19,2011,4,19,2,106212.09,0.0,123925.83,10398.14,15231.82,913.43,2273.7,766457.23,33.79,714249.57,48.55,15.6417,225.0,4.41,3.013,69.0213
2011-04-20,2011,4,20,3,130355.4,0.0,117863.65,10303.74,17768.41,1399.02,2096.74,765115.72,36.57,699445.68,48.67,15.887,206.8,4.5923,3.587,71.8723
2011-04-21,2011,4,21,4,147034.22,0.0,97465.42,10603.59,11805.83,832.65,2236.64,678366.71,39.8,603833.3,45.1,15.4426,610.0,3.6243,3.6932,75.3478
2011-04-22,2011,4,22,5,94127.85,0.0,109255.46,10490.69,14800.24,1049.37,2152.43,626817.77,36.99,557697.1,39.8,13.7646,305.2,3.3895,3.46,76.8936
2011-04-23,2011,4,23,6,40583.25,0.0,119076.9,10436.82,16020.99,652.97,2146.89,613278.96,30.8,581223.34,48.82,14.3553,157.7,4.9595,2.4386,74.8478
2011-04-24,2011,4,24,7,104398.42,0.0,88458.36,10240.38,17018.81,2429.96,2153.85,582428.71,38.58,552420.85,41.57,14.9217,110.3,4.8028,3.4,73.5106
2011-04-25,2011,4,25,1,126264.3,0.0,93684.09,10232.79,19031.19,3826.02,2069.34,650660.85,39.21,621969.82,42.06,15.734,62.9,5.7195,2.9778,70.6383
2011-04-26,2011,4,26,2,145929.86,0.0,98451.01,10157.18,25156.78,5883.63,2205.64,748202.07,38.46,699876.26,47.56,16.0787,16.7,8.51,2.9543,64.0638
2011-04-27,2011,4,27,3,118110.48,0.0,97928.13,10865.9,27888.05,6371.96,2184.25,749605.22,35.13,712548.89,47.95,16.3413,9.8,11.0854,2.5489,58.2766
2011-04-28,2011,4,28,4,84494.9,0.0,112496.32,10838.02,26243.83,5720.03,1938.96,765063.91,31.6,714337.59,49.63,16.583,103.5,9.861,2.6556,61.5
2011-04-29,2011,4,29,5,65760.49,0.0,122737.28,10861.48,14215.03,753.64,1972.12,757743.87,28.55,718151.43,49.78,15.4638,181.6,5.4738,3.0087,68.7447
2011-04-30,2011,4,30,6,54409.03,0.0,108614.47,10939.51,14802.09,638.48,1705.2,646476.99,29.56,636041.64,47.93,15.2574,137.2,3.9075,3.0783,71.7609
2011-05-01,2011,5,1,7,70898.08,0.0,107164.29,10644.9,20719.08,1490.18,1540.71,566854.6799999999,37.48,553106.09,46.26,15.6596,171.3,6.1366,3.0196,69.6809
2011-05-02,2011,5,2,1,49315.59,0.0,115740.5,10487.21,17629.35,1438.47,1053.18,653289.52,29.95,638821.66,49.51,15.9596,113.0,5.585,2.837,71.2766
2011-05-03,2011,5,3,2,88012.75,0.0,108231.05,10312.74,23037.23,4451.33,967.65,722951.37,32.51,713170.7,49.92,16.8106,57.1,8.4474,3.3894,66.8723
2011-05-04,2011,5,4,3,55190.79,0.0,107210.56,10374.47,26624.6,4830.38,1622.15,734877.5700000001,28.01,723353.98,50.87,16.6022,1.6,10.3051,2.6587,60.4565
2011-05-05,2011,5,5,4,54030.09,0.0,105214.78,10516.02,26777.49,6402.66,1620.95,732455.79,27.93,726615.3,52.94,17.1766,3.1,10.2,2.5787,61.1277
2011-05-06,2011,5,6,5,193786.21,0.0,88511.38,10470.25,22347.14,2434.55,1612.72,748678.6299999999,42.63,721232.78,49.78,18.1596,90.2,6.2737,4.2915,61.4894
2011-05-07,2011,5,7,6,206020.74,0.0,89275.12,10622.56,15531.95,2791.73,1610.4,662943.4099999999,49.15,643463.79,43.8,15.9234,308.9,4.8474,4.3761,70.2174
2011-05-08,2011,5,8,7,114968.17,0.0,98377.42,10729.2,29785.21,7442.28,1593.22,594918.76,44.19,577050.68,44.6,16.3723,2.9,11.0667,2.8087,59.5532
2011-05-09,2011,5,9,1,67296.97,0.0,114192.54,10751.71,30031.12,9009.77,1602.22,702994.82,33.13,706545.97,52.22,18.0106,0.0,12.0683,2.7489,57.2128
2011-05-10,2011,5,10,2,122227.88,0.0,108257.3,10507.74,29788.16,9109.76,1576.46,739888.62,38.04,728325.28,48.67,19.2426,0.0,11.1282,3.5935,57.7872
2011-05-11,2011,5,11,3,105960.78,0.0,103223.32,10099.58,25194.78,4857.22,1170.33,761220.94,32.91,732314.73,49.35,19.5234,32.8,9.1282,3.1191,58.383
2011-05-12,2011,5,12,4,121030.66,0.0,92360.07,9609.19,23231.41,4040.53,1627.78,771750.8300000001,32.64,732970.11,48.09,19.4128,59.8,7.0732,3.1826,59.4565
2011-05-13,2011,5,13,5,82564.0,0.0,99947.78,10491.31,23504.8,4853.55,1634.06,750733.37,29.7,729702.82,49.3,19.7936,16.5,8.2821,2.6064,58.9149
2011-05-14,2011,5,14,6,163903.12,0.0,95585.21,10818.67,24898.08,6768.86,1623.59,659318.4199999999,46.05,657056.7,47.76,18.0702,173.2,8.6237,3.5255,62.8936
2011-05-15,2011,5,15,7,234819.65,0.0,76799.76,10221.03,26831.56,7526.3,1639.81,628307.34,56.95,582278.37,29.78,16.5532,0.3,10.8316,4.2319,54.617
2011-05-16,2011,5,16,1,140998.29,0.0,107321.92,9366.33,26621.3,4474.83,1338.97,689438.46,42.08,703877.91,47.45,17.3723,17.6,10.8538,3.3717,55.2553
2011-05-17,2011,5,17,2,88016.99,0.0,92740.89,9459.82,23328.82,3254.23,701.14,716750.9800000001,30.35,720286.74,51.76,18.4128,53.2,8.0105,3.0,59.9787
2011-05-18,2011,5,18,3,137134.97,0.0,82612.27,9488.27,17245.28,988.38,1568.58,749764.2999999999,33.22,733284.81,50.69,18.2913,175.8,4.89,3.6239,64.9783
2011-05-19,2011,5,19,4,83606.43,0.0,91319.05,9650.8,17130.0,1344.32,1610.4,744724.3,27.48,730295.8,49.75,17.8717,44.2,5.02,3.2386,66.4348
2011-05-20,2011,5,20,5,49331.22,0.0,90106.09,10188.93,25769.46,5234.31,1585.53,730580.9100000001,24.94,718021.06,51.24,18.1404,6.3,9.1282,2.9065,58.3617
2011-05-21,2011,5,21,6,33382.03,0.0,79860.89,9653.02,28335.18,8293.25,1635.01,638088.15,25.26,642166.59,51.42,19.0489,13.5,10.0053,2.4091,55.6596
2011-05-22,2011,5,22,7,81500.1,0.0,71898.28,9550.12,27634.08,7658.76,1623.79,591248.54,33.8,580824.46,48.99,19.7234,9.3,10.4103,2.6773,56.7872
2011-05-23,2011,5,23,1,66953.78,0.0,83254.14,9415.7,28764.24,8178.23,1597.46,725532.9100000001,27.31,721325.51,52.15,20.5851,8.9,11.7951,2.375,52.0
2011-05-24,2011,5,24,2,112581.01,0.0,74839.17,9708.95,29283.03,8910.31,1607.25,767844.08,30.86,751955.01,49.5,21.6766,4.9,10.7902,2.9044,49.8298
2011-05-25,2011,5,25,3,77898.65,0.0,77814.5,9586.47,27440.69,7463.7,1596.62,764200.95,26.41,763354.59,51.74,22.4729,29.2,10.5878,2.5523,46.3404
2011-05-26,2011,5,26,4,93948.0,0.0,78156.78,9435.88,19567.5,1442.13,1604.43,774892.9199999999,26.35,768988.41,51.88,20.7771,50.5,6.035,3.02,57.1064
2011-05-27,2011,5,27,5,131564.82,0.0,83497.8,10155.66,19465.94,4036.84,1633.72,778793.42,32.15,753573.98,48.6,19.5438,86.5,5.6513,3.0978,65.8085
2011-05-28,2011,5,28,6,64659.39,0.0,68945.98,10279.37,25935.51,6035.18,1631.96,658020.12,26.97,660433.75,50.35,19.9833,38.1,10.36,2.6933,59.3617
2011-05-29,2011,5,29,7,60435.54,0.0,59154.54,10065.88,23206.71,6673.84,1615.83,598200.28,26.94,599687.36,50.17,20.7167,168.8,8.2821,3.1795,63.0213
