,fecha,Carbon_NR,CicloCombinado_NR,Cogeneracion_NR,Eolica_R,Hidroeolica_R,Hidraulica_R,MotorDiesel_NR,Nuclear_NR,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,TurbinaGas_NR,TurbinaVapor_NR,TurbinaBombeo_NR,ResiduosNoRenov_NR,ResiduosRenov_R,Año,Mes,Dia,DiaSemana,SumaGeneracion_NoRenovables,SumaGeneracion_Renovables,SumaGeneracionTotal,Porcentaje_NoRenovable,Porcentaje_Renovable
638,2012-09-30,81017.42,66115.18,77089.6,115626.56,0.0,28900.63,8177.08,166622.59,9089.82,26026.39,13552.67,2180.62,6137.23,10966.43,4998.58,2273.56,2012,9,30,7,423304.73,195469.63000000003,618774.36,68.41,31.59
639,2012-10-01,151862.82,146051.61,94576.57,31410.79,0.0,38867.61,8455.18,176631.88,8858.6,27387.0,15192.55,3347.15,8058.05,9259.95,5057.05,2257.12,2012,10,1,1,603300.2600000001,123973.67,727273.9300000002,82.95,17.05
640,2012-10-02,178454.74,158605.6,96271.44,29114.03,0.0,33382.92,8741.83,178002.73,8503.22,25621.07,14368.8,3535.93,8470.42,5761.3,4835.56,2252.3,2012,10,2,2,642679.5500000002,113242.34,755921.8900000001,85.02,14.98
641,2012-10-03,187067.23,150005.36,97290.43,50568.63,0.0,29211.06,8881.01,178025.54,8817.16,26537.5,14843.45,3401.74,8468.99,7756.39,4766.65,2175.87,2012,10,3,3,645663.34,132153.67,777817.01,83.01,16.99
642,2012-10-04,184363.12,153032.54,97454.95,40051.54,0.0,36222.64,8906.72,177444.59,9939.5,26548.86,16567.33,3205.85,8454.58,7750.58,4991.2,2279.37,2012,10,4,4,645604.1299999999,131609.24,777213.3699999999,83.07,16.93
643,2012-10-05,176145.04,138746.95,98518.18,61505.68,0.0,32384.34,9227.1,177555.87,9966.14,25212.71,14030.08,2781.99,8630.16,4494.81,4935.28,2234.23,2012,10,5,5,621035.38,145333.18,766368.56,81.04,18.96
644,2012-10-06,165381.58,65219.05,80437.01,97725.89,0.0,30212.76,8931.83,177542.95,11346.11,22562.72,10839.67,2740.04,7625.24,8263.52,5119.46,2223.19,2012,10,6,6,521260.68000000005,174910.34000000003,696171.02,74.88,25.12
645,2012-10-07,157716.96,66817.04,79048.3,67439.4,0.0,27075.52,8486.5,177270.63,10969.6,24288.13,14917.87,2170.04,6996.81,8069.64,5103.31,2225.0,2012,10,7,7,511679.23,146915.52000000002,658594.75,77.69,22.31
646,2012-10-08,178598.12,123505.09,96132.16,86195.6,0.0,38723.8,9077.49,176967.56,10435.12,24773.19,15559.91,2713.98,7880.11,5612.75,4979.16,2178.84,2012,10,8,1,605466.4199999999,177866.46000000002,783332.8799999999,77.29,22.71
647,2012-10-09,181699.77,153158.41,97563.66,53593.66,0.0,40645.93,9301.09,177161.07,10348.33,25030.22,16210.58,3190.68,8348.86,7786.88,4466.58,1606.69,2012,10,9,2,642677.0,147435.41,790112.41,81.34,18.66
648,2012-10-10,181531.69,167332.65,95185.02,49431.37,0.0,45670.03,9080.29,176974.76,8896.14,19549.61,9303.08,2857.62,8417.14,14157.39,4223.77,1316.97,2012,10,10,3,659760.33,134167.19999999998,793927.5299999999,83.1,16.9
649,2012-10-11,163697.12,120090.12,93475.53,135193.6,0.0,37209.94,9181.3,176957.24,9890.21,17090.49,6622.77,2922.49,8281.89,8075.36,4053.55,1554.48,2012,10,11,4,586734.6000000001,207561.49,794296.0900000001,73.87,26.13
650,2012-10-12,137000.19,87352.0,75311.94,95748.05,0.0,32087.56,8549.25,177506.08,10713.31,18062.53,8425.01,2394.54,7420.48,6744.02,4091.94,1917.7,2012,10,12,5,506370.43999999994,166954.16000000003,673324.6,75.2,24.8
651,2012-10-13,125126.34,97983.56,77689.96,60273.26,0.0,28177.09,8864.06,177988.28,10524.58,22939.6,13481.0,2375.15,6860.17,6743.49,4867.03,2115.66,2012,10,13,6,508498.04,137511.19,646009.23,78.71,21.29
652,2012-10-14,71396.81,67042.15,78539.26,183010.35,0.0,18227.05,8424.31,178241.38,10287.94,18293.01,7084.95,1782.9,5843.56,8951.99,5167.43,2157.06,2012,10,14,7,425389.79,239060.36000000002,664450.15,64.02,35.98
653,2012-10-15,98299.2,117495.82,96820.22,148130.74,0.0,32491.97,8181.49,178608.31,9900.92,26274.71,13695.71,3561.84,8064.31,9943.28,5034.55,2134.41,2012,10,15,1,526009.02,232628.46,758637.48,69.34,30.66
654,2012-10-16,112189.57,98394.94,96211.37,151941.95,0.0,39332.15,8305.76,178447.09,10147.54,23570.06,13768.27,4062.59,8064.9,9567.83,5118.71,2141.98,2012,10,16,2,520362.76000000007,240901.95,761264.7100000001,68.36,31.64
655,2012-10-17,101976.31,94033.5,96615.51,214718.13,0.0,27059.12,9009.03,178072.88,9749.69,22040.63,11545.71,3586.72,7988.75,11890.45,5087.57,2171.58,2012,10,17,3,508260.72000000003,287284.86000000004,795545.5800000001,63.89,36.11
656,2012-10-18,127359.66,104317.25,96163.18,179751.26,0.0,48065.33,8949.18,177485.84,9648.07,10032.87,2311.31,3344.58,7915.33,12023.01,4889.82,2140.76,2012,10,18,4,542447.85,251949.60000000003,794397.45,68.28,31.72
657,2012-10-19,138375.26,155757.28,97283.39,88767.49,0.0,55660.84,8819.95,177295.67,9723.61,8879.1,2617.5,2720.11,7749.36,11205.29,4974.44,2149.66,2012,10,19,5,604180.75,167798.2,771978.95,78.26,21.74
658,2012-10-20,141584.1,113315.09,77632.52,43809.63,0.0,57436.52,8555.14,177690.7,10318.7,12483.96,6682.21,2656.39,6669.57,5731.59,5079.32,2143.17,2012,10,20,6,538914.4199999999,132874.19,671788.6099999999,80.22,19.78
659,2012-10-21,102570.89,68169.43,75985.49,106952.54,0.0,46672.11,8230.77,175727.26,10551.02,13824.17,6054.01,1996.22,5959.21,7801.87,4851.74,1971.44,2012,10,21,7,451292.87999999995,186025.29,637318.1699999999,70.81,29.19
660,2012-10-22,148524.72,148070.65,94083.14,41008.48,0.0,59555.13,8510.0,178363.05,10895.49,18064.87,3098.28,3193.36,7505.57,9455.86,4820.38,1980.28,2012,10,22,1,602526.73,134602.53,737129.26,81.74,18.26
661,2012-10-23,164273.43,119082.12,93871.03,51436.7,0.0,57308.16,8681.7,178523.57,10995.54,23195.2,11963.59,3456.69,6627.92,4263.25,4820.7,1991.14,2012,10,23,2,583600.4099999999,156890.33000000002,740490.74,78.81,21.19
662,2012-10-24,162920.85,84365.67,93960.53,116474.87,0.0,57857.1,8600.13,178241.57,10857.81,9007.92,1617.79,4008.35,6294.41,9049.65,4653.01,1819.84,2012,10,24,3,552094.17,197635.33000000002,749729.5,73.64,26.36
663,2012-10-25,141200.27,96155.12,94242.47,99137.28,0.0,63589.37,8463.02,177665.56,11058.25,7207.44,2045.38,4461.33,6825.85,11726.89,4756.51,1818.32,2012,10,25,4,545497.02,184856.04,730353.06,74.69,25.31
664,2012-10-26,143576.19,96813.97,93416.01,92841.64,0.0,66377.97,8543.52,171931.61,10427.97,11867.17,2593.11,4615.81,8255.75,12588.08,4849.83,1793.54,2012,10,26,5,544590.7699999999,185901.4,730492.1699999999,74.55,25.45
665,2012-10-27,38400.52,53798.72,75205.22,280385.0,0.0,37622.8,8555.75,154975.12,9843.12,15052.66,4224.64,2772.95,7340.02,8478.57,4734.23,1705.42,2012,10,27,6,354261.1,348833.63999999996,703094.74,50.39,49.61
666,2012-10-28,46404.38,65050.31,78500.38,187581.77,0.0,40726.91,8825.44,161762.59,10703.76,24514.83,14300.93,2211.07,6744.0,15070.37,4953.81,1818.0,2012,10,28,7,389522.35,279646.2,669168.55,58.21,41.79
667,2012-10-29,100945.76,139457.29,96910.92,63620.63,0.0,77824.94,9003.46,155611.16,9856.97,22792.23,8230.83,3144.97,8222.52,16019.15,4798.82,1809.27,2012,10,29,1,534114.0499999999,184134.87,718248.9199999999,74.36,25.64
668,2012-10-30,122695.21,173628.96,95917.84,70303.0,0.0,85222.04,8952.17,155666.32,9662.81,6282.51,2502.38,4602.59,7346.14,12289.06,4838.87,1850.52,2012,10,30,2,585937.16,175823.25999999998,761760.42,76.92,23.08
669,2012-10-31,109901.26,108863.46,97553.01,169209.94,0.0,67993.5,8762.82,155759.2,10529.32,16444.0,4455.9,4403.22,8233.56,7455.55,5068.41,2026.63,2012,10,31,3,506000.48999999993,270659.29000000004,776659.78,65.15,34.85
670,2012-11-01,25749.61,52605.81,78885.01,303354.4,0.0,35533.85,8432.37,156003.3,11525.95,17576.93,4258.11,2353.53,7625.84,17132.11,4976.72,1948.06,2012,11,1,4,353764.3,374197.3,727961.6,48.6,51.4
671,2012-11-02,46798.64,68254.3,96542.93,250845.44,0.0,46834.76,8945.19,156071.53,11460.64,15030.69,2954.0,3776.63,8133.86,17537.83,4479.01,1945.35,2012,11,2,5,410539.92,329070.88,739610.8,55.51,44.49
672,2012-11-03,61730.69,67600.55,78198.37,171584.2,0.0,63713.46,8821.98,156189.82,11435.75,6360.99,521.74,2653.46,7857.34,12200.33,4077.13,2039.88,2012,11,3,6,399329.6700000001,255656.02,654985.6900000001,60.97,39.03
673,2012-11-04,50703.13,66566.02,76530.84,194060.41,0.0,43438.3,8613.69,155970.27,11133.65,5775.47,522.46,2032.84,7364.77,8489.9,4217.49,2090.82,2012,11,4,7,380488.95,257021.11000000002,637510.06,59.68,40.32
674,2012-11-05,90287.8,134465.62,95459.23,153388.66,0.0,73044.7,8702.12,155905.34,11261.3,17304.71,3576.87,3300.49,8601.51,17068.29,4133.45,2031.72,2012,11,5,1,517923.85,260607.95999999996,778531.8099999999,66.53,33.47
675,2012-11-06,121715.96,133281.83,94028.77,148809.9,0.0,64222.35,8124.11,155919.11,11319.69,12171.27,4781.48,3681.68,8802.47,7333.14,4244.19,2055.54,2012,11,6,2,537131.2599999999,243360.23,780491.4899999999,68.82,31.18
676,2012-11-07,121373.16,107480.19,96057.14,213692.48,0.0,60184.74,8322.51,155027.06,11457.06,6669.1,1357.54,2450.88,8116.5,8850.85,4222.14,2054.51,2012,11,7,3,511900.43,295415.43,807315.86,63.41,36.59
677,2012-11-08,135152.63,155516.81,97129.92,135572.76,0.0,87128.76,8386.93,133937.47,11398.97,6281.08,1387.89,2746.97,8036.57,12859.05,4151.78,2017.81,2012,11,8,4,557918.13,243787.27000000002,801705.4,69.59,30.41
678,2012-11-09,134800.54,165537.37,98119.57,68892.7,0.0,105582.18,8071.94,131770.17,11384.98,6510.89,2408.89,2882.94,8440.14,11146.23,4245.82,2014.65,2012,11,9,5,565014.72,196794.29000000004,761809.01,74.17,25.83
679,2012-11-10,127651.94,85360.65,79492.02,153404.03,0.0,74588.11,7989.26,119415.33,10933.68,12668.47,2804.68,1764.64,7695.65,4148.63,4099.91,2058.82,2012,11,10,6,437618.03,256457.79,694075.8200000001,63.05,36.95
680,2012-11-11,94776.24,63817.63,80204.23,212230.18,0.0,56232.11,7763.84,107700.96,11148.89,11888.28,6183.78,1217.43,7201.88,2624.6,4123.39,2063.38,2012,11,11,7,369430.19999999995,299746.62000000005,669176.8200000001,55.21,44.79
681,2012-11-12,144604.52,116020.75,97893.35,172353.35,0.0,76391.75,7740.15,107086.39,11033.81,17641.17,9839.32,2825.33,7833.82,8376.79,3756.98,1995.98,2012,11,12,1,496138.08,289255.38,785393.46,63.17,36.83
682,2012-11-13,187106.33,132598.34,98216.25,89862.63,0.0,78960.28,8129.81,118488.48,10795.72,16862.82,11532.95,2970.09,8240.14,14225.65,3446.97,1565.17,2012,11,13,2,573422.0599999999,209579.57000000004,783001.63,73.23,26.77
683,2012-11-14,153498.97,107016.99,90793.7,107059.8,0.0,67084.3,8583.01,131203.42,9495.53,14888.4,8346.02,2615.81,8791.92,7328.82,2784.13,1224.41,2012,11,14,3,512616.7700000001,208098.46,720715.2300000001,71.13,28.87
684,2012-11-15,153393.06,89462.65,94841.9,135359.02,0.0,67519.47,7513.05,131853.3,10977.71,13703.33,8002.07,2908.18,8976.94,10329.67,3556.53,1933.31,2012,11,15,4,502835.27999999997,237494.90999999997,740330.19,67.92,32.08
685,2012-11-16,165159.76,101639.86,97757.11,131119.45,0.0,59351.81,7814.6,132448.45,11304.27,13297.82,6883.58,2664.82,8836.85,8383.41,3810.28,1939.03,2012,11,16,5,528515.14,223895.96,752411.1,70.24,29.76
686,2012-11-17,144395.4,90743.84,79364.5,97290.25,0.0,69915.38,7659.98,132482.72,11373.03,6946.94,1058.86,1966.34,7962.0,9780.23,3762.7,1940.16,2012,11,17,6,478117.70999999996,188524.62,666642.33,71.72,28.28
687,2012-11-18,129810.08,88964.27,79732.95,85144.29,0.0,64768.65,7257.48,132551.64,11244.68,12469.85,4830.2,1707.18,7071.12,5889.06,3832.6,1993.08,2012,11,18,7,456816.37999999995,180450.75,637267.1299999999,71.68,28.32
688,2012-11-19,179984.72,143232.38,97220.71,75882.31,0.0,67935.92,8043.49,132562.67,11056.72,17819.61,6849.89,2964.43,8713.67,6230.11,4082.19,1981.31,2012,11,19,1,583034.37,181525.76,764560.13,76.26,23.74
689,2012-11-20,213010.0,105320.09,96651.44,120785.65,0.0,58148.33,8170.46,132586.09,10958.15,14396.94,3024.89,3183.22,8781.93,5547.77,4498.27,1945.44,2012,11,20,2,577749.27,209259.4,787008.67,73.41,26.59
690,2012-11-21,205711.79,130061.63,97549.76,104748.97,0.0,67392.39,8291.72,132590.56,10417.78,9704.9,1866.16,2962.34,8843.3,5743.12,4720.06,2026.43,2012,11,21,3,596474.28,196156.62999999998,792630.91,75.25,24.75
691,2012-11-22,226341.9,137839.23,99060.28,82374.69,0.0,63982.72,7838.0,132516.4,10340.06,15886.22,4564.57,2839.09,8908.04,7294.33,4658.72,2115.83,2012,11,22,4,627295.99,179264.09,806560.08,77.77,22.23
692,2012-11-23,194636.92,97131.48,99092.23,151227.36,0.0,57086.72,8026.13,132567.39,10862.73,13954.82,4133.87,2667.28,8707.43,4793.39,4764.03,2065.06,2012,11,23,5,552386.2800000001,239330.56,791716.8400000001,69.77,30.23
693,2012-11-24,130878.71,69144.49,80310.77,172209.24,0.0,59403.61,8142.12,132544.69,10682.75,10062.49,2042.73,2053.8,7875.44,12803.07,5101.3,2097.35,2012,11,24,6,448854.39,256498.16999999998,705352.56,63.64,36.36
694,2012-11-25,137205.98,87239.48,79832.73,69666.47,0.0,63700.61,7527.4,132500.33,10400.18,10339.33,1679.74,2115.17,7046.64,7424.56,5140.1,2133.37,2012,11,25,7,466032.39,157919.69999999998,623952.09,74.69,25.31
695,2012-11-26,149641.24,148911.25,97838.22,115262.7,0.0,71244.31,8053.5,132438.3,10671.12,6852.45,1305.73,2781.68,8180.47,12870.5,4747.81,2076.18,2012,11,26,1,565462.9700000001,207412.49000000002,772875.4600000001,73.16,26.84
696,2012-11-27,145506.91,114769.68,97817.71,183867.48,0.0,76051.01,8104.85,132487.3,10615.91,15471.19,7530.29,2379.64,8042.19,5007.67,4918.98,2073.4,2012,11,27,2,519034.92999999993,295609.27999999997,814644.21,63.71,36.29
697,2012-11-28,121899.23,82978.18,96872.68,292419.09,0.0,59105.04,8320.53,132540.68,10525.22,16372.05,9956.39,2315.4,8153.11,7917.96,5047.97,2080.51,2012,11,28,3,466045.74,390458.3,856504.04,54.41,45.59
698,2012-11-29,134251.9,97537.91,97965.27,257448.7,0.0,72521.89,8289.52,132048.69,9855.55,17451.24,8912.84,2032.25,7909.05,8984.98,4855.48,1864.71,2012,11,29,4,493875.05,368054.93000000005,861929.98,57.3,42.7
699,2012-11-30,145896.61,159937.26,100951.45,172370.52,0.0,75403.37,8390.49,132182.24,10046.54,10127.02,844.35,2343.19,7823.41,8521.64,4358.51,1168.86,2012,11,30,5,570404.8,269960.66,840365.46,67.88,32.12
700,2012-12-01,147864.07,85178.39,82315.08,178198.16,0.0,63692.64,8064.0,132735.27,10873.43,18078.38,7357.95,2257.62,7423.92,7111.39,4212.44,1131.22,2012,12,1,6,477162.18000000005,279331.77999999997,756493.96,63.08,36.92
701,2012-12-02,149662.29,87531.56,82620.73,146207.27,0.0,57657.01,7502.98,132651.14,10924.78,20992.03,10264.97,2584.78,6704.64,9971.18,4134.63,1119.31,2012,12,2,7,483363.93000000005,247165.37,730529.3,66.17,33.83
702,2012-12-03,163966.93,151805.25,100314.68,160754.92,0.0,64089.09,8283.53,132465.3,10793.85,20188.44,9598.73,3116.93,8063.18,6807.48,4246.69,1133.34,2012,12,3,1,579069.97,266558.37000000005,845628.3400000001,68.48,31.52
703,2012-12-04,149815.73,118528.09,100827.02,255325.82,0.0,68489.54,8432.81,132529.84,11133.26,10332.92,1589.25,4078.89,8991.95,10674.81,4051.1,1073.44,2012,12,4,2,537930.24,347944.23,885874.47,60.72,39.28
704,2012-12-05,153309.11,124673.14,102357.11,236463.03,0.0,75925.95,8711.01,132449.12,11337.45,14526.41,3821.65,3915.81,8496.2,11537.15,4070.05,982.57,2012,12,5,3,549518.7000000001,343057.06,892575.76,61.57,38.43
705,2012-12-06,168056.55,127069.67,85001.7,120333.52,0.0,81535.44,8266.96,132462.35,11840.15,10095.88,1208.6,3046.39,9520.98,7065.11,4052.77,1092.51,2012,12,6,4,544542.48,226106.10000000003,770648.5800000001,70.66,29.34
706,2012-12-07,177244.96,142856.81,100760.86,137497.79,0.0,87766.5,8301.74,132091.85,11073.48,8076.66,1731.63,3551.7,9353.66,5405.67,4383.94,1294.47,2012,12,7,5,583951.19,247440.53000000003,831391.72,70.24,29.76
707,2012-12-08,161627.7,61550.23,84207.92,217157.6,0.0,60909.7,8231.77,132089.05,10567.89,16474.39,4880.92,2720.04,7406.16,4000.54,4721.84,1569.84,2012,12,8,6,466555.25,311560.34,778115.5900000001,59.96,40.04
708,2012-12-09,171427.3,112987.48,85144.08,72829.93,0.0,65848.28,8122.31,132118.41,10239.67,18578.39,6612.41,2023.4,6784.09,11108.85,5113.41,2164.79,2012,12,9,7,534829.3300000001,176273.47000000003,711102.8,75.21,24.79
709,2012-12-10,205355.78,184531.05,102251.71,99684.16,0.0,82219.07,8140.96,132080.74,9498.0,13845.29,3563.64,2799.16,7294.95,13577.04,5257.6,2307.36,2012,12,10,1,661288.99,211117.52000000002,872406.51,75.8,24.2
710,2012-12-11,218255.68,218773.34,100564.35,57467.18,0.0,90913.38,8339.95,132425.81,10008.38,15817.42,6427.15,3610.65,6632.12,12465.35,5230.85,2328.3,2012,12,11,2,706298.0999999999,182961.81,889259.9099999999,79.43,20.57
711,2012-12-12,230456.18,227062.28,100142.42,62413.71,0.0,90183.97,8758.42,138397.93,10778.81,11986.74,3029.26,2443.85,7106.48,4569.33,5277.83,2194.21,2012,12,12,3,724214.7199999999,180586.69999999998,904801.4199999998,80.04,19.96
712,2012-12-13,219929.2,113376.7,99834.3,211135.61,0.0,64130.66,8434.6,144371.23,11011.73,10783.2,3458.24,2977.39,6504.21,4094.0,5170.61,2028.45,2012,12,13,4,604692.24,302547.89,907240.13,66.65,33.35
713,2012-12-14,135650.46,65207.16,99792.9,322043.7,0.0,70396.39,8276.25,136435.25,10595.1,4907.43,1544.84,2790.81,6884.23,11024.41,5036.25,1970.3,2012,12,14,5,471097.72,411457.76,882555.48,53.38,46.62
714,2012-12-15,77890.1,47270.8,81834.49,307775.38,0.0,79640.58,8267.62,139227.57,11062.37,6776.57,1295.14,2568.12,5921.02,9391.12,5194.92,2010.42,2012,12,15,6,377565.76,408560.46,786126.22,48.03,51.97
715,2012-12-16,48995.7,49276.53,80193.55,274593.63,0.0,73695.05,7889.69,152622.64,10685.36,8238.27,2115.46,3044.02,5839.86,15010.71,5007.85,1996.29,2012,12,16,7,367880.55,371324.06,739204.61,49.77,50.23
716,2012-12-17,131424.51,104089.21,98701.91,212394.49,0.0,90874.43,8147.31,145284.56,10292.32,8206.44,1253.82,3884.98,6840.1,10291.37,5271.67,2303.16,2012,12,17,1,513935.61999999994,325324.66,839260.2799999999,61.24,38.76
717,2012-12-18,184777.36,106173.36,98795.36,138667.85,0.0,104917.87,8089.24,145443.63,11418.23,9264.47,2614.73,3308.66,6835.68,12234.49,5469.43,2348.19,2012,12,18,2,571127.2100000001,269231.33999999997,840358.55,67.96,32.04
718,2012-12-19,181003.02,113038.01,100209.31,125660.88,0.0,106652.94,8123.63,145649.9,11953.27,9150.34,1976.6,3073.33,7010.57,12204.85,5525.57,2339.03,2012,12,19,3,575838.1899999998,257733.06,833571.2499999998,69.08,30.92
719,2012-12-20,95323.0,60329.69,98433.0,270496.15,0.0,97628.91,8424.66,145674.87,12318.9,9024.99,3015.86,2858.43,6773.18,14444.82,5507.39,2338.85,2012,12,20,4,437769.04,394823.66000000003,832592.7,52.58,47.42
720,2012-12-21,74538.35,50307.78,98084.96,270747.81,0.0,96778.94,8390.19,145330.7,12482.93,10680.12,2801.47,2244.52,7722.36,16190.6,4878.55,2228.69,2012,12,21,5,407688.01,395719.95999999996,803407.97,50.74,49.26
721,2012-12-22,78136.85,56723.26,79590.92,154272.59,0.0,110909.7,8343.04,145249.04,12604.77,13613.47,6215.34,2075.15,7805.46,13299.02,4531.48,2283.66,2012,12,22,6,395754.2200000001,299899.52999999997,695653.75,56.89,43.11
722,2012-12-23,49675.23,77861.97,79024.09,119453.34,0.0,100103.19,7932.07,145698.47,12331.09,16321.39,5718.58,1968.37,7761.5,10914.7,4441.91,2192.2,2012,12,23,7,385278.31,256119.79,641398.1,60.07,39.93
723,2012-12-24,34031.06,61287.77,84013.08,191849.68,0.0,85972.69,8619.85,145716.04,11965.24,16963.42,6989.58,2757.26,7702.82,16129.51,3947.69,2117.59,2012,12,24,1,364205.08,315858.2,680063.28,53.55,46.45
724,2012-12-25,25896.31,76634.08,63987.69,165159.83,0.0,84491.65,8253.61,145738.22,11750.61,6369.73,1714.76,1362.78,5484.88,11261.3,3958.43,2149.64,2012,12,25,2,342577.30000000005,271636.22,614213.52,55.77,44.23
725,2012-12-26,53283.64,63733.03,87775.23,168235.61,0.0,98677.64,9051.25,145811.62,11798.21,18137.99,7400.71,2281.37,6977.59,13535.06,3796.74,1836.83,2012,12,26,3,386245.53,306086.99000000005,692332.52,55.79,44.21
726,2012-12-27,56940.65,74527.51,94312.8,164120.44,0.0,115911.74,9011.54,146073.58,12162.31,17049.87,6701.61,2623.91,6815.52,16111.84,3853.72,1785.47,2012,12,27,4,410271.07,317731.43999999994,728002.51,56.36,43.64
727,2012-12-28,70987.3,81908.48,95887.29,110477.45,0.0,120169.03,8940.61,146103.11,12305.76,18284.25,8703.37,2759.83,7832.41,12147.01,4094.33,2012.12,2012,12,28,5,430660.37,271951.98,702612.35,61.29,38.71
728,2012-12-29,50793.11,58105.45,79192.2,221470.66,0.0,75025.8,9103.38,146128.67,12244.83,13881.62,4051.82,2121.06,7269.32,7187.05,4304.03,2156.17,2012,12,29,6,364204.2700000001,328830.9,693035.1700000002,52.55,47.45
729,2012-12-30,51408.67,80567.07,78178.47,136474.46,0.0,91135.82,8656.48,146033.51,12021.09,14545.68,5768.28,2078.64,6620.67,15455.93,4266.0,2163.66,2012,12,30,7,393265.44,262108.99,655374.4299999999,60.01,39.99
730,2012-12-31,46564.53,75528.91,85675.21,156967.77,0.0,105276.08,9276.9,146038.95,11332.14,10916.09,2158.94,2724.13,7775.56,11863.18,3419.49,1753.39,2012,12,31,1,388866.86,288404.41000000003,677271.27,57.42,42.58
731,2013-01-01,31647.91,87755.01,64941.43,159736.16,0.0,66558.82,8505.17,145775.23,11133.88,10311.54,982.07,1685.34,5622.89,12477.9,3378.72,1588.42,2013,1,1,2,361789.60000000003,250310.89000000004,612100.4900000001,59.11,40.89
732,2013-01-02,61018.32,91926.85,93396.36,208335.95,0.0,80201.73,9294.54,146012.58,11299.79,14866.83,3334.94,2144.47,6730.05,10361.05,3327.52,1596.42,2013,1,2,3,424211.74,319635.66,743847.3999999999,57.03,42.97
733,2013-01-03,114453.21,118551.91,99402.4,120064.7,0.0,84810.29,9364.0,145876.6,11582.6,19324.72,8319.35,2064.87,6925.73,12159.58,3932.83,1630.48,2013,1,3,4,512731.13,245732.14,758463.27,67.6,32.4
734,2013-01-04,139215.98,126845.55,101965.32,74322.62,0.0,88815.61,9600.97,145682.28,11444.62,20307.62,8700.48,1932.31,7285.8,10395.21,3646.46,1475.89,2013,1,4,5,546569.88,205066.84,751636.72,72.72,27.28
735,2013-01-05,128957.56,86409.57,82650.15,114679.54,0.0,70184.39,9120.6,145309.06,11494.89,20332.37,8075.14,2050.52,7449.49,3350.23,4348.91,1577.33,2013,1,5,6,469646.08999999997,226343.66,695989.75,67.48,32.52
736,2013-01-06,120781.43,91952.03,80148.91,75510.73,0.0,61974.12,8808.45,145304.89,11315.85,19400.8,6653.34,1470.17,6373.37,5023.06,4342.33,1546.13,2013,1,6,7,464204.64,176400.97,640605.61,72.46,27.54
737,2013-01-07,154942.28,137831.61,98587.0,51039.32,0.0,86838.05,9030.95,145276.96,11405.63,15058.11,3541.54,1871.46,7036.04,14100.57,4381.45,1580.68,2013,1,7,1,573058.32,169463.33,742521.6499999999,77.18,22.82
738,2013-01-08,177131.47,167699.88,101090.34,62994.23,0.0,97646.26,9086.35,145249.55,11544.34,13906.81,2301.0,2130.39,7453.75,10078.77,4674.17,1619.51,2013,1,8,2,624594.6699999999,190012.15,814606.82,76.67,23.33
739,2013-01-09,169933.13,136819.85,101606.33,147055.13,0.0,78444.69,9074.05,145213.79,11551.98,10624.94,2252.07,2172.56,6994.14,6670.69,4860.89,1767.2,2013,1,9,3,583345.43,251696.01000000004,835041.4400000001,69.86,30.14
740,2013-01-10,163858.08,124310.89,101146.9,172648.9,0.0,76279.14,9025.95,145261.57,11678.89,12408.53,2312.1,1906.82,7024.1,6447.16,5191.48,2140.86,2013,1,10,4,564172.95,277468.42,841641.3699999999,67.03,32.97
741,2013-01-11,170259.83,146608.21,102271.39,124861.06,0.0,65667.03,8633.91,150287.62,11967.29,14005.65,2871.42,2395.97,6138.25,2575.01,5150.99,2131.63,2013,1,11,5,594321.1799999999,221504.08000000002,815825.26,72.85,27.15
742,2013-01-12,126593.81,62027.66,83790.44,207437.87,0.0,54487.01,8694.35,155922.55,12103.62,11902.6,1494.63,2041.57,5722.37,5731.78,5207.72,2098.44,2013,1,12,6,455732.25,289524.17,745256.4199999999,61.15,38.85
743,2013-01-13,82711.04,44808.52,84452.46,272356.47,0.0,47376.07,8532.16,152895.97,12267.96,14596.54,3385.89,1422.98,6521.92,8480.16,5068.19,2101.72,2013,1,13,7,394893.39999999997,352084.64999999997,746978.0499999999,52.87,47.13
744,2013-01-14,104300.59,123083.93,103089.47,234951.29,0.0,63435.74,8765.4,145305.32,12262.83,16482.51,6899.19,1789.43,6220.84,10802.62,5242.59,2113.17,2013,1,14,1,508600.19000000006,336144.73000000004,844744.9200000002,60.21,39.79
745,2013-01-15,109213.96,107116.84,102086.39,279391.17,0.0,66616.77,9022.63,145721.02,11961.92,14270.5,4064.73,2045.33,6390.4,12509.1,4927.85,1980.96,2013,1,15,2,499033.51999999996,378286.05,877319.57,56.88,43.12
746,2013-01-16,92322.19,80956.05,100991.12,344055.27,0.0,80065.64,9123.03,145143.77,11666.19,5196.92,249.15,1753.74,7039.92,15024.13,5099.78,2088.94,2013,1,16,3,457453.73000000004,443322.11000000004,900775.8400000001,50.78,49.22
747,2013-01-17,94191.38,89214.93,98943.8,299172.55,0.0,90846.15,9403.15,145094.12,11857.86,12777.06,1554.57,1965.58,6294.73,11869.84,5177.33,2186.99,2013,1,17,4,462154.86000000004,418395.17999999993,880550.04,52.48,47.52
748,2013-01-18,88166.03,63398.21,99347.74,313654.94,0.0,99477.61,8972.16,145461.01,11868.53,5204.05,697.78,2004.13,6753.42,9029.22,5131.13,2081.32,2013,1,18,5,428263.05,432984.23000000004,861247.28,49.73,50.27
