,fecha,Carbon_NR,CicloCombinado_NR,Cogeneracion_NR,Eolica_R,Hidroeolica_R,Hidraulica_R,MotorDiesel_NR,Nuclear_NR,OtrasRenovables_R,SolarFotovoltaica_R,SolarTermica_R,TurbinaGas_NR,TurbinaVapor_NR,TurbinaBombeo_NR,ResiduosNoRenov_NR,ResiduosRenov_R,Año,Mes,Dia,DiaSemana,SumaGeneracion_NoRenovables,SumaGeneracion_Renovables,SumaGeneracionTotal,Porcentaje_NoRenovable,Porcentaje_Renovable
2739,2018-07-02,120565.75,75201.12,78585.55,65315.3,67.78,118577.53,9643.67,143093.93,10280.16,28308.44,14961.57,3620.55,7190.39,1331.3,6917.15,2499.24,2018,7,2,1,446149.41,240010.02,686159.4299999999,65.02,34.98
2740,2018-07-03,136092.15,81758.06,78330.19,47020.8,119.75,142679.82,9551.5,143052.29,10198.83,31244.57,26046.55,3229.89,6996.69,3177.65,6767.32,2463.54,2018,7,3,2,468955.7400000001,259773.86,728729.6000000001,64.35,35.65
2741,2018-07-04,126542.99,83753.6,78102.78,118169.67,126.41,107367.81,9365.93,142902.33,9996.55,31277.22,25943.28,3194.06,6701.6,607.76,6354.95,2450.31,2018,7,4,3,457526.0,295331.25000000006,752857.25,60.77,39.23
2742,2018-07-05,117297.49,70887.67,79758.85,97470.37,125.83,113401.78,9156.8,142978.55,10116.91,31632.91,28593.92,3580.17,6605.01,591.68,6749.37,2685.9,2018,7,5,4,437605.58999999997,284027.62,721633.21,60.64,39.36
2743,2018-07-06,116576.02,75058.43,81253.03,65391.23,119.24,117177.0,9050.55,142917.46,10495.57,30621.63,28345.67,3637.56,6645.22,1110.46,7195.52,2710.24,2018,7,6,5,443444.25,254860.58000000002,698304.8300000001,63.5,36.5
2744,2018-07-07,95479.79,64104.95,78178.08,89634.71,118.85,76956.24,8672.81,142761.31,10444.63,28866.74,27565.49,3764.8,6020.53,194.22,7396.89,2776.24,2018,7,7,6,406573.38,236362.9,642936.28,63.24,36.76
2745,2018-07-08,79797.74,61457.87,74956.87,86687.07,116.29,69250.4,8413.1,142291.38,10339.6,30275.49,30624.94,3147.98,5736.06,2643.21,7259.95,2712.08,2018,7,8,7,385704.16000000003,230005.87,615710.03,62.64,37.36
2746,2018-07-09,112757.36,93759.7,79071.14,105599.79,109.49,101272.64,9826.22,142392.85,10193.45,30840.2,31878.18,3719.25,6964.14,967.6,7029.84,2710.8,2018,7,9,1,456488.10000000003,282604.55,739092.65,61.76,38.24
2747,2018-07-10,136824.58,87821.94,79366.72,96724.62,135.74,111480.91,9283.6,142385.42,10162.45,31107.45,30233.64,4026.7,6955.27,1580.84,6634.21,2713.42,2018,7,10,2,474879.2800000001,282558.23000000004,757437.5100000001,62.7,37.3
2748,2018-07-11,135564.45,80839.84,79693.51,118316.87,129.84,111544.56,9624.61,142426.05,10361.09,28276.17,25268.1,3917.49,7072.79,3693.19,6810.52,2735.05,2018,7,11,3,469642.44999999995,296631.67999999993,766274.1299999999,61.29,38.71
2749,2018-07-12,139640.67,105292.92,79999.93,68432.75,129.18,108960.65,9175.93,138952.75,10323.51,29262.33,23042.38,4127.59,6878.45,536.07,7081.07,2727.81,2018,7,12,4,491685.38000000006,242878.61,734563.99,66.94,33.06
2750,2018-07-13,136065.6,84342.66,81890.8,103689.83,125.99,97414.9,9325.41,141651.74,10220.43,28139.79,24909.82,3808.08,7321.73,544.3,7268.13,2725.38,2018,7,13,5,472218.44999999995,267226.14,739444.59,63.86,36.14
2751,2018-07-14,134024.33,64254.53,77578.35,59981.22,93.23,82569.89,9749.71,142404.8,10657.79,31429.87,26963.4,3832.3,6000.27,24.91,6933.54,2622.45,2018,7,14,6,444802.73999999993,214317.85,659120.59,67.48,32.52
2752,2018-07-15,110890.46,54596.06,74680.95,82015.71,116.79,69974.46,8457.99,142581.31,10374.85,29119.48,21856.68,3234.58,5535.32,91.3,6862.21,2436.78,2018,7,15,7,406930.18000000005,215894.75000000003,622824.93,65.34,34.66
2753,2018-07-16,116038.71,65100.54,80145.33,155978.38,127.79,76680.9,9317.6,142523.83,9546.35,30604.44,26620.77,3566.43,6714.35,632.7,6691.89,2237.51,2018,7,16,1,430731.38,301796.14,732527.52,58.8,41.2
2754,2018-07-17,134392.4,70685.93,79785.35,84392.71,131.04,104338.37,9643.42,142736.37,9358.85,31319.42,29761.25,3863.65,6741.37,5952.29,6277.16,1951.03,2018,7,17,2,460077.93999999994,261252.67,721330.61,63.78,36.22
2755,2018-07-18,133775.55,68563.45,78572.42,98412.69,130.6,116704.41,10061.49,142594.66,9781.33,30156.05,28630.76,3435.02,6592.5,6195.3,6719.23,2316.87,2018,7,18,3,456509.61999999994,286132.70999999996,742642.3299999998,61.47,38.53
2756,2018-07-19,134857.62,80851.85,79281.81,78652.03,128.62,113373.41,9784.01,142544.78,10263.99,31034.55,29358.22,3862.42,7058.68,394.34,6739.56,2550.21,2018,7,19,4,465375.07000000007,265361.02999999997,730736.1000000001,63.69,36.31
2757,2018-07-20,126024.78,64001.79,81232.14,125179.88,136.33,92007.9,9870.86,142731.51,10868.03,28343.58,28038.81,4635.78,7157.34,333.3,7161.68,2745.19,2018,7,20,5,443149.18000000005,287319.72,730468.9,60.67,39.33
2758,2018-07-21,92352.41,64270.97,76873.45,72609.9,120.83,82645.85,9461.9,145855.81,10980.67,28696.28,29930.1,3689.52,6138.32,394.17,7325.4,2732.39,2018,7,21,6,406361.95000000007,227716.02000000005,634077.9700000001,64.09,35.91
2759,2018-07-22,84382.03,56810.36,74729.95,70951.49,115.61,75644.93,8376.84,151608.06,10607.28,28927.39,29321.16,2995.08,5938.3,0.0,7166.55,2713.99,2018,7,22,7,392007.17,218281.85,610289.02,64.23,35.77
2760,2018-07-23,127347.02,84794.29,79269.63,63001.13,124.4,111789.53,9858.75,158298.73,10667.92,31348.87,29928.73,3657.13,6846.53,1492.65,7082.25,2705.55,2018,7,23,1,478646.9800000001,249566.13,728213.1100000001,65.73,34.27
2761,2018-07-24,148528.86,105867.29,81085.83,53827.42,131.46,112360.32,9776.22,156354.44,10746.76,31300.32,30007.9,4147.52,7138.77,1306.76,6982.94,2588.21,2018,7,24,2,521188.63,240962.39,762151.02,68.38,31.62
2762,2018-07-25,147014.2,97724.58,80446.69,57677.65,133.98,104771.61,10165.45,142455.42,10730.31,31125.28,31199.53,3612.22,7016.44,0.0,6908.56,2413.84,2018,7,25,3,495343.56000000006,238052.19999999998,733395.76,67.54,32.46
2763,2018-07-26,146702.25,115536.93,81380.31,50725.95,135.69,101007.31,10011.56,142409.71,11093.29,30452.7,29026.54,4235.74,7373.54,102.89,7004.43,2450.44,2018,7,26,4,514757.36,224891.92000000004,739649.28,69.59,30.41
2764,2018-07-27,128999.26,114076.18,82467.45,75039.05,129.79,99916.76,9875.84,140051.23,11041.69,30279.55,31122.45,3821.33,6982.96,44.51,6982.93,2443.81,2018,7,27,5,493301.6900000001,249973.09999999998,743274.79,66.37,33.63
2765,2018-07-28,88925.52,79749.67,77999.79,70918.13,118.58,93101.2,9776.79,131397.32,11299.68,31261.06,32117.42,4212.94,6144.33,83.97,7009.53,2441.94,2018,7,28,6,405299.86,241258.01,646557.87,62.69,37.31
2766,2018-07-29,80891.02,57451.96,74357.0,104691.38,116.39,64913.18,9902.53,138143.01,10905.04,31325.66,31382.68,3085.47,6049.27,194.55,6573.21,2438.96,2018,7,29,7,376648.02,245773.29,622421.31,60.51,39.49
2767,2018-07-30,115842.4,120341.21,77688.05,80817.57,124.29,76807.68,10578.88,150699.43,10759.57,31013.93,31233.05,4045.58,7138.43,190.08,6722.62,2722.3,2018,7,30,1,493246.68,233478.38999999996,726725.07,67.87,32.13
2768,2018-07-31,137693.94,130168.81,77868.55,61462.36,127.48,75563.33,10251.81,164719.77,10964.06,30358.44,31763.39,4422.49,6925.46,195.63,6928.38,2738.97,2018,7,31,2,539174.84,212978.03,752152.87,71.68,28.32
2769,2018-08-01,135132.19,107530.23,77686.35,111706.74,133.69,79352.83,10013.54,167063.45,10486.96,29558.37,27970.56,4292.11,7661.15,611.97,7085.77,2664.62,2018,8,1,3,517076.76,261873.77,778950.53,66.38,33.62
2770,2018-08-02,144944.64,140338.82,78230.13,91143.93,96.68,90653.23,11031.62,166675.25,10171.34,28747.58,21589.43,4404.23,8326.12,3423.64,6825.67,2541.63,2018,8,2,4,564200.12,244943.81999999995,809143.94,69.73,30.27
2771,2018-08-03,153905.72,166672.79,79317.06,77451.3,29.96,102171.0,11246.61,166428.65,9297.76,27959.15,20290.0,4149.13,8256.36,3296.71,6831.99,2610.08,2018,8,3,5,600105.0199999999,239809.25,839914.2699999999,71.45,28.55
2772,2018-08-04,141547.07,91557.0,73822.25,96036.19,66.07,76985.7,10833.73,157658.74,9164.97,28142.95,18332.68,4228.11,6332.43,102.26,7226.07,2624.35,2018,8,4,6,493307.66,231352.91000000003,724660.5700000001,68.07,31.93
2773,2018-08-05,138116.35,82534.38,70806.04,82210.02,82.12,67388.17,10682.46,151887.74,9653.24,28486.21,21548.32,3494.31,5341.02,120.46,7089.67,2626.39,2018,8,5,7,470072.43000000005,211994.47,682066.9,68.92,31.08
2774,2018-08-06,159435.55,165610.19,72932.76,62843.44,134.59,84071.47,11252.02,156577.53,10042.49,26824.35,19695.54,4395.22,6542.15,551.35,6936.37,2583.22,2018,8,6,1,584233.14,206195.1,790428.24,73.91,26.09
2775,2018-08-07,149388.67,143225.86,74231.23,106189.03,128.37,70226.22,11460.6,166085.9,9773.64,26232.25,17734.66,4008.59,5735.13,30.85,7004.48,2604.4,2018,8,7,2,561171.3099999999,232888.57,794059.8799999999,70.67,29.33
2776,2018-08-08,144374.72,113411.93,75118.61,107456.28,132.4,64579.18,10767.51,166347.47,10436.68,27086.19,20945.36,4127.39,5584.8,837.63,6860.22,2639.38,2018,8,8,3,527430.28,233275.46999999997,760705.75,69.33,30.67
2777,2018-08-09,118330.74,78667.31,76498.72,130741.58,133.48,59523.17,10597.98,166438.19,10091.09,28705.11,26795.4,3891.38,5661.9,2656.6,6863.8,2626.74,2018,8,9,4,469606.62,258616.56999999998,728223.19,64.49,35.51
2778,2018-08-10,114212.9,88999.06,79748.51,105526.64,126.89,50896.58,10572.49,166974.7,9702.91,27902.22,28298.7,3788.02,6846.42,1399.09,7190.24,2653.98,2018,8,10,5,479731.43,225107.92,704839.35,68.06,31.94
2779,2018-08-11,104874.64,69360.84,73833.85,80156.3,116.62,62180.21,10428.92,166591.68,9754.65,27374.97,25327.85,3647.28,6487.94,493.9,6953.4,2610.77,2018,8,11,6,442672.45000000007,207521.37,650193.8200000001,68.08,31.92
2780,2018-08-12,97371.46,63799.6,71045.85,94137.84,123.5,52607.54,9881.55,166340.3,9908.91,25721.89,24189.0,3286.41,5488.49,728.51,7008.21,2679.88,2018,8,12,7,424950.38,209368.56,634318.94,66.99,33.01
2781,2018-08-13,106301.19,116453.74,75702.9,73736.71,96.49,56319.13,10784.44,166575.1,10080.38,28577.54,25816.62,4440.15,6855.99,360.64,7004.86,2630.41,2018,8,13,1,494479.01,197257.28000000003,691736.29,71.48,28.52
2782,2018-08-14,89082.08,67810.15,77351.63,144490.45,68.92,53157.24,10928.77,166967.83,10312.55,29273.27,29192.06,4848.67,7053.53,2846.96,6725.41,2511.51,2018,8,14,2,433615.02999999997,269006.0,702621.03,61.71,38.29
2783,2018-08-15,80932.57,49806.48,74935.77,94213.99,92.58,57678.39,10007.3,166600.29,10745.81,27778.96,27320.1,3923.09,6263.99,1482.33,7008.31,2637.44,2018,8,15,3,400960.13000000006,220467.27000000002,621427.4000000001,64.52,35.48
2784,2018-08-16,95639.22,103393.74,76106.48,84310.14,134.13,65935.92,10110.65,166399.41,10740.62,22549.91,21415.11,3466.51,6317.44,933.97,6538.55,2561.47,2018,8,16,4,468905.97,207647.30000000002,676553.27,69.31,30.69
2785,2018-08-17,73501.53,57194.75,77178.72,163871.39,116.38,51859.53,10186.89,166932.5,11061.39,25224.68,21278.32,2759.86,6321.08,2568.29,6904.44,2653.01,2018,8,17,5,403548.06,276064.7,679612.76,59.38,40.62
2786,2018-08-18,54109.57,37961.53,73582.23,173092.04,95.24,53270.16,10066.98,167032.09,10965.4,26488.31,22100.07,3156.52,7380.57,3216.31,6909.77,2625.83,2018,8,18,6,363415.57000000007,288637.05000000005,652052.6200000001,55.73,44.27
2787,2018-08-19,53638.3,38784.07,70514.53,138927.27,92.71,52576.95,9950.77,167005.04,10636.35,27834.56,23827.69,2669.27,6288.57,1364.44,6892.21,2644.08,2018,8,19,7,357107.2,256539.61,613646.81,58.19,41.81
2788,2018-08-20,90534.54,64731.94,74366.85,133239.32,79.33,83064.0,10534.68,166914.67,10293.09,29156.2,21692.29,3810.39,8372.34,7956.69,6502.89,2603.78,2018,8,20,1,433724.99000000005,280128.01,713853.0,60.76,39.24
2789,2018-08-21,133460.07,128408.47,75937.45,84518.6,35.93,80630.64,11090.7,167083.91,10668.65,28640.24,23510.01,3710.59,8637.94,1647.87,6478.51,2531.23,2018,8,21,2,536455.51,230535.3,766990.81,69.94,30.06
2790,2018-08-22,156073.23,156167.7,76430.11,49819.58,5.82,81705.28,10704.94,167017.6,10263.81,26364.11,20415.26,4046.3,8680.22,2027.26,6511.77,2487.94,2018,8,22,3,587659.1300000001,191061.8,778720.9300000002,75.46,24.54
2791,2018-08-23,152498.23,130225.18,77487.88,63604.73,2.77,82506.53,10993.22,166881.04,10624.28,25689.92,20372.48,3899.09,8108.25,1166.75,6685.09,2610.53,2018,8,23,4,557944.73,205411.24,763355.97,73.09,26.91
2792,2018-08-24,143003.7,72456.16,79190.55,114597.65,22.55,64284.37,10699.36,167013.34,10739.09,28020.2,20042.2,3921.87,7541.87,196.09,6895.4,2640.3,2018,8,24,5,490918.34,240346.36000000002,731264.7000000001,67.13,32.87
2793,2018-08-25,92290.66,50909.44,76498.8,110128.05,4.33,45267.87,10864.97,167005.18,10597.13,27835.82,21734.86,3148.43,7581.83,920.57,6984.49,2645.36,2018,8,25,6,416204.37000000005,218213.41999999998,634417.79,65.6,34.4
2794,2018-08-26,100188.81,48161.95,74900.87,56115.85,59.14,47702.93,10385.36,167183.54,9831.02,28636.61,24900.59,2307.64,5905.97,1582.87,6784.02,2643.1,2018,8,26,7,417401.03,169889.24,587290.27,71.07,28.93
2795,2018-08-27,147388.71,103933.43,78714.76,71919.51,92.39,80675.87,11034.05,166724.72,9579.15,25572.01,13846.67,2973.45,7328.32,9965.84,6448.44,2585.34,2018,8,27,1,534511.7199999999,204270.94,738782.6599999999,72.35,27.65
2796,2018-08-28,147448.79,104106.48,79466.92,127389.62,135.32,74938.17,10580.11,166542.38,9730.45,25551.99,18077.8,3561.98,7296.77,5554.68,6812.18,2652.87,2018,8,28,2,531370.29,258476.21999999997,789846.51,67.28,32.72
2797,2018-08-29,146734.08,127011.45,80424.14,81574.38,141.37,70199.37,10683.65,166998.82,10576.91,27780.55,19579.13,3039.43,6846.88,913.91,6475.68,2672.83,2018,8,29,3,549128.0400000002,212524.53999999998,761652.5800000001,72.1,27.9
2798,2018-08-30,143157.72,120407.81,80660.92,95746.53,140.3,79198.11,10269.32,166908.54,10647.7,26820.6,19973.37,3139.84,6908.27,389.42,5689.25,2693.3,2018,8,30,4,537531.0900000001,235219.91,772751.0000000001,69.56,30.44
2799,2018-08-31,145558.49,87673.36,82087.38,125789.58,139.29,63990.96,10682.69,166869.31,10828.46,26958.01,20745.87,3046.47,6990.24,651.76,5963.69,2691.66,2018,8,31,5,509523.38999999996,251143.83,760667.22,66.98,33.02
2800,2018-09-01,111547.77,43192.14,76714.6,118502.6,108.02,51632.31,10585.63,166799.83,10653.71,27602.86,19305.06,3118.38,6994.35,1906.0,6163.53,2771.19,2018,9,1,6,427022.23,230575.75,657597.98,64.94,35.06
2801,2018-09-02,116365.71,40293.96,75777.59,79531.0,82.5,64154.55,10238.93,166454.25,10701.37,25907.2,12111.66,2728.88,5991.71,3688.4,5933.74,2679.87,2018,9,2,7,427473.17000000004,195168.15,622641.3200000001,68.65,31.35
2802,2018-09-03,138368.61,110283.05,79116.99,113011.35,126.45,74821.53,10642.68,166531.01,10842.28,20593.97,8952.63,3609.04,6725.1,2680.58,5985.42,2538.62,2018,9,3,1,523942.4799999999,230886.83000000002,754829.3099999999,69.41,30.59
2803,2018-09-04,155504.0,120160.15,79612.05,102863.68,139.17,69297.95,10271.98,166226.42,11014.98,25978.33,15557.8,3949.69,6799.58,900.66,5815.02,2375.14,2018,9,4,2,549239.5499999999,227227.05,776466.5999999999,70.74,29.26
2804,2018-09-05,163342.8,131811.68,80952.98,85587.34,136.46,68608.83,9589.75,166518.76,10843.45,22341.02,9529.26,4704.93,6933.76,989.39,5678.94,2384.72,2018,9,5,3,570522.99,199431.08000000002,769954.0700000001,74.1,25.9
2805,2018-09-06,162534.68,96417.26,82258.2,108365.37,103.7,57923.8,9598.31,167109.14,11286.54,25546.58,18289.58,5220.28,6957.94,1166.45,6161.79,2619.28,2018,9,6,4,537424.05,224134.85,761558.9,70.57,29.43
2806,2018-09-07,144899.71,94861.26,84038.6,111142.68,89.31,56126.55,9910.62,167154.62,11344.16,25268.7,15619.55,3394.65,6813.87,896.68,7116.79,2655.88,2018,9,7,5,519086.79999999993,222246.83,741333.6299999999,70.02,29.98
2807,2018-09-08,135038.05,50463.03,78062.02,71863.87,84.74,60470.99,10060.87,167160.25,10737.13,15940.43,4259.21,2561.89,4272.73,398.4,6976.52,2752.6,2018,9,8,6,454993.76,166108.97,621102.73,73.26,26.74
2808,2018-09-09,135518.16,54236.2,75992.24,38613.58,81.14,50718.74,9445.84,167045.66,10342.91,19200.41,8378.71,2261.48,3997.82,486.14,7164.37,2633.13,2018,9,9,7,456147.91,129968.62,586116.53,77.83,22.17
2809,2018-09-10,135742.91,90445.79,79646.13,70262.28,96.93,66236.7,9792.52,166733.36,10376.68,25119.33,18857.01,3346.1,5043.45,421.82,6819.9,2627.76,2018,9,10,1,497991.98000000004,193576.69,691568.67,72.01,27.99
2810,2018-09-11,149949.55,54524.26,80925.44,79823.57,94.38,83536.2,9818.72,167071.14,10580.37,22764.68,17544.32,4260.48,5320.39,659.53,7015.62,2630.82,2018,9,11,2,479545.13,216974.34000000003,696519.47,68.85,31.15
2811,2018-09-12,161076.9,89730.4,83069.94,47276.94,47.22,94482.67,9761.39,167190.67,10779.48,22649.0,15406.81,5042.93,5660.99,4349.67,7173.78,2626.98,2018,9,12,3,533056.67,193269.10000000003,726325.77,73.39,26.61
2812,2018-09-13,156262.48,115123.32,82244.43,63337.27,6.45,91334.72,10623.72,167372.27,10235.87,26327.95,16954.09,4240.62,5803.24,2198.5,7142.33,2592.34,2018,9,13,4,551010.9099999999,210788.69,761799.5999999999,72.33,27.67
2813,2018-09-14,153996.92,110820.46,83437.33,76534.59,2.92,76170.38,10846.54,167099.7,9960.59,21984.57,6959.71,3246.93,5886.15,162.49,7001.68,2624.59,2018,9,14,5,542498.2000000001,194237.35,736735.55,73.64,26.36
2814,2018-09-15,143356.17,73108.33,80049.1,60494.32,37.95,54782.73,10353.42,167252.71,10028.13,19724.17,11314.47,2730.26,6267.77,145.13,7132.07,2676.12,2018,9,15,6,490394.96,159057.88999999998,649452.85,75.51,24.49
2815,2018-09-16,145451.92,51261.37,77855.27,38190.47,60.95,48028.52,9868.51,167256.66,10233.37,25579.87,18972.49,2123.9,5272.84,227.74,7244.18,2625.86,2018,9,16,7,466562.39,143691.52999999997,610253.9199999999,76.45,23.55
2816,2018-09-17,150867.72,108444.11,79228.13,95428.34,49.67,53823.2,10215.86,167168.04,10319.38,20735.44,11821.57,3825.83,6071.5,694.81,6962.28,2584.99,2018,9,17,1,533478.28,194762.59,728240.87,73.26,26.74
2817,2018-09-18,164645.33,126756.59,80810.61,29465.64,32.82,67752.41,9691.7,165766.06,10814.68,23211.5,15733.72,4329.17,6338.7,285.15,6787.6,2603.29,2018,9,18,2,565410.91,149614.06,715024.97,79.08,20.92
2818,2018-09-19,169580.93,114358.94,81988.09,17695.45,26.92,92035.06,9876.31,167269.89,10984.57,25574.75,17049.37,4162.23,6531.69,512.44,7057.52,2631.59,2018,9,19,3,561338.0399999998,165997.71,727335.7499999998,77.18,22.82
2819,2018-09-20,165357.28,108315.15,82382.74,46176.44,32.38,88247.06,9965.99,167429.04,10908.69,25666.31,17357.0,3965.4,6515.22,1162.74,6826.64,2608.11,2018,9,20,4,551920.2,190995.99,742916.19,74.29,25.71
2820,2018-09-21,157668.8,84151.67,84252.79,53556.54,72.2,81002.22,10334.26,167349.1,11159.58,25777.37,18803.66,3203.64,6349.68,481.76,7068.56,2622.19,2018,9,21,5,520860.26,192993.75999999998,713854.02,72.96,27.04
2821,2018-09-22,144243.43,84923.19,79528.65,43079.86,87.39,55264.53,10170.22,167332.53,11279.3,26664.52,19744.18,2504.88,6134.12,59.55,7029.29,2658.18,2018,9,22,6,501925.86,158777.96,660703.82,75.97,24.03
2822,2018-09-23,130889.56,55039.82,78083.92,67720.21,81.26,45314.34,10042.44,167229.7,10884.58,26984.86,21229.11,2152.19,5437.35,575.19,6845.4,2634.49,2018,9,23,7,456295.57,174848.84999999998,631144.4199999999,72.3,27.7
2823,2018-09-24,134717.39,63315.82,79656.84,205521.07,62.33,57677.55,9794.06,167024.72,10206.75,26720.76,21654.17,3457.73,7731.97,863.73,6908.61,2653.6,2018,9,24,1,473470.87,324496.23,797967.1,59.33,40.67
2824,2018-09-25,139811.49,52884.89,80183.77,163284.16,43.71,58528.86,9634.5,167598.78,10750.78,24546.41,19976.14,4056.68,7870.1,2631.61,6971.83,2675.3,2018,9,25,2,471643.65,279805.36,751449.01,62.76,37.24
2825,2018-09-26,138430.97,68277.23,80073.95,165317.47,4.4,52330.1,9925.32,167306.3,10729.06,19840.12,11203.35,3743.43,7992.73,1322.09,6144.92,2631.93,2018,9,26,3,483216.94,262056.43,745273.37,64.84,35.16
2826,2018-09-27,147630.66,89494.9,81470.71,83732.07,85.6,66847.12,9392.47,167514.71,11041.78,24775.19,17177.55,3033.58,7535.23,5889.94,6585.9,2569.82,2018,9,27,4,518548.1,206229.13,724777.23,71.55,28.45
2827,2018-09-28,150894.03,92111.78,84608.41,65906.35,107.94,61941.94,9227.94,167744.53,10386.21,26348.52,18718.01,3052.63,7686.29,821.1,6911.16,2702.9,2018,9,28,5,523057.8699999999,186111.87,709169.7399999999,73.76,26.24
2828,2018-09-29,138328.46,48254.15,80067.35,87621.6,116.48,38736.82,9280.23,167663.41,10330.1,27090.6,20562.93,2967.47,5825.01,897.88,7231.17,2744.46,2018,9,29,6,460515.12999999995,187202.99,647718.1199999999,71.1,28.9
2829,2018-09-30,113447.34,38177.03,78677.34,68592.74,64.48,39016.5,9142.5,167661.68,10479.86,25735.22,16593.88,2417.7,5844.0,1759.72,7048.11,2488.17,2018,9,30,7,424175.42,162970.85,587146.27,72.24,27.76
2830,2018-10-01,97529.25,58888.36,81880.55,227706.67,40.45,34225.22,9249.09,168006.98,10327.48,24775.98,15997.51,3834.83,7085.13,1341.02,6949.13,2486.38,2018,10,1,1,434764.34,315559.69,750324.03,57.94,42.06
2831,2018-10-02,102178.15,58278.46,79971.36,199553.63,45.62,34442.33,9219.95,168484.45,10053.21,26676.64,20259.79,3439.58,6675.14,3673.55,6435.89,2455.3,2018,10,2,2,438356.53,293486.51999999996,731843.05,59.9,40.1
2832,2018-10-03,131422.4,83377.01,80324.54,120516.75,37.33,62132.36,9236.99,168288.94,9647.72,26880.1,21569.58,3611.46,6550.58,8718.66,6520.04,2743.79,2018,10,3,3,498050.61999999994,243527.63000000003,741578.25,67.16,32.84
2833,2018-10-04,151239.38,137047.57,83437.7,54845.0,28.82,51771.7,9014.45,168290.88,9263.82,26487.92,20967.19,3550.44,7054.3,4215.17,7153.9,2786.6,2018,10,4,4,571003.79,166151.05000000002,737154.8400000001,77.46,22.54
2834,2018-10-05,142863.25,93612.78,84979.67,72462.3,9.94,50652.78,9551.68,167952.52,9553.43,25503.07,19751.24,3255.75,7271.59,1824.16,7189.84,2800.58,2018,10,5,5,518501.24000000005,180733.34,699234.5800000001,74.15,25.85
2835,2018-10-06,113448.39,47059.24,80712.22,129993.4,16.37,35686.18,9841.47,166420.88,10767.01,24477.46,19685.6,2457.09,6632.86,715.84,7417.78,2792.0,2018,10,6,6,434705.7700000001,223418.02,658123.79,66.05,33.95
2836,2018-10-07,77093.18,39896.51,78089.21,198311.57,21.71,19703.67,9573.96,166031.4,10862.5,24848.77,19283.11,1889.38,6210.71,7841.17,7240.19,2787.26,2018,10,7,7,393865.71,275818.59,669684.3,58.81,41.19
2837,2018-10-08,124804.47,111076.94,82841.38,97537.17,1.24,37228.65,9764.69,168717.42,10702.35,22790.27,19877.1,3180.82,6343.47,8593.24,7261.27,2809.91,2018,10,8,1,522583.7,190946.69,713530.39,73.24,26.76
2838,2018-10-09,148481.01,123093.39,82544.52,79054.6,1.55,39818.74,9916.64,168584.26,10600.02,18275.71,14336.17,3350.59,5436.97,7343.28,7107.16,2639.72,2018,10,9,2,555857.8200000001,164726.51000000004,720584.3300000001,77.14,22.86
2839,2018-10-10,145785.13,102530.29,81458.49,116014.57,2.67,42748.99,9664.14,168387.13,10532.59,17335.9,5436.79,3223.73,5733.5,5512.96,6950.66,2535.07,2018,10,10,3,529246.03,194606.58000000002,723852.6100000001,73.12,26.88
2840,2018-10-11,124566.39,84123.82,78568.61,178671.49,0.0,38179.18,10340.86,167935.86,10285.6,12503.39,806.07,2698.63,6040.79,5649.33,6693.55,2547.37,2018,10,11,4,486617.83999999997,242993.09999999998,729610.94,66.7,33.3
2841,2018-10-12,95484.87,53043.99,74973.32,145026.08,0.0,39076.2,9961.16,167705.12,9264.74,20077.59,6794.42,1910.21,5638.42,8558.94,6457.5,2623.51,2018,10,12,5,423733.52999999997,222862.53999999998,646596.07,65.53,34.47
2842,2018-10-13,86067.02,50113.67,76269.72,163585.07,2.41,26989.85,9897.73,167462.82,8992.65,22360.34,14693.22,2082.22,6934.23,6721.15,6848.73,2609.99,2018,10,13,6,412397.29,239233.53,651630.82,63.29,36.71
2843,2018-10-14,65799.31,39460.33,77040.16,210113.39,41.55,30155.68,9435.73,167620.96,8860.75,12398.72,4239.76,1707.42,5845.62,11406.97,6848.73,2605.28,2018,10,14,7,385165.2299999999,268415.13,653580.3599999999,58.93,41.07
2844,2018-10-15,120503.3,109209.77,81875.17,150404.85,91.1,48912.82,8872.72,168978.24,8917.72,14347.9,1278.17,2208.04,6729.93,8974.33,6897.81,2500.55,2018,10,15,1,514249.30999999994,226453.11000000002,740702.4199999999,69.43,30.57
2845,2018-10-16,148891.55,170053.88,82344.59,20175.18,84.11,78503.17,9734.18,169157.46,8992.42,19247.29,6220.29,1954.21,6487.06,11247.25,7156.49,2567.75,2018,10,16,2,607026.67,135790.21,742816.88,81.72,18.28
2846,2018-10-17,153123.2,146664.43,82780.01,18633.68,78.8,74167.92,9747.06,169096.68,8659.16,23293.6,16057.28,2055.62,5992.61,13450.42,7080.02,2577.36,2018,10,17,3,589990.05,143467.8,733457.8500000001,80.44,19.56
2847,2018-10-18,140405.95,90420.9,83616.92,141573.64,89.05,46727.13,8856.57,169107.41,8485.08,10673.33,1414.79,2216.86,6257.08,3166.12,7302.6,2800.69,2018,10,18,4,511350.41,211763.71,723114.12,70.72,29.28
2848,2018-10-19,102838.51,82403.03,83016.13,179938.9,77.35,50006.33,8667.86,168986.07,9172.79,11725.79,4974.95,2827.63,5314.41,7406.91,6821.71,2743.98,2018,10,19,5,468282.25999999995,258640.09000000005,726922.35,64.42,35.58
