,fecha,preciomedio,preciominimo,preciomaximo,Año,Mes,Dia,DiaSemana
0,2011-01-01,46.19,38.48,55.4,2011,1,1,6
1,2011-01-02,43.76,24.0,65.74,2011,1,2,7
2,2011-01-03,45.44,19.13,65.03,2011,1,3,1
3,2011-01-04,45.59,31.21,55.02,2011,1,4,2
4,2011-01-05,35.35,17.07,49.16,2011,1,5,3
5,2011-01-06,21.02,0.0,48.55,2011,1,6,4
6,2011-01-07,16.16,0.0,38.35,2011,1,7,5
7,2011-01-08,21.31,0.0,85.5,2011,1,8,6
8,2011-01-09,41.32,12.25,91.01,2011,1,9,7
9,2011-01-10,41.18,15.69,55.04,2011,1,10,1
10,2011-01-11,32.65,0.13,89.0,2011,1,11,2
11,2011-01-12,36.19,2.0,89.0,2011,1,12,3
12,2011-01-13,42.47,17.07,65.0,2011,1,13,4
13,2011-01-14,43.5,17.07,58.52,2011,1,14,5
14,2011-01-15,47.57,37.39,79.07,2011,1,15,6
15,2011-01-16,43.83,30.8,85.0,2011,1,16,7
16,2011-01-17,45.6,15.0,75.0,2011,1,17,1
17,2011-01-18,46.82,36.0,54.78,2011,1,18,2
18,2011-01-19,46.54,29.69,60.0,2011,1,19,3
19,2011-01-20,43.15,29.59,50.25,2011,1,20,4
20,2011-01-21,36.7,5.0,54.71,2011,1,21,5
21,2011-01-22,33.18,10.0,51.0,2011,1,22,6
22,2011-01-23,42.99,27.08,57.78,2011,1,23,7
23,2011-01-24,37.53,3.0,55.0,2011,1,24,1
24,2011-01-25,42.37,19.13,55.01,2011,1,25,2
25,2011-01-26,49.0,32.96,80.02,2011,1,26,3
26,2011-01-27,49.07,38.87,56.18,2011,1,27,4
27,2011-01-28,48.84,36.6,58.28,2011,1,28,5
28,2011-01-29,50.3,45.84,58.38,2011,1,29,6
29,2011-01-30,50.03,45.85,56.68,2011,1,30,7
30,2011-01-31,51.21,39.12,64.9,2011,1,31,1
31,2011-02-01,48.67,37.94,55.05,2011,2,1,2
32,2011-02-02,49.14,36.4,57.04,2011,2,2,3
33,2011-02-03,50.32,38.93,57.38,2011,2,3,4
34,2011-02-04,50.68,40.0,56.38,2011,2,4,5
35,2011-02-05,50.88,45.98,59.65,2011,2,5,6
36,2011-02-06,50.25,44.21,59.06,2011,2,6,7
37,2011-02-07,51.91,40.78,61.56,2011,2,7,1
38,2011-02-08,51.46,44.56,57.34,2011,2,8,2
39,2011-02-09,51.24,41.34,60.46,2011,2,9,3
40,2011-02-10,50.62,45.23,56.0,2011,2,10,4
41,2011-02-11,51.13,41.0,64.5,2011,2,11,5
42,2011-02-12,52.94,48.63,58.93,2011,2,12,6
43,2011-02-13,47.02,41.0,57.5,2011,2,13,7
44,2011-02-14,45.38,22.07,54.65,2011,2,14,1
45,2011-02-15,47.38,29.89,54.9,2011,2,15,2
46,2011-02-16,43.6,27.54,54.23,2011,2,16,3
47,2011-02-17,43.76,29.89,58.01,2011,2,17,4
48,2011-02-18,47.59,35.0,54.6,2011,2,18,5
49,2011-02-19,50.51,42.37,59.65,2011,2,19,6
50,2011-02-20,43.72,28.07,57.23,2011,2,20,7
51,2011-02-21,44.47,20.13,57.23,2011,2,21,1
52,2011-02-22,43.55,20.0,58.42,2011,2,22,2
53,2011-02-23,48.79,38.29,59.6,2011,2,23,3
54,2011-02-24,49.07,42.12,55.0,2011,2,24,4
55,2011-02-25,49.43,42.52,53.0,2011,2,25,5
56,2011-02-26,47.0,41.1,53.03,2011,2,26,6
57,2011-02-27,39.05,28.07,54.11,2011,2,27,7
58,2011-02-28,45.37,32.15,55.23,2011,2,28,1
59,2011-03-01,46.85,37.71,53.5,2011,3,1,2
60,2011-03-02,45.52,32.15,53.5,2011,3,2,3
61,2011-03-03,49.36,41.0,58.17,2011,3,3,4
62,2011-03-04,49.23,41.0,55.4,2011,3,4,5
63,2011-03-05,49.01,42.55,58.17,2011,3,5,6
64,2011-03-06,49.35,43.04,60.9,2011,3,6,7
65,2011-03-07,49.72,40.03,57.0,2011,3,7,1
66,2011-03-08,47.04,35.97,60.02,2011,3,8,2
67,2011-03-09,46.5,29.89,56.5,2011,3,9,3
68,2011-03-10,50.28,43.04,56.0,2011,3,10,4
69,2011-03-11,49.39,41.81,53.03,2011,3,11,5
70,2011-03-12,49.07,43.38,53.03,2011,3,12,6
71,2011-03-13,46.91,42.41,53.5,2011,3,13,7
72,2011-03-14,49.2,40.96,53.03,2011,3,14,1
73,2011-03-15,49.24,44.69,52.8,2011,3,15,2
74,2011-03-16,41.54,17.07,50.69,2011,3,16,3
75,2011-03-17,41.84,13.0,53.13,2011,3,17,4
76,2011-03-18,49.51,38.57,53.03,2011,3,18,5
77,2011-03-19,49.35,43.21,54.99,2011,3,19,6
78,2011-03-20,46.19,36.57,56.2,2011,3,20,7
79,2011-03-21,50.72,38.69,55.23,2011,3,21,1
80,2011-03-22,47.99,39.0,55.23,2011,3,22,2
81,2011-03-23,45.19,36.66,53.03,2011,3,23,3
82,2011-03-24,42.34,20.0,56.0,2011,3,24,4
83,2011-03-25,48.14,30.03,58.17,2011,3,25,5
84,2011-03-26,47.85,39.18,53.05,2011,3,26,6
85,2011-03-27,25.46,4.9,51.01,2011,3,27,7
86,2011-03-28,44.98,22.07,55.62,2011,3,28,1
87,2011-03-29,45.63,35.9,53.03,2011,3,29,2
88,2011-03-30,44.51,28.19,55.0,2011,3,30,3
89,2011-03-31,48.79,38.69,55.23,2011,3,31,4
90,2011-04-01,44.0,34.01,52.07,2011,4,1,5
91,2011-04-02,47.86,38.75,55.25,2011,4,2,6
92,2011-04-03,42.45,22.07,52.97,2011,4,3,7
93,2011-04-04,47.2,30.0,53.11,2011,4,4,1
94,2011-04-05,47.95,36.69,53.13,2011,4,5,2
95,2011-04-06,43.92,21.0,53.5,2011,4,6,3
96,2011-04-07,47.12,37.51,52.91,2011,4,7,4
97,2011-04-08,45.98,33.88,51.41,2011,4,8,5
98,2011-04-09,45.76,34.07,50.09,2011,4,9,6
99,2011-04-10,36.94,20.5,49.67,2011,4,10,7
100,2011-04-11,44.5,17.07,53.03,2011,4,11,1
101,2011-04-12,37.2,2.0,50.79,2011,4,12,2
102,2011-04-13,49.02,38.0,53.03,2011,4,13,3
103,2011-04-14,49.09,44.6,53.03,2011,4,14,4
104,2011-04-15,44.43,36.72,50.03,2011,4,15,5
105,2011-04-16,43.06,28.07,53.0,2011,4,16,6
106,2011-04-17,42.66,36.0,53.7,2011,4,17,7
107,2011-04-18,46.93,32.0,53.03,2011,4,18,1
108,2011-04-19,48.55,42.74,53.03,2011,4,19,2
109,2011-04-20,48.67,44.51,52.13,2011,4,20,3
110,2011-04-21,45.1,31.0,52.01,2011,4,21,4
111,2011-04-22,39.8,28.07,50.66,2011,4,22,5
112,2011-04-23,48.82,43.16,51.95,2011,4,23,6
113,2011-04-24,41.57,28.24,50.15,2011,4,24,7
114,2011-04-25,42.06,17.07,51.0,2011,4,25,1
115,2011-04-26,47.56,29.56,52.2,2011,4,26,2
116,2011-04-27,47.95,35.0,52.25,2011,4,27,3
117,2011-04-28,49.63,37.56,53.03,2011,4,28,4
118,2011-04-29,49.78,39.9,53.5,2011,4,29,5
119,2011-04-30,47.93,44.8,52.0,2011,4,30,6
120,2011-05-01,46.26,38.57,53.03,2011,5,1,7
121,2011-05-02,49.51,36.57,54.03,2011,5,2,1
122,2011-05-03,49.92,39.52,54.01,2011,5,3,2
123,2011-05-04,50.87,41.8,54.69,2011,5,4,3
124,2011-05-05,52.94,49.91,55.43,2011,5,5,4
125,2011-05-06,49.78,45.27,53.03,2011,5,6,5
126,2011-05-07,43.8,32.0,53.03,2011,5,7,6
127,2011-05-08,44.6,35.03,58.17,2011,5,8,7
128,2011-05-09,52.22,47.5,53.2,2011,5,9,1
129,2011-05-10,48.67,38.42,53.03,2011,5,10,2
130,2011-05-11,49.35,37.61,53.03,2011,5,11,3
131,2011-05-12,48.09,31.46,53.03,2011,5,12,4
132,2011-05-13,49.3,36.57,53.03,2011,5,13,5
133,2011-05-14,47.76,36.57,53.12,2011,5,14,6
134,2011-05-15,29.78,0.5,53.12,2011,5,15,7
135,2011-05-16,47.45,20.0,55.23,2011,5,16,1
136,2011-05-17,51.76,47.4,53.12,2011,5,17,2
137,2011-05-18,50.69,44.03,53.18,2011,5,18,3
138,2011-05-19,49.75,37.52,53.03,2011,5,19,4
139,2011-05-20,51.24,44.42,53.18,2011,5,20,5
140,2011-05-21,51.42,48.79,53.07,2011,5,21,6
141,2011-05-22,48.99,38.71,53.13,2011,5,22,7
142,2011-05-23,52.15,47.26,53.5,2011,5,23,1
143,2011-05-24,49.5,40.0,53.04,2011,5,24,2
144,2011-05-25,51.74,46.19,53.1,2011,5,25,3
145,2011-05-26,51.88,48.78,53.4,2011,5,26,4
146,2011-05-27,48.6,36.57,53.03,2011,5,27,5
147,2011-05-28,50.35,44.0,53.03,2011,5,28,6
148,2011-05-29,50.17,45.52,55.23,2011,5,29,7
149,2011-05-30,50.9,44.5,53.13,2011,5,30,1
150,2011-05-31,46.45,32.51,53.06,2011,5,31,2
151,2011-06-01,43.37,20.0,52.02,2011,6,1,3
152,2011-06-02,41.38,11.27,51.6,2011,6,2,4
153,2011-06-03,46.98,28.5,53.03,2011,6,3,5
154,2011-06-04,50.27,44.85,53.03,2011,6,4,6
155,2011-06-05,46.95,36.57,53.03,2011,6,5,7
156,2011-06-06,48.19,34.07,53.08,2011,6,6,1
157,2011-06-07,46.09,30.23,53.05,2011,6,7,2
158,2011-06-08,49.13,36.57,53.07,2011,6,8,3
159,2011-06-09,51.25,43.57,53.6,2011,6,9,4
160,2011-06-10,49.45,40.4,53.03,2011,6,10,5
161,2011-06-11,50.55,44.52,53.03,2011,6,11,6
162,2011-06-12,50.42,44.52,53.22,2011,6,12,7
163,2011-06-13,49.84,36.57,53.05,2011,6,13,1
164,2011-06-14,52.29,46.66,53.32,2011,6,14,2
165,2011-06-15,52.77,50.08,53.41,2011,6,15,3
166,2011-06-16,51.73,46.66,53.29,2011,6,16,4
167,2011-06-17,51.75,47.62,53.2,2011,6,17,5
168,2011-06-18,49.45,39.06,53.14,2011,6,18,6
169,2011-06-19,51.7,43.57,55.11,2011,6,19,7
170,2011-06-20,51.87,45.38,53.6,2011,6,20,1
171,2011-06-21,53.14,52.92,53.5,2011,6,21,2
172,2011-06-22,52.52,46.0,55.74,2011,6,22,3
173,2011-06-23,51.0,45.0,55.21,2011,6,23,4
174,2011-06-24,47.2,22.07,55.21,2011,6,24,5
175,2011-06-25,52.74,45.45,56.39,2011,6,25,6
176,2011-06-26,51.92,39.11,57.84,2011,6,26,7
177,2011-06-27,53.15,44.2,55.74,2011,6,27,1
178,2011-06-28,55.01,51.42,59.5,2011,6,28,2
179,2011-06-29,49.38,30.0,55.96,2011,6,29,3
180,2011-06-30,48.45,15.0,57.0,2011,6,30,4
181,2011-07-01,54.41,41.36,60.22,2011,7,1,5
182,2011-07-02,55.37,53.03,59.28,2011,7,2,6
183,2011-07-03,52.09,42.46,55.55,2011,7,3,7
184,2011-07-04,54.44,40.42,60.62,2011,7,4,1
185,2011-07-05,54.33,43.89,61.68,2011,7,5,2
186,2011-07-06,52.55,41.93,60.18,2011,7,6,3
187,2011-07-07,52.0,40.0,59.48,2011,7,7,4
188,2011-07-08,51.53,38.57,57.1,2011,7,8,5
189,2011-07-09,52.85,44.68,56.0,2011,7,9,6
190,2011-07-10,50.73,44.52,55.23,2011,7,10,7
191,2011-07-11,53.13,41.47,58.17,2011,7,11,1
192,2011-07-12,52.78,44.44,59.84,2011,7,12,2
193,2011-07-13,49.85,35.0,55.74,2011,7,13,3
194,2011-07-14,52.14,40.0,55.74,2011,7,14,4
195,2011-07-15,53.46,44.23,57.0,2011,7,15,5
196,2011-07-16,52.61,46.69,55.23,2011,7,16,6
197,2011-07-17,41.77,28.07,55.23,2011,7,17,7
198,2011-07-18,53.16,44.68,56.74,2011,7,18,1
199,2011-07-19,47.76,26.07,55.2,2011,7,19,2
200,2011-07-20,50.2,40.42,53.42,2011,7,20,3
201,2011-07-21,49.54,40.42,53.5,2011,7,21,4
202,2011-07-22,47.72,35.0,54.0,2011,7,22,5
203,2011-07-23,48.39,38.57,53.42,2011,7,23,6
204,2011-07-24,45.64,37.0,54.59,2011,7,24,7
205,2011-07-25,50.53,38.57,54.02,2011,7,25,1
206,2011-07-26,50.92,42.73,55.23,2011,7,26,2
207,2011-07-27,47.79,35.0,55.05,2011,7,27,3
208,2011-07-28,46.93,31.0,53.5,2011,7,28,4
209,2011-07-29,50.7,37.0,55.23,2011,7,29,5
210,2011-07-30,50.15,41.53,53.45,2011,7,30,6
211,2011-07-31,49.83,41.65,54.68,2011,7,31,7
212,2011-08-01,51.71,40.0,55.23,2011,8,1,1
213,2011-08-02,52.2,44.32,55.0,2011,8,2,2
214,2011-08-03,54.72,52.96,58.8,2011,8,3,3
215,2011-08-04,53.08,45.0,58.17,2011,8,4,4
216,2011-08-05,52.73,41.52,60.0,2011,8,5,5
217,2011-08-06,48.9,39.2,54.23,2011,8,6,6
218,2011-08-07,51.4,44.87,59.63,2011,8,7,7
219,2011-08-08,49.84,35.0,56.77,2011,8,8,1
220,2011-08-09,47.43,22.07,55.5,2011,8,9,2
221,2011-08-10,47.66,26.07,55.51,2011,8,10,3
222,2011-08-11,53.26,40.68,57.28,2011,8,11,4
223,2011-08-12,52.93,40.0,59.84,2011,8,12,5
224,2011-08-13,54.15,50.42,56.23,2011,8,13,6
225,2011-08-14,52.02,43.25,58.12,2011,8,14,7
226,2011-08-15,53.61,43.37,59.0,2011,8,15,1
227,2011-08-16,54.67,48.16,57.0,2011,8,16,2
228,2011-08-17,52.87,42.0,58.0,2011,8,17,3
229,2011-08-18,54.3,44.56,58.17,2011,8,18,4
230,2011-08-19,54.09,41.21,60.07,2011,8,19,5
231,2011-08-20,53.27,44.79,58.46,2011,8,20,6
232,2011-08-21,51.51,44.9,62.0,2011,8,21,7
233,2011-08-22,54.59,39.2,59.84,2011,8,22,1
234,2011-08-23,58.22,51.13,65.25,2011,8,23,2
235,2011-08-24,58.35,49.57,68.21,2011,8,24,3
236,2011-08-25,56.53,50.13,64.75,2011,8,25,4
237,2011-08-26,54.23,45.12,59.84,2011,8,26,5
238,2011-08-27,55.89,52.6,60.18,2011,8,27,6
239,2011-08-28,53.54,49.0,60.2,2011,8,28,7
240,2011-08-29,58.29,50.42,64.5,2011,8,29,1
241,2011-08-30,57.91,51.0,63.5,2011,8,30,2
242,2011-08-31,55.63,44.75,62.64,2011,8,31,3
243,2011-09-01,54.53,40.1,60.19,2011,9,1,4
244,2011-09-02,56.33,44.01,61.64,2011,9,2,5
245,2011-09-03,55.42,53.03,62.35,2011,9,3,6
246,2011-09-04,54.11,42.93,62.58,2011,9,4,7
247,2011-09-05,55.84,40.49,62.25,2011,9,5,1
248,2011-09-06,56.37,42.87,62.0,2011,9,6,2
249,2011-09-07,57.48,44.03,64.02,2011,9,7,3
250,2011-09-08,58.53,50.42,64.0,2011,9,8,4
251,2011-09-09,57.26,52.79,62.11,2011,9,9,5
252,2011-09-10,54.86,45.38,65.26,2011,9,10,6
253,2011-09-11,50.91,40.1,66.5,2011,9,11,7
254,2011-09-12,58.62,37.0,67.0,2011,9,12,1
255,2011-09-13,58.35,49.45,65.1,2011,9,13,2
256,2011-09-14,56.91,34.07,66.25,2011,9,14,3
257,2011-09-15,59.01,49.52,66.12,2011,9,15,4
258,2011-09-16,62.71,52.6,75.36,2011,9,16,5
259,2011-09-17,59.76,52.92,68.06,2011,9,17,6
260,2011-09-18,49.52,36.57,65.16,2011,9,18,7
261,2011-09-19,56.29,28.07,69.51,2011,9,19,1
262,2011-09-20,60.72,44.49,71.85,2011,9,20,2
263,2011-09-21,62.55,50.06,70.0,2011,9,21,3
264,2011-09-22,63.43,50.16,72.0,2011,9,22,4
265,2011-09-23,62.18,50.42,73.85,2011,9,23,5
266,2011-09-24,59.91,50.42,75.0,2011,9,24,6
267,2011-09-25,57.22,50.42,68.75,2011,9,25,7
268,2011-09-26,65.31,49.78,75.0,2011,9,26,1
269,2011-09-27,64.8,49.89,73.6,2011,9,27,2
270,2011-09-28,63.43,49.2,71.82,2011,9,28,3
271,2011-09-29,61.89,48.72,70.73,2011,9,29,4
272,2011-09-30,59.82,47.62,69.69,2011,9,30,5
273,2011-10-01,55.66,49.4,70.94,2011,10,1,6
274,2011-10-02,52.7,40.45,75.0,2011,10,2,7
275,2011-10-03,61.61,47.79,71.03,2011,10,3,1
276,2011-10-04,63.49,48.95,72.0,2011,10,4,2
277,2011-10-05,59.28,40.02,71.03,2011,10,5,3
278,2011-10-06,61.34,48.4,72.0,2011,10,6,4
279,2011-10-07,54.39,38.57,62.64,2011,10,7,5
280,2011-10-08,48.74,31.36,63.5,2011,10,8,6
281,2011-10-09,45.32,23.65,70.83,2011,10,9,7
282,2011-10-10,60.5,40.0,76.2,2011,10,10,1
283,2011-10-11,63.82,50.01,76.82,2011,10,11,2
284,2011-10-12,59.1,54.13,67.42,2011,10,12,3
285,2011-10-13,61.3,38.65,72.2,2011,10,13,4
286,2011-10-14,63.63,44.02,73.07,2011,10,14,5
287,2011-10-15,56.91,48.32,69.75,2011,10,15,6
288,2011-10-16,55.21,43.85,69.88,2011,10,16,7
289,2011-10-17,64.35,42.37,73.56,2011,10,17,1
290,2011-10-18,64.0,46.88,72.5,2011,10,18,2
291,2011-10-19,60.82,53.03,70.5,2011,10,19,3
292,2011-10-20,55.83,34.91,68.9,2011,10,20,4
293,2011-10-21,61.35,40.53,78.0,2011,10,21,5
294,2011-10-22,57.68,48.0,74.1,2011,10,22,6
295,2011-10-23,41.92,30.0,56.66,2011,10,23,7
296,2011-10-24,51.85,5.0,82.5,2011,10,24,1
297,2011-10-25,54.59,31.26,78.0,2011,10,25,2
298,2011-10-26,54.17,40.3,66.1,2011,10,26,3
299,2011-10-27,47.85,4.9,70.13,2011,10,27,4
300,2011-10-28,62.52,53.0,76.02,2011,10,28,5
301,2011-10-29,62.83,56.93,82.13,2011,10,29,6
302,2011-10-30,60.06,53.03,75.13,2011,10,30,7
303,2011-10-31,58.29,41.62,72.77,2011,10,31,1
304,2011-11-01,55.39,53.27,61.2,2011,11,1,2
305,2011-11-02,42.13,0.0,58.17,2011,11,2,3
306,2011-11-03,39.31,0.0,76.53,2011,11,3,4
307,2011-11-04,59.82,37.65,87.0,2011,11,4,5
308,2011-11-05,38.81,25.0,55.15,2011,11,5,6
309,2011-11-06,26.64,0.0,59.11,2011,11,6,7
310,2011-11-07,51.23,10.07,91.01,2011,11,7,1
311,2011-11-08,53.34,43.7,60.07,2011,11,8,2
312,2011-11-09,52.66,40.0,63.96,2011,11,9,3
313,2011-11-10,51.52,41.12,56.93,2011,11,10,4
314,2011-11-11,49.43,15.07,79.86,2011,11,11,5
315,2011-11-12,45.03,33.32,66.1,2011,11,12,6
316,2011-11-13,15.52,0.0,52.05,2011,11,13,7
317,2011-11-14,40.54,0.0,70.13,2011,11,14,1
318,2011-11-15,52.82,40.0,76.45,2011,11,15,2
319,2011-11-16,53.19,32.2,76.35,2011,11,16,3
320,2011-11-17,56.29,50.42,79.01,2011,11,17,4
321,2011-11-18,48.96,40.77,55.39,2011,11,18,5
322,2011-11-19,50.07,41.52,59.69,2011,11,19,6
323,2011-11-20,47.44,38.67,55.23,2011,11,20,7
324,2011-11-21,55.9,40.75,78.0,2011,11,21,1
325,2011-11-22,48.53,36.15,55.23,2011,11,22,2
326,2011-11-23,47.39,32.2,56.0,2011,11,23,3
327,2011-11-24,51.69,38.57,59.67,2011,11,24,4
328,2011-11-25,53.71,41.34,59.47,2011,11,25,5
329,2011-11-26,50.09,39.63,59.0,2011,11,26,6
330,2011-11-27,49.33,42.73,55.23,2011,11,27,7
331,2011-11-28,56.68,39.0,85.0,2011,11,28,1
332,2011-11-29,53.3,37.9,70.32,2011,11,29,2
333,2011-11-30,54.59,49.0,59.84,2011,11,30,3
334,2011-12-01,53.47,44.29,60.82,2011,12,1,4
335,2011-12-02,49.97,35.0,59.13,2011,12,2,5
336,2011-12-03,55.12,40.3,84.71,2011,12,3,6
337,2011-12-04,47.26,40.13,55.39,2011,12,4,7
338,2011-12-05,49.6,28.1,60.13,2011,12,5,1
339,2011-12-06,52.02,41.16,58.17,2011,12,6,2
340,2011-12-07,54.11,40.06,66.72,2011,12,7,3
341,2011-12-08,55.31,49.0,76.49,2011,12,8,4
342,2011-12-09,53.58,44.52,58.17,2011,12,9,5
343,2011-12-10,57.06,42.07,89.9,2011,12,10,6
344,2011-12-11,51.84,44.02,60.18,2011,12,11,7
345,2011-12-12,58.27,37.07,75.91,2011,12,12,1
346,2011-12-13,47.66,26.07,60.18,2011,12,13,2
347,2011-12-14,46.79,17.07,59.69,2011,12,14,3
348,2011-12-15,47.69,25.64,59.68,2011,12,15,4
349,2011-12-16,37.77,1.0,55.23,2011,12,16,5
350,2011-12-17,48.59,35.3,66.76,2011,12,17,6
351,2011-12-18,47.75,32.66,66.76,2011,12,18,7
352,2011-12-19,60.08,37.07,78.65,2011,12,19,1
353,2011-12-20,51.91,38.05,59.69,2011,12,20,2
354,2011-12-21,51.74,36.57,60.61,2011,12,21,3
355,2011-12-22,51.16,30.0,62.69,2011,12,22,4
356,2011-12-23,52.32,41.16,55.25,2011,12,23,5
357,2011-12-24,41.33,17.05,59.78,2011,12,24,6
358,2011-12-25,39.71,14.34,62.88,2011,12,25,7
359,2011-12-26,47.0,26.07,58.31,2011,12,26,1
360,2011-12-27,53.22,39.69,63.11,2011,12,27,2
361,2011-12-28,53.72,47.04,57.21,2011,12,28,3
362,2011-12-29,43.46,10.07,58.1,2011,12,29,4
363,2011-12-30,49.45,34.07,55.25,2011,12,30,5
364,2011-12-31,43.14,18.33,57.39,2011,12,31,6
365,2012-01-01,34.27,26.07,46.02,2012,1,1,7
366,2012-01-02,35.3,0.0,55.69,2012,1,2,1
367,2012-01-03,44.06,14.64,55.69,2012,1,3,2
368,2012-01-04,42.4,10.07,53.54,2012,1,4,3
369,2012-01-05,39.63,27.01,49.72,2012,1,5,4
370,2012-01-06,39.95,17.39,53.02,2012,1,6,5
371,2012-01-07,45.61,26.17,64.1,2012,1,7,6
372,2012-01-08,44.39,25.35,64.15,2012,1,8,7
373,2012-01-09,51.12,22.07,66.73,2012,1,9,1
374,2012-01-10,53.5,34.07,69.28,2012,1,10,2
375,2012-01-11,54.94,44.75,63.3,2012,1,11,3
376,2012-01-12,55.86,40.0,68.69,2012,1,12,4
377,2012-01-13,57.64,42.4,68.25,2012,1,13,5
378,2012-01-14,56.14,50.0,64.59,2012,1,14,6
379,2012-01-15,56.34,41.75,79.0,2012,1,15,7
380,2012-01-16,57.21,40.11,66.0,2012,1,16,1
381,2012-01-17,55.77,33.66,71.25,2012,1,17,2
382,2012-01-18,58.65,40.93,70.13,2012,1,18,3
383,2012-01-19,59.31,42.76,69.35,2012,1,19,4
384,2012-01-20,55.88,41.96,66.25,2012,1,20,5
385,2012-01-21,55.13,41.0,67.25,2012,1,21,6
386,2012-01-22,53.59,41.1,69.32,2012,1,22,7
387,2012-01-23,52.83,31.63,65.2,2012,1,23,1
388,2012-01-24,53.15,30.88,72.1,2012,1,24,2
389,2012-01-25,56.8,39.56,69.69,2012,1,25,3
390,2012-01-26,55.0,42.51,60.24,2012,1,26,4
391,2012-01-27,51.14,36.66,58.96,2012,1,27,5
392,2012-01-28,49.93,35.09,67.5,2012,1,28,6
393,2012-01-29,49.3,36.85,68.1,2012,1,29,7
394,2012-01-30,54.04,33.29,69.69,2012,1,30,1
395,2012-01-31,54.1,38.55,66.0,2012,1,31,2
396,2012-02-01,53.62,41.43,62.29,2012,2,1,3
397,2012-02-02,43.01,10.13,60.18,2012,2,2,4
398,2012-02-03,45.95,3.0,67.5,2012,2,3,5
399,2012-02-04,48.6,32.61,70.19,2012,2,4,6
400,2012-02-05,46.87,32.5,64.97,2012,2,5,7
401,2012-02-06,51.21,17.07,72.55,2012,2,6,1
402,2012-02-07,50.93,27.65,68.74,2012,2,7,2
403,2012-02-08,53.62,22.07,83.11,2012,2,8,3
404,2012-02-09,58.55,38.57,75.38,2012,2,9,4
405,2012-02-10,56.86,35.77,72.75,2012,2,10,5
406,2012-02-11,56.02,44.56,70.9,2012,2,11,6
407,2012-02-12,48.42,27.67,74.51,2012,2,12,7
408,2012-02-13,48.21,0.1,74.9,2012,2,13,1
409,2012-02-14,51.59,28.08,68.44,2012,2,14,2
410,2012-02-15,52.36,34.75,67.32,2012,2,15,3
411,2012-02-16,52.84,29.34,70.89,2012,2,16,4
412,2012-02-17,55.52,25.46,76.56,2012,2,17,5
413,2012-02-18,59.05,45.27,74.1,2012,2,18,6
414,2012-02-19,51.42,40.77,66.01,2012,2,19,7
415,2012-02-20,54.17,1.0,90.13,2012,2,20,1
416,2012-02-21,65.09,48.16,82.45,2012,2,21,2
417,2012-02-22,61.25,44.33,75.25,2012,2,22,3
418,2012-02-23,59.05,42.39,72.06,2012,2,23,4
419,2012-02-24,58.94,42.39,74.56,2012,2,24,5
420,2012-02-25,57.07,50.0,68.56,2012,2,25,6
421,2012-02-26,47.86,35.73,68.45,2012,2,26,7
422,2012-02-27,54.31,30.0,71.56,2012,2,27,1
423,2012-02-28,54.61,39.65,72.35,2012,2,28,2
424,2012-02-29,53.92,35.98,64.04,2012,2,29,3
425,2012-03-01,54.1,43.13,65.98,2012,3,1,4
426,2012-03-02,52.68,41.45,66.0,2012,3,2,5
427,2012-03-03,50.22,36.57,67.63,2012,3,3,6
428,2012-03-04,37.96,22.07,55.0,2012,3,4,7
429,2012-03-05,51.3,10.07,73.25,2012,3,5,1
430,2012-03-06,53.3,38.2,65.53,2012,3,6,2
431,2012-03-07,54.12,35.51,73.0,2012,3,7,3
432,2012-03-08,48.43,35.07,59.28,2012,3,8,4
433,2012-03-09,45.38,20.0,64.65,2012,3,9,5
434,2012-03-10,47.84,38.2,58.84,2012,3,10,6
435,2012-03-11,33.63,5.0,57.78,2012,3,11,7
436,2012-03-12,49.92,28.15,69.69,2012,3,12,1
437,2012-03-13,53.42,39.95,66.31,2012,3,13,2
438,2012-03-14,51.98,38.33,65.86,2012,3,14,3
439,2012-03-15,51.13,36.62,65.0,2012,3,15,4
440,2012-03-16,53.82,44.25,61.92,2012,3,16,5
441,2012-03-17,44.42,31.52,55.14,2012,3,17,6
442,2012-03-18,29.99,10.0,56.33,2012,3,18,7
443,2012-03-19,50.09,34.07,60.1,2012,3,19,1
444,2012-03-20,46.83,33.13,60.1,2012,3,20,2
445,2012-03-21,51.07,33.36,71.74,2012,3,21,3
446,2012-03-22,53.84,43.0,70.69,2012,3,22,4
447,2012-03-23,48.58,32.32,66.29,2012,3,23,5
448,2012-03-24,49.01,34.83,69.69,2012,3,24,6
449,2012-03-25,45.82,35.0,63.1,2012,3,25,7
450,2012-03-26,48.37,32.16,61.94,2012,3,26,1
451,2012-03-27,41.93,27.5,53.54,2012,3,27,2
452,2012-03-28,45.14,34.07,53.54,2012,3,28,3
453,2012-03-29,38.69,11.2,50.05,2012,3,29,4
454,2012-03-30,43.12,17.4,55.0,2012,3,30,5
455,2012-03-31,48.36,34.83,60.02,2012,3,31,6
456,2012-04-01,48.06,34.07,60.36,2012,4,1,7
457,2012-04-02,54.6,34.59,69.69,2012,4,2,1
458,2012-04-03,51.07,37.09,62.59,2012,4,3,2
459,2012-04-04,51.39,34.99,63.04,2012,4,4,3
460,2012-04-05,46.53,36.57,55.81,2012,4,5,4
461,2012-04-06,46.96,33.24,63.7,2012,4,6,5
462,2012-04-07,41.0,32.31,58.01,2012,4,7,6
463,2012-04-08,37.92,27.13,63.7,2012,4,8,7
464,2012-04-09,48.75,36.89,63.6,2012,4,9,1
