,fecha,preciomedio,preciominimo,preciomaximo,Año,Mes,Dia,DiaSemana
2607,2018-02-20,52.29,42.21,61.92,2018,2,20,2
2608,2018-02-21,49.75,37.33,60.69,2018,2,21,3
2609,2018-02-22,53.42,42.7,61.61,2018,2,22,4
2610,2018-02-23,57.65,44.79,63.85,2018,2,23,5
2611,2018-02-24,59.43,53.58,62.94,2018,2,24,6
2612,2018-02-25,57.96,51.26,62.94,2018,2,25,7
2613,2018-02-26,58.79,44.07,70.76,2018,2,26,1
2614,2018-02-27,64.1,49.44,74.15,2018,2,27,2
2615,2018-02-28,57.55,47.51,62.88,2018,2,28,3
2616,2018-03-01,51.6,44.27,63.83,2018,3,1,4
2617,2018-03-02,50.61,36.68,65.0,2018,3,2,5
2618,2018-03-03,44.53,36.23,63.14,2018,3,3,6
2619,2018-03-04,44.51,37.91,53.21,2018,3,4,7
2620,2018-03-05,50.99,33.0,63.39,2018,3,5,1
2621,2018-03-06,49.93,36.61,64.63,2018,3,6,2
2622,2018-03-07,51.35,37.54,64.63,2018,3,7,3
2623,2018-03-08,48.0,40.0,58.15,2018,3,8,4
2624,2018-03-09,43.13,32.26,51.88,2018,3,9,5
2625,2018-03-10,31.96,24.86,39.7,2018,3,10,6
2626,2018-03-11,7.64,3.0,20.36,2018,3,11,7
2627,2018-03-12,38.61,6.7,70.0,2018,3,12,1
2628,2018-03-13,48.5,33.61,66.15,2018,3,13,2
2629,2018-03-14,37.96,15.0,52.26,2018,3,14,3
2630,2018-03-15,33.52,5.48,54.01,2018,3,15,4
2631,2018-03-16,45.39,29.97,55.99,2018,3,16,5
2632,2018-03-17,45.61,35.0,63.83,2018,3,17,6
2633,2018-03-18,39.38,20.1,50.5,2018,3,18,7
2634,2018-03-19,45.56,37.5,62.63,2018,3,19,1
2635,2018-03-20,38.76,31.38,55.99,2018,3,20,2
2636,2018-03-21,45.49,33.89,63.83,2018,3,21,3
2637,2018-03-22,54.1,46.77,65.0,2018,3,22,4
2638,2018-03-23,46.53,35.89,57.05,2018,3,23,5
2639,2018-03-24,22.91,10.49,49.8,2018,3,24,6
2640,2018-03-25,43.12,34.9,54.02,2018,3,25,7
2641,2018-03-26,50.2,37.25,62.42,2018,3,26,1
2642,2018-03-27,46.78,37.83,58.11,2018,3,27,2
2643,2018-03-28,44.22,32.62,56.8,2018,3,28,3
2644,2018-03-29,27.73,12.0,43.01,2018,3,29,4
2645,2018-03-30,4.5,2.3,9.97,2018,3,30,5
2646,2018-03-31,12.6,2.3,44.45,2018,3,31,6
2647,2018-04-01,25.94,13.72,40.43,2018,4,1,7
2648,2018-04-02,28.39,18.89,41.69,2018,4,2,1
2649,2018-04-03,31.08,10.68,43.89,2018,4,3,2
2650,2018-04-04,31.03,12.79,49.89,2018,4,4,3
2651,2018-04-05,48.13,43.01,55.92,2018,4,5,4
2652,2018-04-06,37.8,28.63,48.24,2018,4,6,5
2653,2018-04-07,41.41,31.68,55.16,2018,4,7,6
2654,2018-04-08,33.76,22.22,50.0,2018,4,8,7
2655,2018-04-09,49.61,38.83,62.13,2018,4,9,1
2656,2018-04-10,46.31,27.32,61.15,2018,4,10,2
2657,2018-04-11,40.64,27.27,52.49,2018,4,11,3
2658,2018-04-12,47.93,30.0,75.0,2018,4,12,4
2659,2018-04-13,58.97,50.1,69.0,2018,4,13,5
2660,2018-04-14,50.1,39.1,56.35,2018,4,14,6
2661,2018-04-15,37.9,29.5,61.53,2018,4,15,7
2662,2018-04-16,48.11,32.94,60.02,2018,4,16,1
2663,2018-04-17,51.75,40.5,66.61,2018,4,17,2
2664,2018-04-18,51.44,46.95,55.43,2018,4,18,3
2665,2018-04-19,46.35,42.42,52.52,2018,4,19,4
2666,2018-04-20,40.29,34.15,49.97,2018,4,20,5
2667,2018-04-21,38.37,31.77,47.69,2018,4,21,6
2668,2018-04-22,41.04,35.11,53.24,2018,4,22,7
2669,2018-04-23,50.23,44.01,54.5,2018,4,23,1
2670,2018-04-24,48.35,42.0,54.53,2018,4,24,2
2671,2018-04-25,45.94,38.27,53.1,2018,4,25,3
2672,2018-04-26,46.33,34.3,56.89,2018,4,26,4
2673,2018-04-27,49.72,42.14,54.47,2018,4,27,5
2674,2018-04-28,43.85,32.5,50.23,2018,4,28,6
2675,2018-04-29,27.21,5.0,47.94,2018,4,29,7
2676,2018-04-30,42.17,22.45,50.0,2018,4,30,1
2677,2018-05-01,39.67,32.6,49.65,2018,5,1,2
2678,2018-05-02,45.24,32.4,51.73,2018,5,2,3
2679,2018-05-03,42.87,33.87,52.69,2018,5,3,4
2680,2018-05-04,42.16,32.0,50.64,2018,5,4,5
2681,2018-05-05,45.36,37.73,51.15,2018,5,5,6
2682,2018-05-06,47.6,42.68,53.89,2018,5,6,7
2683,2018-05-07,56.43,54.6,58.05,2018,5,7,1
2684,2018-05-08,56.75,53.04,59.64,2018,5,8,2
2685,2018-05-09,55.72,48.26,58.75,2018,5,9,3
2686,2018-05-10,52.74,38.8,62.3,2018,5,10,4
2687,2018-05-11,58.7,56.95,62.19,2018,5,11,5
2688,2018-05-12,44.05,26.09,59.13,2018,5,12,6
2689,2018-05-13,34.23,15.0,56.18,2018,5,13,7
2690,2018-05-14,52.38,44.15,58.01,2018,5,14,1
2691,2018-05-15,49.85,36.6,58.6,2018,5,15,2
2692,2018-05-16,51.48,36.87,57.67,2018,5,16,3
2693,2018-05-17,54.01,44.44,58.45,2018,5,17,4
2694,2018-05-18,57.24,49.1,60.1,2018,5,18,5
2695,2018-05-19,60.39,58.47,61.98,2018,5,19,6
2696,2018-05-20,59.16,54.98,63.01,2018,5,20,7
2697,2018-05-21,62.68,59.45,66.0,2018,5,21,1
2698,2018-05-22,63.44,62.26,65.1,2018,5,22,2
2699,2018-05-23,64.91,63.5,66.64,2018,5,23,3
2700,2018-05-24,64.17,60.34,66.45,2018,5,24,4
2701,2018-05-25,64.74,62.03,67.05,2018,5,25,5
2702,2018-05-26,61.11,51.2,66.29,2018,5,26,6
2703,2018-05-27,60.1,50.22,64.97,2018,5,27,7
2704,2018-05-28,62.03,50.22,67.13,2018,5,28,1
2705,2018-05-29,65.46,63.29,66.5,2018,5,29,2
2706,2018-05-30,65.11,59.41,67.67,2018,5,30,3
2707,2018-05-31,62.57,54.95,67.0,2018,5,31,4
2708,2018-06-01,63.3,59.72,66.26,2018,6,1,5
2709,2018-06-02,60.72,54.54,66.0,2018,6,2,6
2710,2018-06-03,54.74,46.75,64.97,2018,6,3,7
2711,2018-06-04,57.92,49.0,64.53,2018,6,4,1
2712,2018-06-05,58.78,50.01,64.0,2018,6,5,2
2713,2018-06-06,62.51,56.64,65.65,2018,6,6,3
2714,2018-06-07,62.63,56.0,65.96,2018,6,7,4
2715,2018-06-08,62.08,58.12,64.67,2018,6,8,5
2716,2018-06-09,58.76,50.34,63.51,2018,6,9,6
2717,2018-06-10,55.91,49.64,63.3,2018,6,10,7
2718,2018-06-11,59.0,51.07,63.44,2018,6,11,1
2719,2018-06-12,54.9,50.66,60.51,2018,6,12,2
2720,2018-06-13,52.86,48.0,55.77,2018,6,13,3
2721,2018-06-14,57.84,54.87,60.11,2018,6,14,4
2722,2018-06-15,57.74,53.12,61.9,2018,6,15,5
2723,2018-06-16,52.83,51.1,57.0,2018,6,16,6
2724,2018-06-17,44.86,41.58,53.07,2018,6,17,7
2725,2018-06-18,54.67,46.89,57.47,2018,6,18,1
2726,2018-06-19,54.58,42.6,60.78,2018,6,19,2
2727,2018-06-20,61.5,59.7,62.83,2018,6,20,3
2728,2018-06-21,60.86,58.68,61.99,2018,6,21,4
2729,2018-06-22,59.75,55.01,62.01,2018,6,22,5
2730,2018-06-23,56.73,51.02,60.4,2018,6,23,6
2731,2018-06-24,59.27,56.0,61.14,2018,6,24,7
2732,2018-06-25,61.51,52.87,64.36,2018,6,25,1
2733,2018-06-26,62.67,59.89,64.2,2018,6,26,2
2734,2018-06-27,62.56,60.17,64.3,2018,6,27,3
2735,2018-06-28,61.77,58.18,63.9,2018,6,28,4
2736,2018-06-29,61.78,59.01,63.19,2018,6,29,5
2737,2018-06-30,58.77,54.15,62.96,2018,6,30,6
2738,2018-07-01,56.26,50.15,63.19,2018,7,1,7
2739,2018-07-02,60.62,52.08,64.97,2018,7,2,1
2740,2018-07-03,61.21,56.0,65.0,2018,7,3,2
2741,2018-07-04,61.0,58.59,66.03,2018,7,4,3
2742,2018-07-05,59.15,51.63,62.64,2018,7,5,4
2743,2018-07-06,60.49,54.43,63.09,2018,7,6,5
2744,2018-07-07,60.69,59.51,61.81,2018,7,7,6
2745,2018-07-08,57.57,51.17,62.27,2018,7,8,7
2746,2018-07-09,61.07,51.98,64.95,2018,7,9,1
2747,2018-07-10,60.69,52.3,64.71,2018,7,10,2
2748,2018-07-11,60.78,51.66,65.73,2018,7,11,3
2749,2018-07-12,63.87,56.95,68.3,2018,7,12,4
2750,2018-07-13,63.24,56.01,66.69,2018,7,13,5
2751,2018-07-14,62.2,58.43,64.39,2018,7,14,6
2752,2018-07-15,59.37,51.72,63.69,2018,7,15,7
2753,2018-07-16,60.32,49.83,66.3,2018,7,16,1
2754,2018-07-17,63.08,56.0,66.94,2018,7,17,2
2755,2018-07-18,63.2,54.65,66.76,2018,7,18,3
2756,2018-07-19,64.33,59.4,67.02,2018,7,19,4
2757,2018-07-20,61.8,55.68,66.49,2018,7,20,5
2758,2018-07-21,61.61,57.93,64.21,2018,7,21,6
2759,2018-07-22,59.67,54.6,64.14,2018,7,22,7
2760,2018-07-23,63.1,53.93,67.0,2018,7,23,1
2761,2018-07-24,64.87,58.4,68.81,2018,7,24,2
2762,2018-07-25,64.76,57.43,68.69,2018,7,25,3
2763,2018-07-26,66.02,62.21,69.3,2018,7,26,4
2764,2018-07-27,64.57,58.21,68.86,2018,7,27,5
2765,2018-07-28,63.6,62.14,65.86,2018,7,28,6
2766,2018-07-29,59.48,52.15,66.21,2018,7,29,7
2767,2018-07-30,64.37,56.03,68.01,2018,7,30,1
2768,2018-07-31,65.41,60.91,68.19,2018,7,31,2
2769,2018-08-01,62.66,52.3,68.34,2018,8,1,3
2770,2018-08-02,64.11,52.93,69.81,2018,8,2,4
2771,2018-08-03,67.89,62.14,70.7,2018,8,3,5
2772,2018-08-04,65.42,62.0,69.61,2018,8,4,6
2773,2018-08-05,63.99,55.46,70.97,2018,8,5,7
2774,2018-08-06,68.51,60.02,74.82,2018,8,6,1
2775,2018-08-07,64.16,53.49,70.44,2018,8,7,2
2776,2018-08-08,64.91,58.76,68.01,2018,8,8,3
2777,2018-08-09,62.27,53.69,66.01,2018,8,9,4
2778,2018-08-10,62.15,52.19,69.21,2018,8,10,5
2779,2018-08-11,63.47,59.19,67.69,2018,8,11,6
2780,2018-08-12,61.33,51.61,67.75,2018,8,12,7
2781,2018-08-13,63.49,58.0,67.77,2018,8,13,1
2782,2018-08-14,61.48,51.79,64.8,2018,8,14,2
2783,2018-08-15,59.38,50.3,67.75,2018,8,15,3
2784,2018-08-16,64.13,58.7,66.51,2018,8,16,4
2785,2018-08-17,60.77,50.3,64.6,2018,8,17,5
2786,2018-08-18,57.22,47.05,65.04,2018,8,18,6
2787,2018-08-19,56.63,49.19,64.6,2018,8,19,7
2788,2018-08-20,62.94,50.2,68.68,2018,8,20,1
2789,2018-08-21,66.14,54.37,71.42,2018,8,21,2
2790,2018-08-22,68.52,60.54,72.89,2018,8,22,3
2791,2018-08-23,67.69,60.0,71.98,2018,8,23,4
2792,2018-08-24,64.61,55.62,68.84,2018,8,24,5
2793,2018-08-25,62.19,56.7,67.99,2018,8,25,6
2794,2018-08-26,64.67,59.0,71.74,2018,8,26,7
2795,2018-08-27,66.56,56.38,72.51,2018,8,27,1
2796,2018-08-28,67.67,58.07,74.46,2018,8,28,2
2797,2018-08-29,70.99,64.69,76.58,2018,8,29,3
2798,2018-08-30,69.66,57.99,76.75,2018,8,30,4
2799,2018-08-31,68.53,57.82,74.4,2018,8,31,5
2800,2018-09-01,64.13,56.62,71.14,2018,9,1,6
2801,2018-09-02,64.08,58.95,73.07,2018,9,2,7
2802,2018-09-03,70.44,61.69,74.17,2018,9,3,1
2803,2018-09-04,71.31,61.69,75.0,2018,9,4,2
2804,2018-09-05,74.58,68.0,79.33,2018,9,5,3
2805,2018-09-06,71.04,61.69,75.57,2018,9,6,4
2806,2018-09-07,68.05,55.69,74.42,2018,9,7,5
2807,2018-09-08,69.19,61.45,76.04,2018,9,8,6
2808,2018-09-09,70.87,68.07,74.42,2018,9,9,7
2809,2018-09-10,72.44,62.19,79.93,2018,9,10,1
2810,2018-09-11,71.79,61.56,79.0,2018,9,11,2
2811,2018-09-12,75.39,68.21,80.08,2018,9,12,3
2812,2018-09-13,74.76,68.0,79.94,2018,9,13,4
2813,2018-09-14,73.0,63.11,78.46,2018,9,14,5
2814,2018-09-15,70.45,66.82,75.7,2018,9,15,6
2815,2018-09-16,71.01,63.13,77.99,2018,9,16,7
2816,2018-09-17,72.37,63.09,81.82,2018,9,17,1
2817,2018-09-18,74.84,69.19,81.1,2018,9,18,2
2818,2018-09-19,75.93,72.11,80.01,2018,9,19,3
2819,2018-09-20,74.45,71.22,79.63,2018,9,20,4
2820,2018-09-21,73.24,68.62,75.79,2018,9,21,5
2821,2018-09-22,72.07,68.1,77.08,2018,9,22,6
2822,2018-09-23,69.48,59.31,72.3,2018,9,23,7
2823,2018-09-24,65.72,47.9,74.29,2018,9,24,1
2824,2018-09-25,68.13,51.61,79.73,2018,9,25,2
2825,2018-09-26,71.12,60.0,79.99,2018,9,26,3
2826,2018-09-27,73.12,63.91,79.73,2018,9,27,4
2827,2018-09-28,75.92,71.75,80.0,2018,9,28,5
2828,2018-09-29,70.07,61.03,77.49,2018,9,29,6
2829,2018-09-30,69.2,61.03,74.39,2018,9,30,7
2830,2018-10-01,64.42,47.38,76.24,2018,10,1,1
2831,2018-10-02,66.17,48.29,80.0,2018,10,2,2
2832,2018-10-03,71.28,57.0,81.65,2018,10,3,3
2833,2018-10-04,73.88,61.67,84.13,2018,10,4,4
2834,2018-10-05,72.95,61.74,80.0,2018,10,5,5
2835,2018-10-06,68.3,54.94,75.78,2018,10,6,6
2836,2018-10-07,56.61,46.0,77.07,2018,10,7,7
2837,2018-10-08,68.01,50.39,79.23,2018,10,8,1
2838,2018-10-09,69.78,59.76,77.62,2018,10,9,2
2839,2018-10-10,67.33,56.93,77.54,2018,10,10,3
2840,2018-10-11,64.87,49.57,76.44,2018,10,11,4
2841,2018-10-12,61.66,50.3,72.82,2018,10,12,5
2842,2018-10-13,61.57,54.17,75.4,2018,10,13,6
2843,2018-10-14,53.35,38.39,73.36,2018,10,14,7
2844,2018-10-15,61.39,33.0,78.89,2018,10,15,1
2845,2018-10-16,73.35,66.48,78.78,2018,10,16,2
2846,2018-10-17,72.08,63.08,76.61,2018,10,17,3
2847,2018-10-18,65.37,54.09,74.1,2018,10,18,4
2848,2018-10-19,62.59,49.94,73.19,2018,10,19,5
2849,2018-10-20,59.63,51.2,71.69,2018,10,20,6
2850,2018-10-21,60.66,50.33,72.82,2018,10,21,7
2851,2018-10-22,63.19,53.55,72.89,2018,10,22,1
2852,2018-10-23,62.68,49.0,75.45,2018,10,23,2
2853,2018-10-24,66.06,54.23,75.0,2018,10,24,3
2854,2018-10-25,70.65,59.85,78.05,2018,10,25,4
2855,2018-10-26,71.05,64.02,77.14,2018,10,26,5
2856,2018-10-27,60.69,52.6,70.44,2018,10,27,6
2857,2018-10-28,54.43,44.0,70.0,2018,10,28,7
2858,2018-10-29,59.96,36.33,75.57,2018,10,29,1
2859,2018-10-30,65.4,52.52,74.28,2018,10,30,2
2860,2018-10-31,68.5,55.49,75.93,2018,10,31,3
2861,2018-11-01,63.92,54.49,71.61,2018,11,1,4
2862,2018-11-02,63.8,48.1,72.5,2018,11,2,5
2863,2018-11-03,63.77,50.1,75.56,2018,11,3,6
2864,2018-11-04,59.8,52.3,69.94,2018,11,4,7
2865,2018-11-05,60.69,41.07,72.43,2018,11,5,1
2866,2018-11-06,59.15,43.53,71.61,2018,11,6,2
2867,2018-11-07,59.9,39.37,73.9,2018,11,7,3
2868,2018-11-08,62.62,50.98,70.01,2018,11,8,4
2869,2018-11-09,59.18,47.64,68.07,2018,11,9,5
2870,2018-11-10,51.71,38.05,68.1,2018,11,10,6
2871,2018-11-11,53.92,34.38,70.99,2018,11,11,7
2872,2018-11-12,64.01,46.9,75.43,2018,11,12,1
2873,2018-11-13,65.23,53.08,72.46,2018,11,13,2
2874,2018-11-14,62.66,49.91,70.31,2018,11,14,3
2875,2018-11-15,64.49,50.29,72.5,2018,11,15,4
2876,2018-11-16,64.55,51.49,70.81,2018,11,16,5
2877,2018-11-17,61.07,50.39,70.01,2018,11,17,6
2878,2018-11-18,57.35,47.47,69.87,2018,11,18,7
2879,2018-11-19,68.49,55.14,73.1,2018,11,19,1
2880,2018-11-20,63.79,51.87,69.9,2018,11,20,2
2881,2018-11-21,64.59,54.34,71.51,2018,11,21,3
2882,2018-11-22,65.89,55.04,71.94,2018,11,22,4
2883,2018-11-23,67.08,59.41,71.63,2018,11,23,5
2884,2018-11-24,62.23,54.01,70.01,2018,11,24,6
2885,2018-11-25,58.94,48.07,70.62,2018,11,25,7
2886,2018-11-26,58.6,42.1,70.15,2018,11,26,1
2887,2018-11-27,64.69,51.67,71.51,2018,11,27,2
2888,2018-11-28,62.46,48.41,70.83,2018,11,28,3
2889,2018-11-29,61.89,46.67,70.83,2018,11,29,4
2890,2018-11-30,62.66,48.57,69.04,2018,11,30,5
2891,2018-12-01,60.81,52.01,67.2,2018,12,1,6
2892,2018-12-02,56.27,45.15,67.67,2018,12,2,7
2893,2018-12-03,61.78,45.51,70.15,2018,12,3,1
2894,2018-12-04,66.54,58.46,71.42,2018,12,4,2
2895,2018-12-05,63.42,52.0,68.09,2018,12,5,3
2896,2018-12-06,61.09,48.68,67.83,2018,12,6,4
2897,2018-12-07,61.58,51.72,64.8,2018,12,7,5
2898,2018-12-08,59.99,48.57,67.83,2018,12,8,6
2899,2018-12-09,59.56,50.17,66.69,2018,12,9,7
2900,2018-12-10,62.44,50.17,69.71,2018,12,10,1
2901,2018-12-11,65.2,56.7,69.95,2018,12,11,2
2902,2018-12-12,64.51,52.1,70.0,2018,12,12,3
2903,2018-12-13,60.55,47.47,68.07,2018,12,13,4
2904,2018-12-14,61.81,49.5,68.64,2018,12,14,5
2905,2018-12-15,60.04,50.81,67.5,2018,12,15,6
2906,2018-12-16,56.51,46.0,68.1,2018,12,16,7
2907,2018-12-17,64.08,49.05,71.1,2018,12,17,1
2908,2018-12-18,61.81,49.0,68.07,2018,12,18,2
2909,2018-12-19,60.29,45.7,69.49,2018,12,19,3
2910,2018-12-20,63.4,52.79,68.49,2018,12,20,4
2911,2018-12-21,60.56,49.99,65.78,2018,12,21,5
2912,2018-12-22,62.49,54.1,68.07,2018,12,22,6
2913,2018-12-23,62.99,54.1,68.98,2018,12,23,7
2914,2018-12-24,64.09,55.0,69.0,2018,12,24,1
2915,2018-12-25,62.47,54.5,68.7,2018,12,25,2
2916,2018-12-26,62.99,49.3,70.15,2018,12,26,3
2917,2018-12-27,67.63,59.86,71.97,2018,12,27,4
2918,2018-12-28,63.79,55.0,70.16,2018,12,28,5
2919,2018-12-29,57.05,47.67,65.27,2018,12,29,6
2920,2018-12-30,58.49,47.86,68.4,2018,12,30,7
2921,2018-12-31,61.79,50.89,68.85,2018,12,31,1
2922,2019-01-01,63.45,55.47,68.07,2019,1,1,2
2923,2019-01-02,60.54,45.24,69.3,2019,1,2,3
2924,2019-01-03,64.01,50.2,71.1,2019,1,3,4
2925,2019-01-04,66.84,54.85,71.94,2019,1,4,5
2926,2019-01-05,65.33,58.31,71.68,2019,1,5,6
2927,2019-01-06,59.12,47.17,68.0,2019,1,6,7
2928,2019-01-07,63.32,50.5,70.39,2019,1,7,1
2929,2019-01-08,62.53,50.5,70.0,2019,1,8,2
2930,2019-01-09,60.61,49.4,69.01,2019,1,9,3
2931,2019-01-10,62.4,48.5,69.75,2019,1,10,4
2932,2019-01-11,63.89,49.98,70.45,2019,1,11,5
2933,2019-01-12,62.45,51.4,69.69,2019,1,12,6
2934,2019-01-13,60.14,49.91,71.69,2019,1,13,7
2935,2019-01-14,63.34,50.47,72.52,2019,1,14,1
2936,2019-01-15,67.02,54.9,74.74,2019,1,15,2
2937,2019-01-16,69.43,61.07,72.99,2019,1,16,3
2938,2019-01-17,65.6,52.2,73.45,2019,1,17,4
2939,2019-01-18,67.98,58.07,72.01,2019,1,18,5
2940,2019-01-19,64.75,55.55,70.16,2019,1,19,6
2941,2019-01-20,61.75,51.52,70.11,2019,1,20,7
2942,2019-01-21,65.59,51.14,73.9,2019,1,21,1
2943,2019-01-22,64.55,52.1,71.2,2019,1,22,2
2944,2019-01-23,60.32,49.05,68.89,2019,1,23,3
2945,2019-01-24,61.04,49.05,70.13,2019,1,24,4
2946,2019-01-25,61.99,51.77,69.69,2019,1,25,5
2947,2019-01-26,61.5,50.97,68.5,2019,1,26,6
2948,2019-01-27,43.98,19.74,64.18,2019,1,27,7
2949,2019-01-28,55.71,37.8,70.01,2019,1,28,1
2950,2019-01-29,59.54,45.97,68.07,2019,1,29,2
2951,2019-01-30,57.98,42.74,68.65,2019,1,30,3
2952,2019-01-31,54.88,44.1,65.4,2019,1,31,4
2953,2019-02-01,52.68,41.1,62.99,2019,2,1,5
2954,2019-02-02,37.96,20.45,51.92,2019,2,2,6
2955,2019-02-03,48.4,38.47,63.93,2019,2,3,7
2956,2019-02-04,58.95,38.55,70.66,2019,2,4,1
2957,2019-02-05,60.41,48.77,68.07,2019,2,5,2
2958,2019-02-06,61.26,52.73,67.52,2019,2,6,3
2959,2019-02-07,58.09,43.97,68.07,2019,2,7,4
2960,2019-02-08,56.47,47.53,65.01,2019,2,8,5
2961,2019-02-09,54.35,46.1,64.01,2019,2,9,6
2962,2019-02-10,37.7,15.6,66.55,2019,2,10,7
2963,2019-02-11,56.25,41.72,66.25,2019,2,11,1
2964,2019-02-12,60.56,50.0,67.1,2019,2,12,2
2965,2019-02-13,61.51,57.01,65.51,2019,2,13,3
2966,2019-02-14,56.38,48.0,63.67,2019,2,14,4
2967,2019-02-15,55.29,45.57,62.0,2019,2,15,5
2968,2019-02-16,51.19,43.39,60.01,2019,2,16,6
2969,2019-02-17,47.04,36.13,62.0,2019,2,17,7
2970,2019-02-18,56.27,45.37,62.0,2019,2,18,1
2971,2019-02-19,58.89,52.6,62.25,2019,2,19,2
2972,2019-02-20,57.51,53.1,61.11,2019,2,20,3
2973,2019-02-21,54.76,47.67,61.21,2019,2,21,4
2974,2019-02-22,53.28,45.52,59.93,2019,2,22,5
2975,2019-02-23,51.77,46.87,57.24,2019,2,23,6
2976,2019-02-24,51.08,45.0,60.15,2019,2,24,7
2977,2019-02-25,55.32,46.36,60.6,2019,2,25,1
2978,2019-02-26,53.13,46.36,59.0,2019,2,26,2
2979,2019-02-27,52.81,42.1,60.49,2019,2,27,3
2980,2019-02-28,52.93,43.1,58.75,2019,2,28,4
2981,2019-03-01,54.44,50.77,58.43,2019,3,1,5
2982,2019-03-02,48.75,38.9,57.51,2019,3,2,6
2983,2019-03-03,39.78,21.0,56.5,2019,3,3,7
2984,2019-03-04,41.11,3.52,58.75,2019,3,4,1
2985,2019-03-05,52.61,41.54,56.45,2019,3,5,2
2986,2019-03-06,37.82,25.68,51.73,2019,3,6,3
2987,2019-03-07,50.47,34.27,60.95,2019,3,7,4
2988,2019-03-08,55.7,52.29,58.56,2019,3,8,5
2989,2019-03-09,54.39,51.14,56.56,2019,3,9,6
2990,2019-03-10,47.23,39.71,55.25,2019,3,10,7
2991,2019-03-11,51.89,39.71,61.41,2019,3,11,1
2992,2019-03-12,52.04,42.62,56.26,2019,3,12,2
2993,2019-03-13,45.86,36.08,55.66,2019,3,13,3
2994,2019-03-14,51.59,45.15,56.05,2019,3,14,4
2995,2019-03-15,54.79,51.64,57.98,2019,3,15,5
2996,2019-03-16,51.29,40.07,57.05,2019,3,16,6
2997,2019-03-17,34.75,5.48,52.63,2019,3,17,7
2998,2019-03-18,48.77,38.69,56.19,2019,3,18,1
2999,2019-03-19,49.88,41.29,56.57,2019,3,19,2
3000,2019-03-20,48.64,39.37,55.55,2019,3,20,3
3001,2019-03-21,52.43,44.01,56.55,2019,3,21,4
3002,2019-03-22,55.73,54.8,57.5,2019,3,22,5
3003,2019-03-23,51.22,46.78,55.26,2019,3,23,6
3004,2019-03-24,44.3,39.0,52.1,2019,3,24,7
3005,2019-03-25,42.53,30.0,51.96,2019,3,25,1
3006,2019-03-26,41.09,30.21,51.64,2019,3,26,2
3007,2019-03-27,47.18,36.62,53.86,2019,3,27,3
3008,2019-03-28,50.83,43.44,55.01,2019,3,28,4
3009,2019-03-29,53.0,50.53,54.92,2019,3,29,5
3010,2019-03-30,51.93,48.01,54.03,2019,3,30,6
3011,2019-03-31,51.47,45.94,56.45,2019,3,31,7
3012,2019-04-01,58.43,55.48,60.95,2019,4,1,1
3013,2019-04-02,57.98,53.41,60.01,2019,4,2,2
3014,2019-04-03,52.93,41.73,60.0,2019,4,3,3
3015,2019-04-04,53.39,44.45,60.44,2019,4,4,4
3016,2019-04-05,51.35,40.76,58.67,2019,4,5,5
3017,2019-04-06,44.3,37.27,55.44,2019,4,6,6
3018,2019-04-07,47.22,38.3,58.6,2019,4,7,7
3019,2019-04-08,53.26,42.51,60.0,2019,4,8,1
3020,2019-04-09,50.31,41.95,57.55,2019,4,9,2
3021,2019-04-10,50.83,41.33,59.15,2019,4,10,3
3022,2019-04-11,54.65,47.81,59.24,2019,4,11,4
3023,2019-04-12,56.97,53.0,60.16,2019,4,12,5
3024,2019-04-13,57.54,52.07,60.0,2019,4,13,6
3025,2019-04-14,52.62,45.1,62.48,2019,4,14,7
3026,2019-04-15,53.8,42.05,60.67,2019,4,15,1
3027,2019-04-16,57.17,50.49,60.06,2019,4,16,2
3028,2019-04-17,47.05,35.36,59.47,2019,4,17,3
3029,2019-04-18,55.09,48.95,59.47,2019,4,18,4
3030,2019-04-19,37.31,25.45,53.0,2019,4,19,5
3031,2019-04-20,31.75,20.0,48.0,2019,4,20,6
3032,2019-04-21,39.69,28.62,58.58,2019,4,21,7
3033,2019-04-22,55.76,51.23,59.0,2019,4,22,1
3034,2019-04-23,49.22,34.0,58.78,2019,4,23,2
3035,2019-04-24,40.01,27.69,54.75,2019,4,24,3
3036,2019-04-25,29.69,5.0,46.36,2019,4,25,4
3037,2019-04-26,48.92,25.77,60.85,2019,4,26,5
3038,2019-04-27,55.67,52.34,59.2,2019,4,27,6
3039,2019-04-28,52.6,47.23,59.47,2019,4,28,7
3040,2019-04-29,57.91,52.49,60.37,2019,4,29,1
3041,2019-04-30,58.78,55.88,60.32,2019,4,30,2
3042,2019-05-01,50.29,36.0,57.63,2019,5,1,3
3043,2019-05-02,45.65,32.0,58.09,2019,5,2,4
3044,2019-05-03,50.1,41.34,57.9,2019,5,3,5
3045,2019-05-04,44.47,29.0,54.14,2019,5,4,6
3046,2019-05-05,33.87,20.0,59.04,2019,5,5,7
3047,2019-05-06,53.05,43.47,58.69,2019,5,6,1
3048,2019-05-07,51.92,45.0,60.0,2019,5,7,2
3049,2019-05-08,38.77,33.0,46.2,2019,5,8,3
3050,2019-05-09,45.8,30.26,55.01,2019,5,9,4
3051,2019-05-10,47.27,37.17,56.17,2019,5,10,5
3052,2019-05-11,49.92,40.84,54.89,2019,5,11,6
3053,2019-05-12,36.42,24.04,56.41,2019,5,12,7
3054,2019-05-13,47.13,34.3,56.19,2019,5,13,1
3055,2019-05-14,51.42,40.9,58.56,2019,5,14,2
3056,2019-05-15,53.7,50.21,57.5,2019,5,15,3
